"LGA_CODE21","calendar_year","sex","age_group","n_births"
"36720",2021,"all","0-0",3677
"36820",2021,"all","0-0",229
"36910",2021,"all","0-0",2264
"36950",2021,"all","0-0",55
"36960",2021,"all","0-0",64
"37010",2021,"all","0-0",2626
"37300",2021,"all","0-0",79
"37310",2021,"all","0-0",503
"37340",2021,"all","0-0",448
"37400",2021,"all","0-0",18
"37550",2021,"all","0-0",31
"37570",2021,"all","0-0",4
"37600",2021,"all","0-0",46
"40070",2013,"all","0-0",136
"40120",2013,"all","0-0",379
"40150",2013,"all","0-0",95
"40220",2013,"all","0-0",213
"40250",2013,"all","0-0",37
"40310",2013,"all","0-0",237
"40430",2013,"all","0-0",19
"40520",2013,"all","0-0",123
"40700",2013,"all","0-0",343
"40910",2013,"all","0-0",562
"41010",2013,"all","0-0",52
"41060",2013,"all","0-0",1279
"41140",2013,"all","0-0",81
"41190",2013,"all","0-0",19
"41330",2013,"all","0-0",21
"41560",2013,"all","0-0",143
"41750",2013,"all","0-0",7
"41830",2013,"all","0-0",16
"41960",2013,"all","0-0",22
"42030",2013,"all","0-0",251
"42110",2013,"all","0-0",34
"42250",2013,"all","0-0",64
"42600",2013,"all","0-0",300
"42750",2013,"all","0-0",45
"43080",2013,"all","0-0",10
"43220",2013,"all","0-0",24
"43360",2013,"all","0-0",26
"43650",2013,"all","0-0",178
"43710",2013,"all","0-0",43
"43790",2013,"all","0-0",144
"44000",2013,"all","0-0",0
"44060",2013,"all","0-0",1059
"44210",2013,"all","0-0",83
"44340",2013,"all","0-0",654
"44550",2013,"all","0-0",432
"44620",2013,"all","0-0",353
"44830",2013,"all","0-0",18
"45040",2013,"all","0-0",250
"45090",2013,"all","0-0",104
"45120",2013,"all","0-0",53
"45290",2013,"all","0-0",368
"45340",2013,"all","0-0",2085
"45400",2013,"all","0-0",10
"45540",2013,"all","0-0",7
"45680",2013,"all","0-0",1574
"45890",2013,"all","0-0",1720
"46090",2013,"all","0-0",205
"46300",2013,"all","0-0",199
"46450",2013,"all","0-0",202
"46510",2013,"all","0-0",245
"46670",2013,"all","0-0",115
"46860",2013,"all","0-0",14
"46970",2013,"all","0-0",98
"47140",2013,"all","0-0",1976
"47290",2013,"all","0-0",26
"47490",2013,"all","0-0",19
"47630",2013,"all","0-0",85
"47700",2013,"all","0-0",1114
"47800",2013,"all","0-0",62
"47910",2013,"all","0-0",26
"47980",2013,"all","0-0",395
"48050",2013,"all","0-0",112
"48130",2013,"all","0-0",85
"48260",2013,"all","0-0",63
"48340",2013,"all","0-0",121
"48410",2013,"all","0-0",734
"48540",2013,"all","0-0",323
"48640",2013,"all","0-0",23
"48750",2013,"all","0-0",40
"48830",2013,"all","0-0",93
"49399",2013,"all","0-0",42
"40070",2014,"all","0-0",139
"40120",2014,"all","0-0",373
"40150",2014,"all","0-0",101
"40220",2014,"all","0-0",230
"40250",2014,"all","0-0",39
"40310",2014,"all","0-0",236
"40430",2014,"all","0-0",21
"40520",2014,"all","0-0",111
"40700",2014,"all","0-0",334
"40910",2014,"all","0-0",544
"41010",2014,"all","0-0",44
"41060",2014,"all","0-0",1322
"41140",2014,"all","0-0",94
"41190",2014,"all","0-0",25
"41330",2014,"all","0-0",24
"41560",2014,"all","0-0",135
"41750",2014,"all","0-0",18
"41830",2014,"all","0-0",10
"41960",2014,"all","0-0",18
"42030",2014,"all","0-0",271
"42110",2014,"all","0-0",34
"42250",2014,"all","0-0",67
"42600",2014,"all","0-0",309
"42750",2014,"all","0-0",49
"43080",2014,"all","0-0",8
"43220",2014,"all","0-0",21
"43360",2014,"all","0-0",27
"43650",2014,"all","0-0",145
"43710",2014,"all","0-0",65
"43790",2014,"all","0-0",150
"44000",2014,"all","0-0",3
"44060",2014,"all","0-0",1154
"44210",2014,"all","0-0",53
"44340",2014,"all","0-0",685
"44550",2014,"all","0-0",402
"44620",2014,"all","0-0",367
"44830",2014,"all","0-0",15
"45040",2014,"all","0-0",242
"45090",2014,"all","0-0",103
"45120",2014,"all","0-0",56
"45290",2014,"all","0-0",360
"45340",2014,"all","0-0",2109
"45400",2014,"all","0-0",10
"45540",2014,"all","0-0",17
"45680",2014,"all","0-0",1586
"45890",2014,"all","0-0",1694
"46090",2014,"all","0-0",201
"46300",2014,"all","0-0",228
"46450",2014,"all","0-0",210
"46510",2014,"all","0-0",256
"46670",2014,"all","0-0",107
"46860",2014,"all","0-0",19
"46970",2014,"all","0-0",98
"47140",2014,"all","0-0",2062
"47290",2014,"all","0-0",14
"47490",2014,"all","0-0",17
"47630",2014,"all","0-0",78
"47700",2014,"all","0-0",1163
"47800",2014,"all","0-0",65
"47910",2014,"all","0-0",31
"47980",2014,"all","0-0",428
"48050",2014,"all","0-0",90
"48130",2014,"all","0-0",84
"48260",2014,"all","0-0",55
"48340",2014,"all","0-0",137
"48410",2014,"all","0-0",735
"48540",2014,"all","0-0",293
"48640",2014,"all","0-0",13
"48750",2014,"all","0-0",29
"48830",2014,"all","0-0",101
"49399",2014,"all","0-0",50
"40070",2015,"all","0-0",145
"40120",2015,"all","0-0",337
"40150",2015,"all","0-0",87
"40220",2015,"all","0-0",224
"40250",2015,"all","0-0",41
"40310",2015,"all","0-0",228
"40430",2015,"all","0-0",31
"40520",2015,"all","0-0",114
"40700",2015,"all","0-0",342
"40910",2015,"all","0-0",540
"41010",2015,"all","0-0",49
"41060",2015,"all","0-0",1259
"41140",2015,"all","0-0",88
"41190",2015,"all","0-0",22
"41330",2015,"all","0-0",15
"41560",2015,"all","0-0",137
"41750",2015,"all","0-0",10
"41830",2015,"all","0-0",15
"41960",2015,"all","0-0",9
"42030",2015,"all","0-0",247
"42110",2015,"all","0-0",38
"42250",2015,"all","0-0",83
"42600",2015,"all","0-0",295
"42750",2015,"all","0-0",44
"43080",2015,"all","0-0",10
"43220",2015,"all","0-0",13
"43360",2015,"all","0-0",21
"43650",2015,"all","0-0",141
"43710",2015,"all","0-0",55
"43790",2015,"all","0-0",120
"44000",2015,"all","0-0",0
"44060",2015,"all","0-0",1117
"44210",2015,"all","0-0",61
"44340",2015,"all","0-0",638
"44550",2015,"all","0-0",406
"44620",2015,"all","0-0",321
"44830",2015,"all","0-0",17
"45040",2015,"all","0-0",250
"45090",2015,"all","0-0",84
"45120",2015,"all","0-0",55
"45290",2015,"all","0-0",384
"45340",2015,"all","0-0",2056
"45400",2015,"all","0-0",9
"45540",2015,"all","0-0",11
"45680",2015,"all","0-0",1559
"45890",2015,"all","0-0",1702
"46090",2015,"all","0-0",208
"46300",2015,"all","0-0",191
"46450",2015,"all","0-0",178
"46510",2015,"all","0-0",274
"46670",2015,"all","0-0",93
"46860",2015,"all","0-0",19
"46970",2015,"all","0-0",88
"47140",2015,"all","0-0",1944
"47290",2015,"all","0-0",23
"47490",2015,"all","0-0",21
"47630",2015,"all","0-0",66
"47700",2015,"all","0-0",1055
"47800",2015,"all","0-0",74
"47910",2015,"all","0-0",23
"47980",2015,"all","0-0",360
"48050",2015,"all","0-0",101
"48130",2015,"all","0-0",78
"48260",2015,"all","0-0",66
"48340",2015,"all","0-0",117
"48410",2015,"all","0-0",696
"48540",2015,"all","0-0",294
"48640",2015,"all","0-0",16
"48750",2015,"all","0-0",33
"48830",2015,"all","0-0",91
"49399",2015,"all","0-0",48
"40070",2016,"all","0-0",142
"40120",2016,"all","0-0",375
"40150",2016,"all","0-0",90
"40220",2016,"all","0-0",213
"40250",2016,"all","0-0",34
"40310",2016,"all","0-0",224
"40430",2016,"all","0-0",16
"40520",2016,"all","0-0",128
"40700",2016,"all","0-0",346
"40910",2016,"all","0-0",546
"41010",2016,"all","0-0",69
"41060",2016,"all","0-0",1312
"41140",2016,"all","0-0",96
"41190",2016,"all","0-0",16
"41330",2016,"all","0-0",28
"41560",2016,"all","0-0",125
"41750",2016,"all","0-0",15
"41830",2016,"all","0-0",10
"41960",2016,"all","0-0",10
"42030",2016,"all","0-0",275
"42110",2016,"all","0-0",48
"42250",2016,"all","0-0",83
"42600",2016,"all","0-0",296
"42750",2016,"all","0-0",43
"43080",2016,"all","0-0",11
"43220",2016,"all","0-0",16
"43360",2016,"all","0-0",29
"43650",2016,"all","0-0",152
"43710",2016,"all","0-0",50
"43790",2016,"all","0-0",128
"44000",2016,"all","0-0",0
"44060",2016,"all","0-0",1122
"44210",2016,"all","0-0",76
"44340",2016,"all","0-0",638
"44550",2016,"all","0-0",420
"44620",2016,"all","0-0",315
"44830",2016,"all","0-0",25
"45040",2016,"all","0-0",210
"45090",2016,"all","0-0",88
"45120",2016,"all","0-0",47
"45290",2016,"all","0-0",351
"45340",2016,"all","0-0",2012
"45400",2016,"all","0-0",12
"45540",2016,"all","0-0",15
"45680",2016,"all","0-0",1552
"45890",2016,"all","0-0",1712
"46090",2016,"all","0-0",191
"46300",2016,"all","0-0",190
"46450",2016,"all","0-0",208
"46510",2016,"all","0-0",238
"46670",2016,"all","0-0",84
"46860",2016,"all","0-0",10
"46970",2016,"all","0-0",75
"47140",2016,"all","0-0",2053
"47290",2016,"all","0-0",18
"47490",2016,"all","0-0",28
"47630",2016,"all","0-0",64
"47700",2016,"all","0-0",1087
"47800",2016,"all","0-0",58
"47910",2016,"all","0-0",34
"47980",2016,"all","0-0",360
"48050",2016,"all","0-0",113
"48130",2016,"all","0-0",90
"48260",2016,"all","0-0",57
"48340",2016,"all","0-0",108
"48410",2016,"all","0-0",707
"48540",2016,"all","0-0",288
"48640",2016,"all","0-0",14
"48750",2016,"all","0-0",40
"48830",2016,"all","0-0",96
"49399",2016,"all","0-0",40
"40070",2017,"all","0-0",128
"40120",2017,"all","0-0",338
"40150",2017,"all","0-0",91
"40220",2017,"all","0-0",217
"40250",2017,"all","0-0",27
"40310",2017,"all","0-0",241
"40430",2017,"all","0-0",8
"40520",2017,"all","0-0",96
"40700",2017,"all","0-0",338
"40910",2017,"all","0-0",537
"41010",2017,"all","0-0",52
"41060",2017,"all","0-0",1284
"41140",2017,"all","0-0",99
"41190",2017,"all","0-0",16
"41330",2017,"all","0-0",22
"41560",2017,"all","0-0",148
"41750",2017,"all","0-0",12
"41830",2017,"all","0-0",23
"41960",2017,"all","0-0",12
"42030",2017,"all","0-0",288
"42110",2017,"all","0-0",32
"42250",2017,"all","0-0",52
"42600",2017,"all","0-0",279
"42750",2017,"all","0-0",47
"43080",2017,"all","0-0",8
"43220",2017,"all","0-0",14
"43360",2017,"all","0-0",24
"43650",2017,"all","0-0",131
"43710",2017,"all","0-0",63
"43790",2017,"all","0-0",96
"44000",2017,"all","0-0",3
"44060",2017,"all","0-0",1055
"44210",2017,"all","0-0",71
"44340",2017,"all","0-0",614
"44550",2017,"all","0-0",423
"44620",2017,"all","0-0",306
"44830",2017,"all","0-0",15
"45040",2017,"all","0-0",247
"45090",2017,"all","0-0",86
"45120",2017,"all","0-0",50
"45290",2017,"all","0-0",328
"45340",2017,"all","0-0",1873
"45400",2017,"all","0-0",12
"45540",2017,"all","0-0",14
"45680",2017,"all","0-0",1442
"45890",2017,"all","0-0",1796
"46090",2017,"all","0-0",198
"46300",2017,"all","0-0",187
"46450",2017,"all","0-0",169
"46510",2017,"all","0-0",248
"46670",2017,"all","0-0",91
"46860",2017,"all","0-0",12
"46970",2017,"all","0-0",91
"47140",2017,"all","0-0",1976
"47290",2017,"all","0-0",22
"47490",2017,"all","0-0",29
"47630",2017,"all","0-0",65
"47700",2017,"all","0-0",1042
"47800",2017,"all","0-0",43
"47910",2017,"all","0-0",26
"47980",2017,"all","0-0",350
"48050",2017,"all","0-0",92
"48130",2017,"all","0-0",82
"48260",2017,"all","0-0",68
"48340",2017,"all","0-0",104
"48410",2017,"all","0-0",695
"48540",2017,"all","0-0",246
"48640",2017,"all","0-0",12
"48750",2017,"all","0-0",41
"48830",2017,"all","0-0",100
"49399",2017,"all","0-0",25
"40070",2018,"all","0-0",145
"40120",2018,"all","0-0",377
"40150",2018,"all","0-0",99
"40220",2018,"all","0-0",212
"40250",2018,"all","0-0",88
"40310",2018,"all","0-0",209
"40430",2018,"all","0-0",19
"40520",2018,"all","0-0",128
"40700",2018,"all","0-0",317
"40910",2018,"all","0-0",533
"41010",2018,"all","0-0",52
"41060",2018,"all","0-0",1315
"41140",2018,"all","0-0",94
"41190",2018,"all","0-0",27
"41330",2018,"all","0-0",19
"41560",2018,"all","0-0",120
"41750",2018,"all","0-0",13
"41830",2018,"all","0-0",19
"41960",2018,"all","0-0",9
"42030",2018,"all","0-0",248
"42110",2018,"all","0-0",34
"42250",2018,"all","0-0",74
"42600",2018,"all","0-0",261
"42750",2018,"all","0-0",47
"43080",2018,"all","0-0",12
"43220",2018,"all","0-0",17
"43360",2018,"all","0-0",21
"43650",2018,"all","0-0",147
"43710",2018,"all","0-0",78
"43790",2018,"all","0-0",123
"44000",2018,"all","0-0",3
"44060",2018,"all","0-0",1121
"44210",2018,"all","0-0",74
"44340",2018,"all","0-0",598
"44550",2018,"all","0-0",386
"44620",2018,"all","0-0",322
"44830",2018,"all","0-0",18
"45040",2018,"all","0-0",280
"45090",2018,"all","0-0",102
"45120",2018,"all","0-0",48
"45290",2018,"all","0-0",339
"45340",2018,"all","0-0",1878
"45400",2018,"all","0-0",15
"45540",2018,"all","0-0",13
"45680",2018,"all","0-0",1509
"45890",2018,"all","0-0",1670
"46090",2018,"all","0-0",195
"46300",2018,"all","0-0",181
"46450",2018,"all","0-0",225
"46510",2018,"all","0-0",254
"46670",2018,"all","0-0",120
"46860",2018,"all","0-0",6
"46970",2018,"all","0-0",76
"47140",2018,"all","0-0",1892
"47290",2018,"all","0-0",16
"47490",2018,"all","0-0",22
"47630",2018,"all","0-0",77
"47700",2018,"all","0-0",1012
"47800",2018,"all","0-0",51
"47910",2018,"all","0-0",28
"47980",2018,"all","0-0",332
"48050",2018,"all","0-0",113
"48130",2018,"all","0-0",64
"48260",2018,"all","0-0",54
"48340",2018,"all","0-0",105
"48410",2018,"all","0-0",639
"48540",2018,"all","0-0",261
"48640",2018,"all","0-0",9
"48750",2018,"all","0-0",48
"48830",2018,"all","0-0",69
"49399",2018,"all","0-0",31
"40070",2019,"all","0-0",157
"40120",2019,"all","0-0",362
"40150",2019,"all","0-0",95
"40220",2019,"all","0-0",208
"40250",2019,"all","0-0",44
"40310",2019,"all","0-0",204
"40430",2019,"all","0-0",23
"40520",2019,"all","0-0",97
"40700",2019,"all","0-0",279
"40910",2019,"all","0-0",524
"41010",2019,"all","0-0",60
"41060",2019,"all","0-0",1317
"41140",2019,"all","0-0",85
"41190",2019,"all","0-0",16
"41330",2019,"all","0-0",23
"41560",2019,"all","0-0",121
"41750",2019,"all","0-0",14
"41830",2019,"all","0-0",17
"41960",2019,"all","0-0",3
"42030",2019,"all","0-0",289
"42110",2019,"all","0-0",35
"42250",2019,"all","0-0",67
"42600",2019,"all","0-0",287
"42750",2019,"all","0-0",55
"43080",2019,"all","0-0",9
"43220",2019,"all","0-0",9
"43360",2019,"all","0-0",15
"43650",2019,"all","0-0",156
"43710",2019,"all","0-0",56
"43790",2019,"all","0-0",130
"44000",2019,"all","0-0",0
"44060",2019,"all","0-0",1174
"44210",2019,"all","0-0",60
"44340",2019,"all","0-0",619
"44550",2019,"all","0-0",460
"44620",2019,"all","0-0",308
"44830",2019,"all","0-0",30
"45040",2019,"all","0-0",245
"45090",2019,"all","0-0",118
"45120",2019,"all","0-0",50
"45290",2019,"all","0-0",331
"45340",2019,"all","0-0",1949
"45400",2019,"all","0-0",10
"45540",2019,"all","0-0",8
"45680",2019,"all","0-0",1579
"45890",2019,"all","0-0",1779
"46090",2019,"all","0-0",176
"46300",2019,"all","0-0",203
"46450",2019,"all","0-0",183
"46510",2019,"all","0-0",247
"46670",2019,"all","0-0",91
"46860",2019,"all","0-0",17
"46970",2019,"all","0-0",73
"47140",2019,"all","0-0",1985
"47290",2019,"all","0-0",19
"47490",2019,"all","0-0",25
"47630",2019,"all","0-0",61
"47700",2019,"all","0-0",1062
"47800",2019,"all","0-0",43
"47910",2019,"all","0-0",34
"47980",2019,"all","0-0",359
"48050",2019,"all","0-0",91
"48130",2019,"all","0-0",70
"48260",2019,"all","0-0",65
"48340",2019,"all","0-0",113
"48410",2019,"all","0-0",659
"48540",2019,"all","0-0",249
"48640",2019,"all","0-0",8
"48750",2019,"all","0-0",50
"48830",2019,"all","0-0",86
"49399",2019,"all","0-0",44
"40070",2020,"all","0-0",138
"40120",2020,"all","0-0",350
"40150",2020,"all","0-0",118
"40220",2020,"all","0-0",191
"40250",2020,"all","0-0",29
"40310",2020,"all","0-0",205
"40430",2020,"all","0-0",22
"40520",2020,"all","0-0",79
"40700",2020,"all","0-0",303
"40910",2020,"all","0-0",504
"41010",2020,"all","0-0",50
"41060",2020,"all","0-0",1314
"41140",2020,"all","0-0",89
"41190",2020,"all","0-0",21
"41330",2020,"all","0-0",19
"41560",2020,"all","0-0",116
"41750",2020,"all","0-0",12
"41830",2020,"all","0-0",18
"41960",2020,"all","0-0",9
"42030",2020,"all","0-0",268
"42110",2020,"all","0-0",27
"42250",2020,"all","0-0",62
"42600",2020,"all","0-0",272
"42750",2020,"all","0-0",44
"43080",2020,"all","0-0",10
"43220",2020,"all","0-0",15
"43360",2020,"all","0-0",33
"43650",2020,"all","0-0",144
"43710",2020,"all","0-0",75
"43790",2020,"all","0-0",102
"44000",2020,"all","0-0",0
"44060",2020,"all","0-0",1024
"44210",2020,"all","0-0",60
"44340",2020,"all","0-0",573
"44550",2020,"all","0-0",472
"44620",2020,"all","0-0",330
"44830",2020,"all","0-0",16
"45040",2020,"all","0-0",236
"45090",2020,"all","0-0",91
"45120",2020,"all","0-0",33
"45290",2020,"all","0-0",308
"45340",2020,"all","0-0",1767
"45400",2020,"all","0-0",8
"45540",2020,"all","0-0",11
"45680",2020,"all","0-0",1468
"45890",2020,"all","0-0",1699
"46090",2020,"all","0-0",165
"46300",2020,"all","0-0",154
"46450",2020,"all","0-0",194
"46510",2020,"all","0-0",229
"46670",2020,"all","0-0",104
"46860",2020,"all","0-0",12
"46970",2020,"all","0-0",69
"47140",2020,"all","0-0",1870
"47290",2020,"all","0-0",20
"47490",2020,"all","0-0",24
"47630",2020,"all","0-0",71
"47700",2020,"all","0-0",1050
"47800",2020,"all","0-0",55
"47910",2020,"all","0-0",36
"47980",2020,"all","0-0",339
"48050",2020,"all","0-0",100
"48130",2020,"all","0-0",66
"48260",2020,"all","0-0",69
"48340",2020,"all","0-0",112
"48410",2020,"all","0-0",661
"48540",2020,"all","0-0",233
"48640",2020,"all","0-0",9
"48750",2020,"all","0-0",34
"48830",2020,"all","0-0",97
"49399",2020,"all","0-0",18
"40070",2021,"all","0-0",133
"40120",2021,"all","0-0",375
"40150",2021,"all","0-0",127
"40220",2021,"all","0-0",229
"40250",2021,"all","0-0",35
"40310",2021,"all","0-0",240
"40430",2021,"all","0-0",24
"40520",2021,"all","0-0",78
"40700",2021,"all","0-0",313
"40910",2021,"all","0-0",571
"41010",2021,"all","0-0",42
"41060",2021,"all","0-0",1439
"41140",2021,"all","0-0",92
"41190",2021,"all","0-0",23
"41330",2021,"all","0-0",19
"41560",2021,"all","0-0",141
"41750",2021,"all","0-0",8
"41830",2021,"all","0-0",18
"41960",2021,"all","0-0",4
"42030",2021,"all","0-0",274
"42110",2021,"all","0-0",35
"42250",2021,"all","0-0",88
"42600",2021,"all","0-0",309
"42750",2021,"all","0-0",38
"43080",2021,"all","0-0",9
"43220",2021,"all","0-0",5
"43360",2021,"all","0-0",14
"43650",2021,"all","0-0",172
"43710",2021,"all","0-0",65
"43790",2021,"all","0-0",125
"44000",2021,"all","0-0",0
"44060",2021,"all","0-0",1124
"44210",2021,"all","0-0",64
"44340",2021,"all","0-0",606
"44550",2021,"all","0-0",532
"44620",2021,"all","0-0",335
"44830",2021,"all","0-0",34
"45040",2021,"all","0-0",237
"45090",2021,"all","0-0",98
"45120",2021,"all","0-0",49
"45290",2021,"all","0-0",341
"45340",2021,"all","0-0",2096
"45400",2021,"all","0-0",9
"45540",2021,"all","0-0",11
"45680",2021,"all","0-0",1562
"45890",2021,"all","0-0",1796
"46090",2021,"all","0-0",166
"46300",2021,"all","0-0",163
"46450",2021,"all","0-0",170
"46510",2021,"all","0-0",250
"46670",2021,"all","0-0",109
"46860",2021,"all","0-0",17
"46970",2021,"all","0-0",69
"47140",2021,"all","0-0",1840
"47290",2021,"all","0-0",22
"47490",2021,"all","0-0",29
"47630",2021,"all","0-0",82
"47700",2021,"all","0-0",1080
"47800",2021,"all","0-0",60
"47910",2021,"all","0-0",31
"47980",2021,"all","0-0",312
"48050",2021,"all","0-0",90
"48130",2021,"all","0-0",75
"48260",2021,"all","0-0",50
"48340",2021,"all","0-0",118
"48410",2021,"all","0-0",682
"48540",2021,"all","0-0",221
"48640",2021,"all","0-0",10
"48750",2021,"all","0-0",48
"48830",2021,"all","0-0",102
"49399",2021,"all","0-0",22
"50080",2013,"all","0-0",437
"50210",2013,"all","0-0",1335
"50250",2013,"all","0-0",127
"50280",2013,"all","0-0",205
"50350",2013,"all","0-0",261
"50420",2013,"all","0-0",982
"50490",2013,"all","0-0",652
"50560",2013,"all","0-0",16
"50630",2013,"all","0-0",26
"50770",2013,"all","0-0",10
"50840",2013,"all","0-0",40
"50910",2013,"all","0-0",16
"50980",2013,"all","0-0",306
"51080",2013,"all","0-0",13
"51120",2013,"all","0-0",11
"51190",2013,"all","0-0",427
"51260",2013,"all","0-0",458
"51310",2013,"all","0-0",271
"51330",2013,"all","0-0",1193
"51400",2013,"all","0-0",232
"51470",2013,"all","0-0",0
"51540",2013,"all","0-0",92
"51610",2013,"all","0-0",10
"51680",2013,"all","0-0",38
"51710",2013,"all","0-0",14
"51750",2013,"all","0-0",84
"51820",2013,"all","0-0",1623
"51860",2013,"all","0-0",6
"51890",2013,"all","0-0",105
"51960",2013,"all","0-0",70
"52030",2013,"all","0-0",9
"52100",2013,"all","0-0",17
"52170",2013,"all","0-0",82
"52240",2013,"all","0-0",17
"52310",2013,"all","0-0",7
"52380",2013,"all","0-0",3
"52450",2013,"all","0-0",20
"52520",2013,"all","0-0",20
"52590",2013,"all","0-0",34
"52660",2013,"all","0-0",198
"52730",2013,"all","0-0",68
"52800",2013,"all","0-0",136
"52870",2013,"all","0-0",53
"52940",2013,"all","0-0",12
"53010",2013,"all","0-0",11
"53080",2013,"all","0-0",9
"53150",2013,"all","0-0",82
"53220",2013,"all","0-0",120
"53290",2013,"all","0-0",193
"53360",2013,"all","0-0",44
"53430",2013,"all","0-0",387
"53570",2013,"all","0-0",54
"53640",2013,"all","0-0",25
"53710",2013,"all","0-0",19
"53780",2013,"all","0-0",1954
"53800",2013,"all","0-0",599
"53920",2013,"all","0-0",62
"53990",2013,"all","0-0",355
"54060",2013,"all","0-0",33
"54130",2013,"all","0-0",17
"54170",2013,"all","0-0",1835
"54200",2013,"all","0-0",752
"54280",2013,"all","0-0",623
"54310",2013,"all","0-0",417
"54340",2013,"all","0-0",60
"54410",2013,"all","0-0",20
"54480",2013,"all","0-0",8
"54550",2013,"all","0-0",29
"54620",2013,"all","0-0",17
"54690",2013,"all","0-0",9
"54760",2013,"all","0-0",11
"54830",2013,"all","0-0",674
"54900",2013,"all","0-0",18
"54970",2013,"all","0-0",12
"55040",2013,"all","0-0",41
"55110",2013,"all","0-0",962
"55180",2013,"all","0-0",82
"55250",2013,"all","0-0",20
"55320",2013,"all","0-0",1008
"55390",2013,"all","0-0",3
"55460",2013,"all","0-0",44
"55530",2013,"all","0-0",8
"55600",2013,"all","0-0",36
"55670",2013,"all","0-0",12
"55740",2013,"all","0-0",77
"55810",2013,"all","0-0",9
"55880",2013,"all","0-0",7
"55950",2013,"all","0-0",12
"56090",2013,"all","0-0",375
"56160",2013,"all","0-0",0
"56230",2013,"all","0-0",169
"56300",2013,"all","0-0",9
"56370",2013,"all","0-0",5
"56460",2013,"all","0-0",90
"56580",2013,"all","0-0",163
"56620",2013,"all","0-0",12
"56730",2013,"all","0-0",172
"56790",2013,"all","0-0",31
"56860",2013,"all","0-0",5
"56930",2013,"all","0-0",6
"57000",2013,"all","0-0",5
"57080",2013,"all","0-0",193
"57140",2013,"all","0-0",14
"57210",2013,"all","0-0",49
"57280",2013,"all","0-0",296
"57350",2013,"all","0-0",17
"57420",2013,"all","0-0",24
"57490",2013,"all","0-0",1868
"57630",2013,"all","0-0",0
"57700",2013,"all","0-0",334
"57770",2013,"all","0-0",7
"57840",2013,"all","0-0",483
"57910",2013,"all","0-0",3256
"57980",2013,"all","0-0",187
"58050",2013,"all","0-0",1840
"58190",2013,"all","0-0",9
"58260",2013,"all","0-0",11
"58330",2013,"all","0-0",43
"58400",2013,"all","0-0",6
"58470",2013,"all","0-0",4
"58510",2013,"all","0-0",558
"58540",2013,"all","0-0",11
"58570",2013,"all","0-0",462
"58610",2013,"all","0-0",21
"58680",2013,"all","0-0",4
"58760",2013,"all","0-0",2971
"58820",2013,"all","0-0",48
"58890",2013,"all","0-0",11
"59030",2013,"all","0-0",3
"59100",2013,"all","0-0",14
"59170",2013,"all","0-0",10
"59250",2013,"all","0-0",5
"59310",2013,"all","0-0",25
"59320",2013,"all","0-0",3
"59330",2013,"all","0-0",5
"59340",2013,"all","0-0",154
"59350",2013,"all","0-0",3
"59360",2013,"all","0-0",6
"59370",2013,"all","0-0",33
"50080",2014,"all","0-0",396
"50210",2014,"all","0-0",1432
"50250",2014,"all","0-0",158
"50280",2014,"all","0-0",188
"50350",2014,"all","0-0",239
"50420",2014,"all","0-0",1031
"50490",2014,"all","0-0",699
"50560",2014,"all","0-0",17
"50630",2014,"all","0-0",35
"50770",2014,"all","0-0",19
"50840",2014,"all","0-0",38
"50910",2014,"all","0-0",20
"50980",2014,"all","0-0",296
"51080",2014,"all","0-0",19
"51120",2014,"all","0-0",11
"51190",2014,"all","0-0",484
"51260",2014,"all","0-0",404
"51310",2014,"all","0-0",302
"51330",2014,"all","0-0",1212
"51400",2014,"all","0-0",223
"51470",2014,"all","0-0",5
"51540",2014,"all","0-0",77
"51610",2014,"all","0-0",8
"51680",2014,"all","0-0",51
"51710",2014,"all","0-0",16
"51750",2014,"all","0-0",80
"51820",2014,"all","0-0",1683
"51860",2014,"all","0-0",14
"51890",2014,"all","0-0",117
"51960",2014,"all","0-0",70
"52030",2014,"all","0-0",10
"52100",2014,"all","0-0",20
"52170",2014,"all","0-0",68
"52240",2014,"all","0-0",12
"52310",2014,"all","0-0",8
"52380",2014,"all","0-0",3
"52450",2014,"all","0-0",18
"52520",2014,"all","0-0",17
"52590",2014,"all","0-0",26
"52660",2014,"all","0-0",220
"52730",2014,"all","0-0",45
"52800",2014,"all","0-0",123
"52870",2014,"all","0-0",58
"52940",2014,"all","0-0",11
"53010",2014,"all","0-0",11
"53080",2014,"all","0-0",5
"53150",2014,"all","0-0",79
"53220",2014,"all","0-0",120
"53290",2014,"all","0-0",193
"53360",2014,"all","0-0",46
"53430",2014,"all","0-0",367
"53570",2014,"all","0-0",68
"53640",2014,"all","0-0",21
"53710",2014,"all","0-0",13
"53780",2014,"all","0-0",1966
"53800",2014,"all","0-0",611
"53920",2014,"all","0-0",75
"53990",2014,"all","0-0",372
"54060",2014,"all","0-0",28
"54130",2014,"all","0-0",11
"54170",2014,"all","0-0",1795
"54200",2014,"all","0-0",757
"54280",2014,"all","0-0",615
"54310",2014,"all","0-0",427
"54340",2014,"all","0-0",65
"54410",2014,"all","0-0",17
"54480",2014,"all","0-0",11
"54550",2014,"all","0-0",28
"54620",2014,"all","0-0",14
"54690",2014,"all","0-0",7
"54760",2014,"all","0-0",13
"54830",2014,"all","0-0",651
"54900",2014,"all","0-0",21
"54970",2014,"all","0-0",3
"55040",2014,"all","0-0",28
"55110",2014,"all","0-0",1075
"55180",2014,"all","0-0",103
