"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment"
11501,"female","18-24","2015",2388
11501,"female","18-24","2016",2506
11501,"female","18-24","2017",2463
11501,"female","18-24","2018",2387
11501,"female","18-24","2019",5890
11501,"female","18-24","2020",5517
11501,"female","18-24","2021",5202
11501,"female","18-24","2022",5624
11501,"male","18-24","2015",2447
11501,"male","18-24","2016",2700
11501,"male","18-24","2017",2654
11501,"male","18-24","2018",2556
11501,"male","18-24","2019",6343
11501,"male","18-24","2020",5848
11501,"male","18-24","2021",5639
11501,"male","18-24","2022",6103
11502,"female","18-24","2015",1074
11502,"female","18-24","2016",1193
11502,"female","18-24","2017",1170
11502,"female","18-24","2018",1152
11502,"female","18-24","2019",1195
11502,"female","18-24","2020",1088
11502,"female","18-24","2021",1011
11502,"female","18-24","2022",1155
11502,"male","18-24","2015",1114
11502,"male","18-24","2016",1268
11502,"male","18-24","2017",1279
11502,"male","18-24","2018",1283
11502,"male","18-24","2019",1352
11502,"male","18-24","2020",1253
11502,"male","18-24","2021",1170
11502,"male","18-24","2022",1297
11503,"female","18-24","2015",907
11503,"female","18-24","2016",1083
11503,"female","18-24","2017",1096
11503,"female","18-24","2018",1081
11503,"female","18-24","2019",1056
11503,"female","18-24","2020",969
11503,"female","18-24","2021",866
11503,"female","18-24","2022",976
11503,"male","18-24","2015",948
11503,"male","18-24","2016",1124
11503,"male","18-24","2017",1111
11503,"male","18-24","2018",1072
11503,"male","18-24","2019",1107
11503,"male","18-24","2020",1006
11503,"male","18-24","2021",935
11503,"male","18-24","2022",1041
11504,"female","18-24","2008",122
11504,"female","18-24","2009",120
11504,"female","18-24","2010",121
11504,"female","18-24","2011",136
11504,"female","18-24","2012",124
11504,"female","18-24","2013",134
11504,"female","18-24","2014",127
11504,"female","18-24","2015",1102
11504,"female","18-24","2016",1339
11504,"female","18-24","2017",1427
11504,"female","18-24","2018",1544
11504,"female","18-24","2019",1797
11504,"female","18-24","2020",1836
11504,"female","18-24","2021",1914
11504,"female","18-24","2022",2210
11504,"male","18-24","2008",137
11504,"male","18-24","2009",135
11504,"male","18-24","2010",122
11504,"male","18-24","2011",118
11504,"male","18-24","2012",114
11504,"male","18-24","2013",112
11504,"male","18-24","2014",115
11504,"male","18-24","2015",1065
11504,"male","18-24","2016",1349
11504,"male","18-24","2017",1459
11504,"male","18-24","2018",1582
11504,"male","18-24","2019",1870
11504,"male","18-24","2020",1888
11504,"male","18-24","2021",1971
11504,"male","18-24","2022",2271
11601,"female","18-24","2008",1062
11601,"female","18-24","2009",1103
11601,"female","18-24","2010",1053
11601,"female","18-24","2011",1047
11601,"female","18-24","2012",991
11601,"female","18-24","2013",1004
11601,"female","18-24","2014",1039
11601,"female","18-24","2015",3442
11601,"female","18-24","2016",3702
11601,"female","18-24","2017",3704
11601,"female","18-24","2018",3567
11601,"female","18-24","2019",4714
11601,"female","18-24","2020",4406
11601,"female","18-24","2021",4312
11601,"female","18-24","2022",4482
11601,"male","18-24","2008",1095
11601,"male","18-24","2009",1113
11601,"male","18-24","2010",1028
11601,"male","18-24","2011",1035
11601,"male","18-24","2012",960
11601,"male","18-24","2013",967
11601,"male","18-24","2014",972
11601,"male","18-24","2015",3190
11601,"male","18-24","2016",3690
11601,"male","18-24","2017",3798
11601,"male","18-24","2018",3665
11601,"male","18-24","2019",4925
11601,"male","18-24","2020",4670
11601,"male","18-24","2021",4529
11601,"male","18-24","2022",4749
11602,"female","18-24","2008",617
11602,"female","18-24","2009",638
11602,"female","18-24","2010",644
11602,"female","18-24","2011",618
11602,"female","18-24","2012",560
11602,"female","18-24","2013",568
11602,"female","18-24","2014",545
11602,"female","18-24","2015",1838
11602,"female","18-24","2016",2202
11602,"female","18-24","2017",2330
11602,"female","18-24","2018",2529
11602,"female","18-24","2019",3976
11602,"female","18-24","2020",3983
11602,"female","18-24","2021",4113
11602,"female","18-24","2022",4595
11602,"male","18-24","2008",661
11602,"male","18-24","2009",637
11602,"male","18-24","2010",614
11602,"male","18-24","2011",610
11602,"male","18-24","2012",568
11602,"male","18-24","2013",546
11602,"male","18-24","2014",599
11602,"male","18-24","2015",1796
11602,"male","18-24","2016",2213
11602,"male","18-24","2017",2493
11602,"male","18-24","2018",2611
11602,"male","18-24","2019",4037
11602,"male","18-24","2020",4106
11602,"male","18-24","2021",4208
11602,"male","18-24","2022",4697
11603,"female","18-24","2008",1665
11603,"female","18-24","2009",1663
11603,"female","18-24","2010",1535
11603,"female","18-24","2011",1608
11603,"female","18-24","2012",1483
11603,"female","18-24","2013",1551
11603,"female","18-24","2014",1610
11603,"female","18-24","2015",4274
11603,"female","18-24","2016",4862
11603,"female","18-24","2017",4947
11603,"female","18-24","2018",4684
11603,"female","18-24","2019",4747
11603,"female","18-24","2020",4398
11603,"female","18-24","2021",4248
11603,"female","18-24","2022",4424
11603,"male","18-24","2008",1635
11603,"male","18-24","2009",1657
11603,"male","18-24","2010",1542
11603,"male","18-24","2011",1575
11603,"male","18-24","2012",1437
11603,"male","18-24","2013",1481
11603,"male","18-24","2014",1583
11603,"male","18-24","2015",3974
11603,"male","18-24","2016",4639
11603,"male","18-24","2017",4849
11603,"male","18-24","2018",4690
11603,"male","18-24","2019",4810
11603,"male","18-24","2020",4533
11603,"male","18-24","2021",4393
11603,"male","18-24","2022",4424
11701,"female","18-24","2015",1318
11701,"female","18-24","2016",1502
11701,"female","18-24","2017",1456
11701,"female","18-24","2018",1384
11701,"female","18-24","2019",1480
11701,"female","18-24","2020",1394
11701,"female","18-24","2021",1419
11701,"female","18-24","2022",1581
11701,"male","18-24","2015",1193
11701,"male","18-24","2016",1422
11701,"male","18-24","2017",1416
11701,"male","18-24","2018",1406
11701,"male","18-24","2019",1591
11701,"male","18-24","2020",1526
11701,"male","18-24","2021",1582
11701,"male","18-24","2022",1642
11702,"female","18-24","2015",1767
11702,"female","18-24","2016",1982
11702,"female","18-24","2017",1794
11702,"female","18-24","2018",1748
11702,"female","18-24","2019",1855
11702,"female","18-24","2020",1692
11702,"female","18-24","2021",1649
11702,"female","18-24","2022",1806
11702,"male","18-24","2015",1431
11702,"male","18-24","2016",1707
11702,"male","18-24","2017",1589
11702,"male","18-24","2018",1592
11702,"male","18-24","2019",1665
11702,"male","18-24","2020",1521
11702,"male","18-24","2021",1457
11702,"male","18-24","2022",1588
11703,"female","18-24","2015",4447
11703,"female","18-24","2016",5126
11703,"female","18-24","2017",4651
11703,"female","18-24","2018",4771
11703,"female","18-24","2019",4832
11703,"female","18-24","2020",4388
11703,"female","18-24","2021",4961
11703,"female","18-24","2022",6002
11703,"male","18-24","2015",3739
11703,"male","18-24","2016",4343
11703,"male","18-24","2017",3995
11703,"male","18-24","2018",3910
11703,"male","18-24","2019",4133
11703,"male","18-24","2020",3867
11703,"male","18-24","2021",4381
11703,"male","18-24","2022",5258
11801,"female","18-24","2015",3243
11801,"female","18-24","2016",3690
11801,"female","18-24","2017",3505
11801,"female","18-24","2018",3603
11801,"female","18-24","2019",3699
11801,"female","18-24","2020",3448
11801,"female","18-24","2021",3553
11801,"female","18-24","2022",4014
11801,"male","18-24","2015",2821
11801,"male","18-24","2016",3374
11801,"male","18-24","2017",3297
11801,"male","18-24","2018",3260
11801,"male","18-24","2019",3371
11801,"male","18-24","2020",3179
11801,"male","18-24","2021",3165
11801,"male","18-24","2022",3567
11802,"female","18-24","2015",1391
11802,"female","18-24","2016",1525
11802,"female","18-24","2017",1488
11802,"female","18-24","2018",1524
11802,"female","18-24","2019",4371
11802,"female","18-24","2020",3960
11802,"female","18-24","2021",3895
11802,"female","18-24","2022",4413
11802,"male","18-24","2015",1304
11802,"male","18-24","2016",1499
11802,"male","18-24","2017",1437
11802,"male","18-24","2018",1408
11802,"male","18-24","2019",4298
11802,"male","18-24","2020",3997
11802,"male","18-24","2021",3880
11802,"male","18-24","2022",4257
11901,"female","18-24","2015",5086
11901,"female","18-24","2016",5592
11901,"female","18-24","2017",5604
11901,"female","18-24","2018",5503
11901,"female","18-24","2019",6756
11901,"female","18-24","2020",6482
11901,"female","18-24","2021",6413
11901,"female","18-24","2022",6608
11901,"male","18-24","2015",4863
11901,"male","18-24","2016",5589
11901,"male","18-24","2017",5705
11901,"male","18-24","2018",5713
11901,"male","18-24","2019",6900
11901,"male","18-24","2020",6606
11901,"male","18-24","2021",6530
11901,"male","18-24","2022",6776
11902,"female","18-24","2015",3262
11902,"female","18-24","2016",3593
11902,"female","18-24","2017",3557
11902,"female","18-24","2018",3504
11902,"female","18-24","2019",4318
11902,"female","18-24","2020",4148
11902,"female","18-24","2021",4111
11902,"female","18-24","2022",4204
11902,"male","18-24","2015",3161
11902,"male","18-24","2016",3529
11902,"male","18-24","2017",3595
11902,"male","18-24","2018",3595
11902,"male","18-24","2019",4432
11902,"male","18-24","2020",4242
11902,"male","18-24","2021",4108
11902,"male","18-24","2022",4237
11903,"female","18-24","2015",3861
11903,"female","18-24","2016",4255
11903,"female","18-24","2017",4204
11903,"female","18-24","2018",4247
11903,"female","18-24","2019",4400
11903,"female","18-24","2020",4120
11903,"female","18-24","2021",3953
11903,"female","18-24","2022",4184
11903,"male","18-24","2015",4009
11903,"male","18-24","2016",4493
11903,"male","18-24","2017",4461
11903,"male","18-24","2018",4342
11903,"male","18-24","2019",4580
11903,"male","18-24","2020",4220
11903,"male","18-24","2021",4019
11903,"male","18-24","2022",4305
11904,"female","18-24","2015",3619
11904,"female","18-24","2016",4012
11904,"female","18-24","2017",4072
11904,"female","18-24","2018",4028
11904,"female","18-24","2019",4121
11904,"female","18-24","2020",3851
11904,"female","18-24","2021",3699
11904,"female","18-24","2022",3889
11904,"male","18-24","2015",3485
11904,"male","18-24","2016",3991
11904,"male","18-24","2017",4120
11904,"male","18-24","2018",4085
11904,"male","18-24","2019",4197
11904,"male","18-24","2020",3953
11904,"male","18-24","2021",3800
11904,"male","18-24","2022",3966
12001,"female","18-24","2015",2245
12001,"female","18-24","2016",2490
12001,"female","18-24","2017",2384
12001,"female","18-24","2018",2382
12001,"female","18-24","2019",2499
12001,"female","18-24","2020",2242
12001,"female","18-24","2021",2142
12001,"female","18-24","2022",2399
12001,"male","18-24","2015",2138
12001,"male","18-24","2016",2403
12001,"male","18-24","2017",2372
12001,"male","18-24","2018",2339
12001,"male","18-24","2019",2433
12001,"male","18-24","2020",2260
12001,"male","18-24","2021",2185
12001,"male","18-24","2022",2452
12002,"female","18-24","2015",1331
12002,"female","18-24","2016",1562
12002,"female","18-24","2017",1498
12002,"female","18-24","2018",1546
12002,"female","18-24","2019",1691
12002,"female","18-24","2020",1551
12002,"female","18-24","2021",1523
12002,"female","18-24","2022",1605
12002,"male","18-24","2015",1238
12002,"male","18-24","2016",1437
12002,"male","18-24","2017",1397
12002,"male","18-24","2018",1442
12002,"male","18-24","2019",1545
12002,"male","18-24","2020",1396
12002,"male","18-24","2021",1382
12002,"male","18-24","2022",1565
12003,"female","18-24","2015",3419
12003,"female","18-24","2016",3756
12003,"female","18-24","2017",3717
12003,"female","18-24","2018",3824
12003,"female","18-24","2019",4903
12003,"female","18-24","2020",4540
12003,"female","18-24","2021",4426
12003,"female","18-24","2022",4697
12003,"male","18-24","2015",3306
12003,"male","18-24","2016",3701
12003,"male","18-24","2017",3615
12003,"male","18-24","2018",3592
12003,"male","18-24","2019",4834
12003,"male","18-24","2020",4470
12003,"male","18-24","2021",4309
12003,"male","18-24","2022",4669
12101,"female","18-24","2008",303
12101,"female","18-24","2009",302
12101,"female","18-24","2010",283
12101,"female","18-24","2011",296
12101,"female","18-24","2012",277
12101,"female","18-24","2013",263
12101,"female","18-24","2014",282
12101,"female","18-24","2015",3003
12101,"female","18-24","2016",3331
12101,"female","18-24","2017",3199
12101,"female","18-24","2018",3209
12101,"female","18-24","2019",3298
12101,"female","18-24","2020",3132
12101,"female","18-24","2021",3028
12101,"female","18-24","2022",3319
12101,"male","18-24","2008",303
12101,"male","18-24","2009",305
12101,"male","18-24","2010",280
12101,"male","18-24","2011",281
12101,"male","18-24","2012",280
12101,"male","18-24","2013",266
12101,"male","18-24","2014",263
12101,"male","18-24","2015",2912
12101,"male","18-24","2016",3410
12101,"male","18-24","2017",3369
12101,"male","18-24","2018",3318
12101,"male","18-24","2019",3473
12101,"male","18-24","2020",3359
12101,"male","18-24","2021",3276
12101,"male","18-24","2022",3579
12102,"female","18-24","2008",358
12102,"female","18-24","2009",385
12102,"female","18-24","2010",406
12102,"female","18-24","2011",393
12102,"female","18-24","2012",393
12102,"female","18-24","2013",406
12102,"female","18-24","2014",428
12102,"female","18-24","2015",1740
12102,"female","18-24","2016",1902
12102,"female","18-24","2017",1858
12102,"female","18-24","2018",1942
12102,"female","18-24","2019",2874
12102,"female","18-24","2020",2691
12102,"female","18-24","2021",2591
12102,"female","18-24","2022",2782
12102,"male","18-24","2008",382
12102,"male","18-24","2009",419
12102,"male","18-24","2010",413
12102,"male","18-24","2011",427
12102,"male","18-24","2012",410
12102,"male","18-24","2013",420
12102,"male","18-24","2014",425
12102,"male","18-24","2015",1818
12102,"male","18-24","2016",2069
12102,"male","18-24","2017",2100
12102,"male","18-24","2018",2097
12102,"male","18-24","2019",2997
12102,"male","18-24","2020",2815
12102,"male","18-24","2021",2757
12102,"male","18-24","2022",2997
12103,"female","18-24","2008",1551
12103,"female","18-24","2009",1525
12103,"female","18-24","2010",1450
12103,"female","18-24","2011",1369
12103,"female","18-24","2012",1277
12103,"female","18-24","2013",1385
12103,"female","18-24","2014",1343
12103,"female","18-24","2015",4553
12103,"female","18-24","2016",4920
12103,"female","18-24","2017",4869
12103,"female","18-24","2018",4846
12103,"female","18-24","2019",4916
12103,"female","18-24","2020",4667
12103,"female","18-24","2021",4404
12103,"female","18-24","2022",4692
12103,"male","18-24","2008",1522
12103,"male","18-24","2009",1526
12103,"male","18-24","2010",1448
12103,"male","18-24","2011",1394
12103,"male","18-24","2012",1280
12103,"male","18-24","2013",1324
12103,"male","18-24","2014",1261
12103,"male","18-24","2015",4420
12103,"male","18-24","2016",4993
12103,"male","18-24","2017",4919
12103,"male","18-24","2018",4925
12103,"male","18-24","2019",5253
12103,"male","18-24","2020",4906
