"SA2_NAME","3_yr_olds_preschool_attendance_2014","4_yr_olds_preschool_attendance_2014","5_yr_olds_preschool_attendance_2014","3_yr_olds_preschool_attendance_2015","4_yr_olds_preschool_attendance_2015","5_yr_olds_preschool_attendanc_2015","6_yr_olds_preschool_attendance_2015","3_yr_olds_preschool_attendance_2016","4_yr_olds_preschool_attendance_2016","5_yr_olds_preschool_attendance_2016","6_yr_olds_preschool_attendance_2016","3_yr_olds_preschool_attendance_2017","4_yr_olds_preschool_attendance_2017","5_yr_olds_preschool_attendance_2017","6_yr_olds_preschool_attendance_2017","3_yr_olds_preschool_attendance_2018","4_yr_olds_preschool_attendance_2018","5_yr_olds_preschool_attendance_2018","6_yr_olds_preschool_attendance_2018","3_yr_olds_preschool_attendance_2019","4_yr_olds_preschool_attendance_2019","5_yr_olds_preschool_attendance_2019","6_yr_olds_preschool_attendance_2019","3_yr_olds_preschool_attendance_2020","4_yr_olds_preschool_attendance_2020","5_yr_olds_preschool_attendance_2020","6_yr_olds_preschool_attendance_2020","3_yr_olds_preschool_attendance_2021","4_yr_olds_preschool_attendance_2021","5_yr_olds_preschool_attendance_2021","6_yr_olds_preschool_attendance_2021"
"Statistical area level 2 (SA2) of child",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunswick",0,209,49,0,247,58,0,0,191,50,0,0,231,50,0,0,59,29,0,0,80,19,0,0,66,29,0,0,85,14,0
"Brunswick East",0,61,19,0,71,20,0,0,65,13,0,0,76,14,0,0,30,7,0,0,21,13,0,0,30,5,0,0,25,3,0
"Brunswick West",0,114,22,0,114,36,0,0,131,30,0,0,147,21,0,0,36,10,0,0,37,12,0,0,31,7,0,0,35,14,0
"Coburg",0,332,84,0,325,65,0,0,352,77,0,0,297,74,0,0,44,16,0,0,35,17,0,0,41,6,0,0,55,18,0
"Pascoe Vale South",0,116,29,0,115,32,0,0,134,46,0,0,126,38,0,0,166,42,0,0,170,56,0,0,203,51,0,0,169,44,0
"Alphington - Fairfield",0,106,30,0,90,25,0,0,99,25,0,0,97,19,0,0,286,76,0,0,348,87,0,0,333,89,0,0,352,59,0
"Northcote",0,298,69,0,252,64,0,0,300,78,0,0,277,70,0,0,49,19,0,0,42,15,0,0,47,15,0,0,58,20,0
"Thornbury",0,215,53,0,199,69,0,0,236,34,0,0,229,62,0,0,212,80,0,0,202,84,0,0,223,76,0,0,213,92,0
"Ascot Vale",0,180,40,0,193,49,0,0,196,38,0,0,183,39,0,0,46,20,0,0,36,23,0,0,47,14,0,0,42,28,0
"Essendon - Aberfeldie",0,240,64,0,256,81,0,0,252,75,0,0,236,72,0,0,79,24,0,0,79,22,0,0,80,26,0,0,64,36,0
"Flemington",0,126,30,0,100,28,0,0,92,12,0,0,108,20,0,0,166,92,0,0,184,79,0,0,198,86,0,0,229,95,0
"Moonee Ponds",0,147,36,0,137,48,0,0,172,32,0,0,165,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carlton",0,61,19,0,71,10,0,0,79,16,0,0,97,11,0,0,144,36,0,0,171,30,0,0,181,28,0,0,163,34,0
"Docklands",0,32,10,0,47,9,0,0,49,16,0,0,78,14,0,0,57,27,0,0,66,25,0,0,81,12,0,0,67,23,0
"East Melbourne",0,12,4,0,22,3,0,0,17,6,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flemington Racecourse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,28,0,0,77,13,0,0,99,25,0,0,99,30,0
"Kensington",0,114,19,0,106,18,0,0,122,25,0,0,128,36,0,0,45,9,0,0,50,17,0,0,47,13,0,0,57,15,0
"Melbourne",0,51,9,0,84,12,0,0,89,15,0,0,93,15,0,0,25,10,0,0,35,21,0,0,43,13,0,0,46,13,0
"North Melbourne",0,130,19,0,114,23,0,0,138,21,0,0,137,14,0,0,69,42,0,0,95,28,0,0,71,32,0,0,72,44,0
"Parkville",0,23,3,0,28,5,0,0,37,3,0,0,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"South Yarra - West",0,19,7,0,24,9,0,0,26,6,0,0,30,12,0,0,96,29,0,0,84,29,0,0,63,32,0,0,108,33,0
"Southbank",0,37,12,0,55,9,0,0,65,7,0,0,65,7,0,0,104,46,0,0,99,56,0,0,133,47,0,0,111,57,0
"West Melbourne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,28,0,0,62,31,0,0,87,24,0,0,81,55,0
"Albert Park",0,142,42,0,133,47,0,0,142,25,0,0,163,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elwood",0,156,44,0,127,43,0,0,157,39,0,0,145,44,0,0,207,67,0,0,208,79,0,0,177,72,0,0,225,73,0
"Port Melbourne",0,136,35,0,114,34,0,0,162,24,0,0,180,31,0,0,128,27,0,0,106,53,0,0,112,57,0,0,120,36,0
"Port Melbourne Industrial",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,152,47,0,0,137,54,0,0,160,51,0,0,146,55,0
"South Melbourne",0,80,17,0,89,26,0,0,93,18,0,0,98,15,0,0,116,30,0,0,111,46,0,0,119,35,0,0,133,39,0
"St Kilda",0,114,28,0,99,39,0,0,136,31,0,0,124,25,0,0,288,117,0,0,274,108,0,0,291,101,0,0,315,111,0
"St Kilda East",0,146,46,0,168,42,0,0,168,46,0,0,160,41,0,0,47,21,0,0,53,17,0,0,35,19,0,0,46,17,0
"Armadale",0,65,27,0,77,28,0,0,75,24,0,0,69,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prahran - Windsor",0,110,29,0,105,28,0,0,116,28,0,0,103,34,0,0,29,12,0,0,33,15,0,0,26,8,0,0,36,14,0
"South Yarra - East",0,85,22,0,94,28,0,0,107,21,0,0,120,27,0,0,135,57,0,0,131,50,0,0,118,63,0,0,134,51,0
"Toorak",0,55,34,0,80,24,0,0,72,32,0,0,65,26,0,0,44,12,0,0,21,12,0,0,31,10,0,0,41,10,0
"Abbotsford",0,43,9,0,41,7,0,0,57,7,0,0,49,9,0,0,169,62,0,0,167,44,0,0,143,55,0,0,149,50,0
"Carlton North - Princes Hill",0,67,13,0,53,20,0,0,78,11,0,0,58,19,0,0,25,8,0,0,46,9,0,0,48,14,0,0,41,15,0
"Collingwood",0,76,23,0,73,22,0,0,68,10,0,0,72,18,0,0,183,49,0,0,180,37,0,0,167,42,0,0,181,24,0
"Fitzroy",0,99,27,0,88,16,0,0,87,22,0,0,109,16,0,0,76,12,0,0,88,14,0,0,76,19,0,0,91,19,0
"Fitzroy North",0,116,31,0,115,34,0,0,128,27,0,0,107,37,0,0,115,37,0,0,127,23,0,0,121,23,0,0,113,27,0
"Richmond (Vic.)",0,235,49,0,217,43,0,0,223,45,0,0,225,42,0,0,277,50,0,0,267,77,0,0,273,50,0,0,256,59,0
"Yarra - North",0,88,24,0,99,19,0,0,99,13,0,0,83,16,0,0,123,24,0,0,119,22,0,0,137,25,0,0,89,26,0
"Ashburton (Vic.)",0,112,30,0,97,32,0,0,105,36,0,0,111,29,0,0,96,19,0,0,94,28,0,0,99,27,0,0,86,25,0
"Balwyn",0,119,39,0,119,44,0,0,137,39,0,0,131,46,0,0,225,62,0,0,266,61,0,0,207,63,0,0,220,48,0
"Balwyn North",0,194,71,0,140,72,0,0,174,68,0,0,200,64,0,0,211,41,0,0,190,47,0,0,176,39,0,0,179,40,0
"Camberwell",0,205,72,0,189,70,0,0,183,68,0,0,205,73,0,0,186,56,0,0,203,42,0,0,181,36,0,0,191,36,0
"Glen Iris - East",0,215,68,0,177,58,0,0,159,55,0,0,183,54,0,0,248,66,0,0,238,54,0,0,232,49,0,0,212,58,0
"Hawthorn",0,166,49,0,196,61,0,0,162,60,0,0,149,49,0,0,78,14,0,0,81,21,0,0,80,14,0,0,84,12,0
"Hawthorn East",0,132,36,0,135,42,0,0,144,43,0,0,133,34,0,0,147,23,0,0,141,20,0,0,147,26,0,0,139,34,0
"Kew",0,215,62,0,184,78,0,0,210,65,0,0,202,63,0,0,41,10,0,0,36,6,0,0,50,10,0,0,54,5,0
"Kew East",0,67,25,0,70,20,0,0,75,21,0,0,70,18,0,0,85,17,0,0,102,17,0,0,85,10,0,0,79,11,0
"Surrey Hills (West) - Canterbury",0,157,50,0,132,58,0,0,138,54,0,0,113,56,0,0,20,9,0,0,19,7,0,0,22,3,0,0,22,5,0
"Bulleen",0,105,25,0,111,26,0,0,115,30,0,0,101,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doncaster",0,156,37,0,157,44,0,0,167,34,0,0,193,44,0,0,105,25,0,0,100,30,0,0,107,27,0,0,99,26,0
"Doncaster East",0,269,63,0,286,52,0,0,306,62,0,0,335,80,0,0,77,17,0,0,97,14,0,0,90,21,0,0,76,18,0
"Templestowe",0,156,35,0,137,41,0,0,141,37,0,0,145,38,0,0,123,22,0,0,128,20,0,0,117,29,0,0,104,30,0
"Templestowe Lower",0,145,36,0,126,44,0,0,145,44,0,0,134,40,0,0,24,9,0,0,24,0,0,0,27,12,0,0,28,3,0
"Blackburn",0,231,75,0,224,99,0,0,241,67,0,0,224,67,0,0,27,12,0,0,40,11,0,0,36,7,0,0,36,5,0
"Blackburn South",0,101,48,0,122,32,0,0,111,42,0,0,126,25,0,0,60,12,0,0,60,14,0,0,79,10,0,0,87,18,0
"Box Hill",0,169,52,0,143,39,0,0,181,43,0,0,185,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Box Hill North",0,215,60,0,168,65,0,0,193,52,0,0,211,39,0,0,127,24,0,0,140,32,0,0,124,20,0,0,108,33,0
"Burwood",0,73,23,0,85,23,0,0,96,22,0,0,91,19,0,0,128,46,0,0,127,41,0,0,132,36,0,0,107,31,0
"Burwood East",0,67,11,0,89,25,0,0,97,20,0,0,103,14,0,0,132,40,0,0,125,20,0,0,156,38,0,0,124,28,0
"Surrey Hills (East) - Mont Albert",0,96,42,0,107,28,0,0,104,38,0,0,82,37,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0
"Beaumaris",0,133,61,0,133,56,0,0,105,58,0,0,112,49,0,0,79,20,0,0,91,23,0,0,83,23,0,0,94,23,0
"Brighton (Vic.)",0,193,73,0,196,70,0,0,208,71,0,0,204,68,0,0,109,26,0,0,113,26,0,0,131,28,0,0,106,42,0
"Brighton East",0,162,68,0,191,62,0,0,165,48,0,0,173,54,0,0,144,33,0,0,140,40,0,0,131,40,0,0,124,40,0
"Cheltenham - Highett (West)",0,140,45,0,122,48,0,0,158,37,0,0,130,41,0,0,58,32,0,0,63,30,0,0,63,20,0,0,71,15,0
"Hampton",0,210,94,0,186,82,0,0,196,68,0,0,179,54,0,0,114,30,0,0,87,32,0,0,106,30,0,0,102,30,0
"Sandringham - Black Rock",0,168,71,0,164,52,0,0,138,68,0,0,140,51,0,0,94,24,0,0,104,37,0,0,99,26,0,0,95,33,0
"Bentleigh - McKinnon",0,232,95,0,249,52,0,0,265,83,0,0,260,68,0,0,64,28,0,0,66,24,0,0,59,12,0,0,66,24,0
"Bentleigh East",0,352,114,0,366,111,0,0,396,97,0,0,422,98,0,0,40,8,0,0,52,8,0,0,46,0,0,0,43,7,0
"Carnegie",0,157,56,0,172,57,0,0,210,52,0,0,188,38,0,0,67,10,0,0,61,10,0,0,49,19,0,0,46,18,0
"Caulfield - North",0,242,78,0,286,73,0,0,290,81,0,0,283,66,0,0,41,6,0,0,54,3,0,0,38,4,0,0,53,7,0
"Caulfield - South",0,222,72,0,178,63,0,0,226,50,0,0,209,57,0,0,57,14,0,0,55,11,0,0,60,14,0,0,59,15,0
"Elsternwick",0,142,37,0,124,45,0,0,138,35,0,0,132,37,0,0,85,17,0,0,75,30,0,0,90,21,0,0,76,17,0
"Hughesdale",0,81,23,0,102,33,0,0,103,25,0,0,90,23,0,0,220,43,0,0,183,42,0,0,221,33,0,0,186,45,0
"Murrumbeena",0,98,25,0,95,41,0,0,121,26,0,0,99,28,0,0,89,13,0,0,83,21,0,0,93,12,0,0,98,13,0
"Ormond - Glen Huntly",0,153,43,0,144,47,0,0,133,34,0,0,140,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspendale Gardens - Waterways",0,94,44,0,107,29,0,0,107,27,0,0,100,43,0,0,89,19,0,0,82,24,0,0,78,30,0,0,81,34,0
"Braeside",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,35,0,0,126,48,0,0,119,20,0,0,98,37,0
"Carrum - Patterson Lakes",0,96,44,0,105,41,0,0,131,35,0,0,125,32,0,0,128,41,0,0,191,40,0,0,132,58,0,0,156,41,0
"Chelsea - Bonbeach",0,153,53,0,147,47,0,0,159,61,0,0,186,43,0,0,158,63,0,0,192,47,0,0,185,63,0,0,170,65,0
"Chelsea Heights",0,53,29,0,59,18,0,0,71,9,0,0,57,28,0,0,154,54,0,0,188,43,0,0,159,51,0,0,138,44,0
"Cheltenham - Highett (East)",0,269,70,0,243,74,0,0,300,58,0,0,236,57,0,0,133,46,0,0,145,37,0,0,139,38,0,0,144,59,0
"Edithvale - Aspendale",0,155,68,0,174,54,0,0,158,53,0,0,145,47,0,0,109,50,0,0,136,44,0,0,139,41,0,0,104,50,0
"Mentone",0,115,33,0,108,42,0,0,138,36,0,0,140,48,0,0,178,68,0,0,176,61,0,0,163,67,0,0,164,61,0
"Moorabbin - Heatherton",0,90,36,0,95,45,0,0,117,32,0,0,115,28,0,0,59,38,0,0,74,18,0,0,53,23,0,0,48,28,0
"Moorabbin Airport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,50,0,0,129,40,0,0,132,35,0,0,103,35,0
"Mordialloc - Parkdale",0,187,87,0,238,84,0,0,193,56,0,0,219,63,0,0,91,27,0,0,106,27,0,0,91,29,0,0,103,25,0
"Malvern - Glen Iris",0,187,61,0,177,77,0,0,193,61,0,0,165,71,0,0,180,38,0,0,195,44,0,0,194,44,0,0,226,49,0
"Malvern East",0,229,68,0,177,82,0,0,207,81,0,0,196,80,0,0,146,32,0,0,131,27,0,0,141,27,0,0,148,44,0
"Bundoora - East",0,100,24,0,97,25,0,0,103,19,0,0,100,23,0,0,125,27,0,0,131,37,0,0,120,32,0,0,135,37,0
"Greensborough",0,240,80,0,226,89,0,0,245,99,0,0,247,65,0,0,160,29,0,0,130,17,0,0,131,27,0,0,136,36,0
"Heidelberg - Rosanna",0,172,53,0,156,32,0,0,219,49,0,0,171,68,0,0,167,44,0,0,196,45,0,0,177,45,0,0,213,37,0
"Heidelberg West",0,166,38,0,162,53,0,0,187,42,0,0,172,46,0,0,231,56,0,0,225,73,0,0,212,48,0,0,203,61,0
"Ivanhoe",0,113,43,0,125,21,0,0,123,28,0,0,103,30,0,0,109,39,0,0,119,28,0,0,108,35,0,0,108,25,0
"Ivanhoe East - Eaglemont",0,79,18,0,62,32,0,0,64,13,0,0,68,22,0,0,163,49,0,0,158,53,0,0,152,33,0,0,166,41,0
"Montmorency - Briar Hill",0,183,52,0,160,60,0,0,189,66,0,0,203,71,0,0,191,44,0,0,184,52,0,0,141,65,0,0,168,40,0
"Viewbank - Yallambie",0,244,53,0,210,78,0,0,230,61,0,0,232,63,0,0,79,17,0,0,74,23,0,0,78,12,0,0,93,27,0
"Watsonia",0,105,28,0,109,29,0,0,113,34,0,0,102,28,0,0,75,23,0,0,105,12,0,0,105,18,0,0,96,19,0
"Kingsbury",0,90,15,0,79,29,0,0,82,26,0,0,89,21,0,0,98,22,0,0,104,29,0,0,71,27,0,0,82,31,0
"Preston",0,344,52,0,331,92,0,0,382,77,0,0,352,92,0,0,112,50,0,0,95,37,0,0,109,47,0,0,96,35,0
"Reservoir - East",0,252,63,0,266,69,0,0,290,65,0,0,315,65,0,0,172,68,0,0,186,42,0,0,189,62,0,0,144,63,0
"Reservoir - West",0,239,64,0,242,80,0,0,301,75,0,0,282,47,0,0,156,43,0,0,149,66,0,0,137,52,0,0,151,55,0
"Eltham",0,258,99,0,234,105,0,0,278,85,0,0,232,67,0,0,161,41,0,0,168,40,0,0,149,39,0,0,158,32,0
"Hurstbridge",0,32,22,0,35,24,0,0,47,15,0,0,39,28,0,0,182,54,0,0,185,46,0,0,167,66,0,0,163,47,0
"Kinglake",0,42,20,0,52,13,0,0,46,6,0,0,40,21,0,0,146,49,0,0,124,55,0,0,144,51,0,0,107,49,0
"Panton Hill - St Andrews",0,40,19,0,43,18,0,0,31,17,0,0,29,15,0,0,270,68,0,0,227,55,0,0,251,60,0,0,236,77,0
"Plenty - Yarrambat",0,87,34,0,106,31,0,0,110,26,0,0,80,37,0,0,196,32,0,0,199,45,0,0,177,45,0,0,175,46,0
"Research - North Warrandyte",0,66,19,0,57,37,0,0,92,16,0,0,72,40,0,0,255,70,0,0,239,64,0,0,233,60,0,0,242,54,0
"Wattle Glen - Diamond Creek",0,123,69,0,132,50,0,0,153,50,0,0,159,49,0,0,194,49,0,0,207,64,0,0,194,54,0,0,177,54,0
"Bundoora - North",0,73,10,0,57,14,0,0,74,20,0,0,69,6,0,0,119,32,0,0,134,21,0,0,113,33,0,0,116,31,0
"Bundoora - West",0,47,11,0,49,14,0,0,51,8,0,0,70,9,0,0,86,27,0,0,65,23,0,0,70,14,0,0,59,15,0
"Epping",0,524,105,0,588,118,0,0,727,134,0,0,708,177,0,0,103,13,0,0,107,21,0,0,95,15,0,0,89,24,0
"Lalor",0,222,57,0,285,59,0,0,309,50,0,0,264,58,0,0,141,28,0,0,118,37,0,0,118,27,0,0,111,28,0
"Mill Park - North",0,157,43,0,163,39,0,0,166,35,0,0,182,33,0,0,173,37,0,0,221,44,0,0,176,55,0,0,180,53,0
"Mill Park - South",0,107,28,0,108,27,0,0,121,28,0,0,138,32,0,0,170,41,0,0,160,38,0,0,169,47,0,0,170,44,0
"South Morang",0,946,276,0,991,275,0,0,1120,277,0,0,1213,311,0,0,75,31,0,0,110,20,0,0,81,25,0,0,76,27,0
"Thomastown",0,181,51,0,210,39,0,0,205,47,0,0,209,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wallan",0,216,91,0,197,72,0,0,262,75,0,0,231,95,0,0,91,26,0,0,110,40,0,0,92,33,0,0,122,31,0
"Whittlesea",0,108,42,0,68,44,0,0,117,24,0,0,92,27,0,0,144,51,0,0,171,52,0,0,169,57,0,0,159,73,0
"Airport West",0,83,15,0,59,19,0,0,100,28,0,0,78,13,0,0,53,20,0,0,72,24,0,0,57,24,0,0,62,20,0
"Essendon Airport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,83,0,0,209,80,0,0,267,82,0,0,238,81,0
"Keilor",0,80,25,0,78,21,0,0,96,19,0,0,80,18,0,0,157,56,0,0,150,49,0,0,141,51,0,0,144,42,0
"Keilor East",0,202,81,0,226,86,0,0,286,67,0,0,266,75,0,0,136,42,0,0,127,42,0,0,143,34,0,0,106,27,0
"Niddrie - Essendon West",0,64,16,0,84,30,0,0,73,28,0,0,70,20,0,0,91,29,0,0,94,22,0,0,111,20,0,0,117,28,0
"Strathmore",0,107,28,0,81,51,0,0,116,40,0,0,86,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gisborne",0,153,70,0,139,60,0,0,175,70,0,0,177,60,0,0,201,68,0,0,216,62,0,0,189,58,0,0,186,61,0
"Macedon",0,43,14,0,37,10,0,0,39,19,0,0,36,7,0,0,157,70,0,0,146,65,0,0,137,61,0,0,160,50,0
"Riddells Creek",0,51,6,0,36,16,0,0,55,11,0,0,40,14,0,0,202,59,0,0,165,69,0,0,166,56,0,0,185,52,0
"Romsey",0,74,33,0,79,38,0,0,90,32,0,0,95,48,0,0,92,27,0,0,108,18,0,0,103,20,0,0,92,30,0
"Coburg North",0,72,14,0,89,17,0,0,95,22,0,0,107,27,0,0,220,81,0,0,241,69,0,0,252,58,0,0,240,66,0
"Fawkner",0,185,40,0,184,24,0,0,198,36,0,0,204,38,0,0,175,47,0,0,185,44,0,0,178,44,0,0,170,51,0
"Glenroy - Hadfield",0,316,78,0,356,96,0,0,353,81,0,0,413,86,0,0,198,31,0,0,162,49,0,0,167,35,0,0,156,35,0
"Pascoe Vale",0,266,50,0,278,42,0,0,255,63,0,0,296,42,0,0,119,38,0,0,127,42,0,0,117,23,0,0,109,29,0
"Sunbury",0,150,45,0,131,35,0,0,159,35,0,0,172,46,0,0,54,10,0,0,57,20,0,0,52,17,0,0,62,19,0
"Sunbury - South",0,315,98,0,296,109,0,0,377,85,0,0,328,104,0,0,194,64,0,0,211,76,0,0,183,60,0,0,193,56,0
"Broadmeadows",0,175,36,0,187,35,0,0,191,34,0,0,192,46,0,0,225,51,0,0,242,65,0,0,201,57,0,0,224,50,0
"Campbellfield - Coolaroo",0,194,47,0,185,49,0,0,247,38,0,0,227,35,0,0,110,31,0,0,95,45,0,0,133,23,0,0,104,28,0
"Craigieburn - Mickleham",0,736,146,0,818,167,0,0,990,173,0,0,982,219,0,0,60,10,0,0,84,16,0,0,55,21,0,0,59,12,0
"Gladstone Park - Westmeadows",0,183,35,0,157,42,0,0,194,32,0,0,195,44,0,0,241,48,0,0,237,51,0,0,218,52,0,0,264,55,0
"Greenvale - Bulla",0,127,26,0,116,30,0,0,155,35,0,0,191,36,0,0,258,39,0,0,258,57,0,0,262,62,0,0,242,57,0
"Meadow Heights",0,245,50,0,184,50,0,0,199,34,0,0,228,47,0,0,176,38,0,0,191,38,0,0,188,37,0,0,187,35,0
"Melbourne Airport",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,30,0,0,140,28,0,0,135,38,0,0,139,40,0
"Roxburgh Park - Somerton",0,333,83,0,350,75,0,0,341,75,0,0,319,78,0,0,251,81,0,0,219,70,0,0,226,72,0,0,266,86,0
"Tullamarine",0,52,14,0,54,12,0,0,65,12,0,0,82,11,0,0,30,11,0,0,37,12,0,0,31,10,0,0,33,9,0
"Bayswater",0,128,28,0,131,35,0,0,131,34,0,0,151,34,0,0,27,12,0,0,45,16,0,0,42,11,0,0,42,12,0
"Boronia - The Basin",0,277,88,0,259,83,0,0,325,82,0,0,274,74,0,0,41,12,0,0,31,13,0,0,33,14,0,0,38,13,0
"Ferntree Gully",0,305,89,0,295,89,0,0,319,82,0,0,332,82,0,0,75,21,0,0,92,26,0,0,100,19,0,0,83,33,0
"Knoxfield - Scoresby",0,152,50,0,141,38,0,0,151,37,0,0,177,44,0,0,70,23,0,0,61,25,0,0,59,26,0,0,56,25,0
"Lysterfield",0,63,22,0,64,14,0,0,76,19,0,0,54,18,0,0,157,65,0,0,143,58,0,0,144,41,0,0,149,50,0
"Rowville - Central",0,145,35,0,150,56,0,0,147,37,0,0,168,41,0,0,72,10,0,0,61,15,0,0,59,10,0,0,61,19,0
"Rowville - North",0,121,36,0,96,28,0,0,97,27,0,0,92,24,0,0,46,15,0,0,53,10,0,0,62,8,0,0,65,5,0
"Rowville - South",0,126,33,0,98,38,0,0,104,21,0,0,82,37,0,0,305,51,0,0,293,58,0,0,269,41,0,0,279,48,0
"Wantirna",0,153,40,0,134,45,0,0,146,29,0,0,148,37,0,0,141,36,0,0,155,30,0,0,156,36,0,0,172,43,0
"Wantirna South",0,154,25,0,158,39,0,0,151,45,0,0,155,30,0,0,134,26,0,0,130,30,0,0,140,33,0,0,102,30,0
"Donvale - Park Orchards",0,128,53,0,137,52,0,0,140,56,0,0,161,48,0,0,188,60,0,0,209,40,0,0,179,51,0,0,200,50,0
"Warrandyte - Wonga Park",0,71,39,0,74,32,0,0,84,41,0,0,76,21,0,0,267,71,0,0,300,73,0,0,311,78,0,0,325,115,0
"Bayswater North",0,114,44,0,113,57,0,0,121,58,0,0,149,38,0,0,69,20,0,0,64,18,0,0,73,21,0,0,89,37,0
"Croydon",0,365,141,0,351,133,0,0,371,142,0,0,386,120,0,0,446,117,0,0,418,99,0,0,373,73,0,0,358,116,0
"Croydon Hills - Warranwood",0,139,74,0,189,91,0,0,181,66,0,0,203,92,0,0,177,47,0,0,145,31,0,0,171,28,0,0,158,39,0
"Ringwood",0,183,64,0,177,68,0,0,222,57,0,0,203,74,0,0,88,21,0,0,104,34,0,0,96,14,0,0,75,23,0
"Ringwood East",0,212,76,0,218,97,0,0,220,73,0,0,263,82,0,0,243,39,0,0,243,43,0,0,234,57,0,0,218,37,0
"Ringwood North",0,90,46,0,88,30,0,0,92,44,0,0,145,31,0,0,376,84,0,0,391,98,0,0,358,89,0,0,371,79,0
"Forest Hill",0,102,30,0,111,28,0,0,114,25,0,0,130,31,0,0,169,46,0,0,181,36,0,0,190,36,0,0,160,37,0
"Mitcham (Vic.)",0,193,63,0,174,49,0,0,206,54,0,0,221,58,0,0,137,45,0,0,144,33,0,0,144,30,0,0,128,31,0
"Nunawading",0,123,48,0,124,37,0,0,133,40,0,0,149,36,0,0,294,34,0,0,325,62,0,0,409,82,0,0,481,101,0
"Vermont",0,93,45,0,140,29,0,0,117,38,0,0,145,31,0,0,78,15,0,0,88,24,0,0,82,27,0,0,95,26,0
"Vermont South",0,92,29,0,93,24,0,0,111,16,0,0,107,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belgrave - Selby",0,89,55,0,99,57,0,0,103,41,0,0,92,52,0,0,63,19,0,0,81,23,0,0,76,24,0,0,79,27,0
"Chirnside Park",0,84,34,0,71,36,0,0,83,43,0,0,101,40,0,0,280,82,0,0,236,79,0,0,287,64,0,0,263,82,0
"Healesville - Yarra Glen",0,152,45,0,115,66,0,0,167,55,0,0,158,49,0,0,81,20,0,0,89,22,0,0,63,22,0,0,80,19,0
"Kilsyth",0,97,23,0,98,29,0,0,83,43,0,0,100,29,0,0,100,25,0,0,90,14,0,0,97,15,0,0,79,20,0
"Lilydale - Coldstream",0,205,86,0,187,74,0,0,209,84,0,0,191,79,0,0,168,55,0,0,218,70,0,0,198,51,0,0,194,55,0
"Monbulk - Silvan",0,38,23,0,55,19,0,0,50,23,0,0,45,24,0,0,52,10,0,0,29,7,0,0,42,10,0,0,39,13,0
"Montrose",0,76,34,0,64,40,0,0,71,29,0,0,81,25,0,0,48,11,0,0,26,12,0,0,54,10,0,0,34,14,0
"Mooroolbark",0,246,89,0,229,100,0,0,248,90,0,0,225,104,0,0,106,38,0,0,101,48,0,0,117,35,0,0,113,53,0
"Mount Dandenong - Olinda",0,91,41,0,66,43,0,0,97,38,0,0,93,46,0,0,93,24,0,0,102,18,0,0,106,21,0,0,85,29,0
"Mount Evelyn",0,102,40,0,122,46,0,0,115,43,0,0,124,39,0,0,212,40,0,0,207,48,0,0,193,47,0,0,194,38,0
"Upwey - Tecoma",0,98,23,0,112,31,0,0,109,32,0,0,85,40,0,0,271,65,0,0,298,65,0,0,280,59,0,0,277,66,0
"Wandin - Seville",0,69,37,0,83,35,0,0,77,35,0,0,83,32,0,0,270,51,0,0,273,69,0,0,299,68,0,0,301,52,0
"Yarra Valley",0,134,54,0,155,71,0,0,173,60,0,0,167,58,0,0,22,6,0,0,30,5,0,0,24,3,0,0,31,10,0
"Beaconsfield - Officer",0,90,55,0,127,61,0,0,190,59,0,0,189,84,0,0,71,10,0,0,73,13,0,0,91,21,0,0,89,23,0
"Bunyip - Garfield",0,70,34,0,60,49,0,0,83,36,0,0,77,40,0,0,127,27,0,0,137,30,0,0,127,42,0,0,130,29,0
"Emerald - Cockatoo",0,172,73,0,207,85,0,0,202,90,0,0,199,75,0,0,394,92,0,0,327,79,0,0,378,71,0,0,352,115,0
"Koo Wee Rup",0,84,25,0,62,43,0,0,72,27,0,0,90,31,0,0,175,37,0,0,164,40,0,0,164,33,0,0,153,23,0
