"POSTCODE","POSTCODE","PHN_CODE_2017","PHN_NAME_2017","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"2446","2446","PHN108","Hunter New England and Central Coast","2.7e-6","Good","Good",1
"2446","2446","PHN109","North Coast","0.9999973","Good","Good",0
"2447","2447","PHN109","North Coast","1","Good","Good",0
"2448","2448","PHN109","North Coast","1","Good","Good",0
"2449","2449","PHN109","North Coast","1","Good","Good",0
"2450","2450","PHN109","North Coast","1","Good","Good",0
"2452","2452","PHN109","North Coast","1","Good","Good",0
"2453","2453","PHN108","Hunter New England and Central Coast","0.0542402","Good","Good",0
"2453","2453","PHN109","North Coast","0.9457598","Good","Good",0
"2454","2454","PHN109","North Coast","1","Good","Good",0
"2455","2455","PHN109","North Coast","1","Good","Good",0
"2456","2456","PHN109","North Coast","1","Good","Good",0
"2460","2460","PHN108","Hunter New England and Central Coast","3e-7","Good","Good",1
"2460","2460","PHN109","North Coast","0.9999997","Good","Good",0
"2462","2462","PHN109","North Coast","1","Good","Good",0
"2463","2463","PHN109","North Coast","1","Good","Good",0
"2464","2464","PHN109","North Coast","1","Good","Good",0
"2465","2465","PHN109","North Coast","1","Good","Good",0
"2466","2466","PHN109","North Coast","1","Good","Good",0
"2469","2469","PHN108","Hunter New England and Central Coast","0.1626673","Good","Good",0
"2469","2469","PHN109","North Coast","0.8373327","Good","Good",0
"2470","2470","PHN109","North Coast","1","Good","Good",0
"2471","2471","PHN109","North Coast","1","Good","Good",0
"2472","2472","PHN109","North Coast","1","Good","Good",0
"2473","2473","PHN109","North Coast","1","Good","Good",0
"2474","2474","PHN109","North Coast","1","Good","Good",0
"2475","2475","PHN109","North Coast","1","Good","Good",0
"2476","2476","PHN108","Hunter New England and Central Coast","0.2748366","Good","Good",0
"2476","2476","PHN109","North Coast","0.7251634","Good","Good",0
"2477","2477","PHN109","North Coast","1","Good","Good",0
"2478","2478","PHN109","North Coast","1","Good","Good",0
"2479","2479","PHN109","North Coast","1","Good","Good",0
"2480","2480","PHN109","North Coast","1","Good","Good",0
"2481","2481","PHN109","North Coast","1","Good","Good",0
"2482","2482","PHN109","North Coast","1","Good","Good",0
"2483","2483","PHN109","North Coast","1","Good","Good",0
"2484","2484","PHN109","North Coast","1","Good","Good",0
"2485","2485","PHN109","North Coast","1","Good","Good",0
"2486","2486","PHN109","North Coast","1","Good","Good",0
"2487","2487","PHN109","North Coast","1","Good","Good",0
"2488","2488","PHN109","North Coast","1","Good","Good",0
"2489","2489","PHN109","North Coast","1","Good","Good",0
"2490","2490","PHN109","North Coast","1","Good","Good",0
"2500","2500","PHN106","South Eastern NSW","1","Good","Good",0
"2502","2502","PHN106","South Eastern NSW","1","Good","Good",0
"2505","2505","PHN106","South Eastern NSW","1","Good","Good",0
"2506","2506","PHN106","South Eastern NSW","1","Good","Good",0
"2508","2508","PHN101","Central and Eastern Sydney","1.1e-6","Good","Good",1
"2508","2508","PHN105","South Western Sydney","0.0018272","Good","Good",1
"2508","2508","PHN106","South Eastern NSW","0.9981718","Good","Good",0
"2515","2515","PHN106","South Eastern NSW","1","Good","Good",0
"2516","2516","PHN106","South Eastern NSW","1","Good","Good",0
"2517","2517","PHN106","South Eastern NSW","1","Good","Good",0
"2518","2518","PHN106","South Eastern NSW","1","Good","Good",0
"2519","2519","PHN106","South Eastern NSW","1","Good","Good",0
"2525","2525","PHN106","South Eastern NSW","1","Good","Good",0
"2526","2526","PHN106","South Eastern NSW","1","Good","Good",0
"2527","2527","PHN106","South Eastern NSW","1","Good","Good",0
"2528","2528","","","0.0006661","Poor","Good",4
"2528","2528","PHN106","South Eastern NSW","0.9993339","Good","Good",0
"2529","2529","PHN106","South Eastern NSW","1","Good","Good",0
"2530","2530","PHN106","South Eastern NSW","1","Good","Good",0
"2533","2533","PHN106","South Eastern NSW","1","Good","Good",0
"2534","2534","PHN106","South Eastern NSW","1","Good","Good",0
"2535","2535","PHN106","South Eastern NSW","1","Good","Good",0
"2536","2536","PHN106","South Eastern NSW","1","Good","Good",0
"2537","2537","PHN106","South Eastern NSW","1","Good","Good",0
"2538","2538","PHN106","South Eastern NSW","1","Good","Good",0
"2539","2539","PHN106","South Eastern NSW","1","Good","Good",0
"2540","2540","PHN106","South Eastern NSW","1","Good","Good",0
"2541","2541","PHN106","South Eastern NSW","1","Good","Good",0
"2545","2545","PHN106","South Eastern NSW","1","Good","Good",0
"2546","2546","PHN106","South Eastern NSW","1","Good","Good",0
"2548","2548","PHN106","South Eastern NSW","1","Good","Good",0
"2549","2549","PHN106","South Eastern NSW","1","Good","Good",0
"2550","2550","PHN106","South Eastern NSW","1","Good","Good",0
"2551","2551","PHN106","South Eastern NSW","1","Good","Good",0
"2555","2555","PHN104","Nepean Blue Mountains","0.0568492","Good","Good",0
"2555","2555","PHN105","South Western Sydney","0.9431508","Good","Good",0
"2556","2556","PHN105","South Western Sydney","1","Good","Good",0
"2557","2557","PHN105","South Western Sydney","1","Good","Good",0
"2558","2558","PHN105","South Western Sydney","1","Good","Good",0
"2559","2559","PHN105","South Western Sydney","1","Good","Good",0
"2560","2560","PHN105","South Western Sydney","0.9999979","Good","Good",0
"2560","2560","PHN106","South Eastern NSW","2.1e-6","Good","Good",1
"2563","2563","PHN105","South Western Sydney","1","Good","Good",0
"2564","2564","PHN105","South Western Sydney","1","Good","Good",0
"2565","2565","PHN105","South Western Sydney","1","Good","Good",0
"2566","2566","PHN105","South Western Sydney","1","Good","Good",0
"2567","2567","PHN105","South Western Sydney","1","Good","Good",0
"2568","2568","PHN105","South Western Sydney","1","Good","Good",0
"2569","2569","PHN105","South Western Sydney","1","Good","Good",0
"2570","2570","PHN105","South Western Sydney","1","Good","Good",0
"2571","2571","PHN105","South Western Sydney","1","Good","Good",0
"2572","2572","PHN105","South Western Sydney","1","Good","Good",0
"2573","2573","PHN105","South Western Sydney","1","Good","Good",0
"2574","2574","PHN105","South Western Sydney","0.9999975","Good","Good",0
"2574","2574","PHN106","South Eastern NSW","2.5e-6","Good","Good",1
"2575","2575","PHN105","South Western Sydney","1","Good","Good",0
"2576","2576","PHN105","South Western Sydney","1","Good","Good",0
"2577","2577","PHN105","South Western Sydney","0.9100852","Good","Good",0
"2577","2577","PHN106","South Eastern NSW","0.0899148","Good","Good",0
"2578","2578","PHN105","South Western Sydney","1","Good","Good",0
"2579","2579","PHN105","South Western Sydney","0.4361127","Good","Good",0
"2579","2579","PHN106","South Eastern NSW","0.5638873","Good","Good",0
"2580","2580","PHN105","South Western Sydney","0.0001387","Good","Good",1
"2580","2580","PHN106","South Eastern NSW","0.9989385","Good","Good",0
"2580","2580","PHN107","Western NSW","0.0009227","Good","Good",1
"2581","2581","PHN106","South Eastern NSW","1","Good","Good",0
"2582","2582","PHN106","South Eastern NSW","0.9933599","Good","Good",0
"2582","2582","PHN110","Murrumbidgee","0.0066401","Good","Good",1
"2583","2583","PHN106","South Eastern NSW","0.9819066","Good","Good",0
"2583","2583","PHN110","Murrumbidgee","0.0180934","Good","Good",0
"2584","2584","PHN106","South Eastern NSW","1","Good","Good",0
"2585","2585","PHN110","Murrumbidgee","1","Good","Good",0
"2586","2586","PHN110","Murrumbidgee","1","Good","Good",0
"2587","2587","PHN110","Murrumbidgee","1","Good","Good",0
"2588","2588","PHN110","Murrumbidgee","1","Good","Good",0
"2590","2590","PHN110","Murrumbidgee","1","Good","Good",0
"2594","2594","PHN107","Western NSW","0.0018208","Good","Good",1
"2594","2594","PHN110","Murrumbidgee","0.9981792","Good","Good",0
"2600","2600","PHN801","Australian Capital Territory","1","Good","Good",0
"2601","2601","PHN801","Australian Capital Territory","1","Good","Good",0
"2602","2602","PHN801","Australian Capital Territory","1","Good","Good",0
"2603","2603","PHN801","Australian Capital Territory","1","Good","Good",0
"2604","2604","PHN801","Australian Capital Territory","1","Good","Good",0
"2605","2605","PHN801","Australian Capital Territory","1","Good","Good",0
"2606","2606","PHN801","Australian Capital Territory","1","Good","Good",0
"2607","2607","PHN801","Australian Capital Territory","1","Good","Good",0
"2609","2609","PHN801","Australian Capital Territory","1","Good","Good",0
"2611","2611","PHN106","South Eastern NSW","0.0007721","Good","Good",1
"2611","2611","PHN110","Murrumbidgee","0.0006631","Good","Good",1
"2611","2611","PHN801","Australian Capital Territory","0.9985649","Good","Good",0
"2612","2612","PHN801","Australian Capital Territory","1","Good","Good",0
"2614","2614","PHN801","Australian Capital Territory","1","Good","Good",0
"2615","2615","PHN801","Australian Capital Territory","1","Good","Good",0
"2617","2617","PHN801","Australian Capital Territory","1","Good","Good",0
"2618","2618","PHN106","South Eastern NSW","0.7771195","Good","Good",0
"2618","2618","PHN801","Australian Capital Territory","0.2228805","Good","Good",0
"2619","2619","PHN106","South Eastern NSW","1","Good","Good",0
"2620","2620","PHN106","South Eastern NSW","0.9812335","Good","Good",0
"2620","2620","PHN801","Australian Capital Territory","0.0187665","Good","Good",0
"2621","2621","PHN106","South Eastern NSW","1","Good","Good",0
"2622","2622","PHN106","South Eastern NSW","1","Good","Good",0
"2623","2623","PHN106","South Eastern NSW","1","Good","Good",0
"2624","2624","PHN106","South Eastern NSW","0.9999876","Good","Good",0
"2624","2624","PHN110","Murrumbidgee","1.24e-5","Good","Good",1
"2625","2625","PHN106","South Eastern NSW","1","Good","Good",0
"2626","2626","PHN106","South Eastern NSW","1","Good","Good",0
"2627","2627","PHN106","South Eastern NSW","0.9997299","Good","Good",0
"2627","2627","PHN110","Murrumbidgee","1.5e-6","Good","Good",1
"2627","2627","PHN205","Murray","0.0002686","Good","Good",1
"2628","2628","PHN106","South Eastern NSW","1","Good","Good",0
"2629","2629","PHN106","South Eastern NSW","0.9707976","Good","Good",0
"2629","2629","PHN110","Murrumbidgee","0.0292024","Good","Good",0
"2630","2630","PHN106","South Eastern NSW","1","Good","Good",0
"2631","2631","PHN106","South Eastern NSW","1","Good","Good",0
"2632","2632","PHN106","South Eastern NSW","1","Good","Good",0
"2633","2633","PHN106","South Eastern NSW","1","Good","Good",0
"2640","2640","PHN110","Murrumbidgee","0.0099193","Good","Good",1
"2640","2640","PHN205","Murray","0.9900807","Good","Good",0
"2641","2641","PHN205","Murray","1","Good","Good",0
"2642","2642","PHN110","Murrumbidgee","1","Good","Good",0
"2643","2643","PHN110","Murrumbidgee","1","Good","Good",0
"2644","2644","PHN110","Murrumbidgee","1","Good","Good",0
"2645","2645","PHN110","Murrumbidgee","1","Good","Good",0
"2646","2646","PHN110","Murrumbidgee","1","Good","Good",0
"2647","2647","PHN110","Murrumbidgee","1","Good","Good",0
"2648","2648","PHN107","Western NSW","1","Good","Good",0
"2649","2649","PHN110","Murrumbidgee","1","Good","Good",0
"2650","2650","PHN110","Murrumbidgee","1","Good","Good",0
"2651","2651","PHN110","Murrumbidgee","1","Good","Good",0
"2652","2652","PHN110","Murrumbidgee","1","Good","Good",0
"2653","2653","PHN110","Murrumbidgee","1","Good","Good",0
"2655","2655","PHN110","Murrumbidgee","1","Good","Good",0
"2656","2656","PHN110","Murrumbidgee","1","Good","Good",0
"2658","2658","PHN110","Murrumbidgee","1","Good","Good",0
"2659","2659","PHN110","Murrumbidgee","1","Good","Good",0
"2660","2660","PHN110","Murrumbidgee","1","Good","Good",0
"2661","2661","PHN110","Murrumbidgee","1","Good","Good",0
"2663","2663","PHN110","Murrumbidgee","1","Good","Good",0
"2665","2665","PHN110","Murrumbidgee","1","Good","Good",0
"2666","2666","PHN110","Murrumbidgee","1","Good","Good",0
"2668","2668","PHN110","Murrumbidgee","1","Good","Good",0
"2669","2669","PHN110","Murrumbidgee","1","Good","Good",0
"2671","2671","PHN107","Western NSW","0.0206038","Good","Good",0
"2671","2671","PHN110","Murrumbidgee","0.9793962","Good","Good",0
"2672","2672","PHN107","Western NSW","0.0376092","Good","Good",0
"2672","2672","PHN110","Murrumbidgee","0.9623908","Good","Good",0
"2675","2675","PHN110","Murrumbidgee","1","Good","Good",0
"2678","2678","PHN110","Murrumbidgee","1","Good","Good",0
"2680","2680","PHN110","Murrumbidgee","1","Good","Good",0
"2681","2681","PHN110","Murrumbidgee","1","Good","Good",0
"2700","2700","PHN110","Murrumbidgee","1","Good","Good",0
"2701","2701","PHN110","Murrumbidgee","1","Good","Good",0
"2702","2702","PHN110","Murrumbidgee","1","Good","Good",0
"2703","2703","PHN110","Murrumbidgee","1","Good","Good",0
"2705","2705","PHN110","Murrumbidgee","1","Good","Good",0
"2706","2706","PHN110","Murrumbidgee","1","Good","Good",0
"2707","2707","PHN110","Murrumbidgee","1","Good","Good",0
"2710","2710","PHN110","Murrumbidgee","1","Good","Good",0
"2711","2711","PHN107","Western NSW","0.0190933","Good","Good",0
"2711","2711","PHN110","Murrumbidgee","0.9809067","Good","Good",0
"2712","2712","PHN110","Murrumbidgee","1","Good","Good",0
"2713","2713","PHN110","Murrumbidgee","1","Good","Good",0
"2714","2714","PHN110","Murrumbidgee","1","Good","Good",0
"2715","2715","PHN107","Western NSW","0.9607701","Good","Good",0
"2715","2715","PHN110","Murrumbidgee","0.0392299","Good","Good",0
"2716","2716","PHN110","Murrumbidgee","1","Good","Good",0
"2717","2717","PHN107","Western NSW","1","Good","Good",0
"2720","2720","PHN110","Murrumbidgee","1","Good","Good",0
"2721","2721","PHN107","Western NSW","0.6761624","Good","Good",0
"2721","2721","PHN110","Murrumbidgee","0.3238376","Good","Good",0
"2722","2722","PHN110","Murrumbidgee","1","Good","Good",0
"2725","2725","PHN110","Murrumbidgee","1","Good","Good",0
"2726","2726","PHN110","Murrumbidgee","1","Good","Good",0
"2727","2727","PHN110","Murrumbidgee","1","Good","Good",0
"2729","2729","PHN110","Murrumbidgee","1","Good","Good",0
"2730","2730","PHN110","Murrumbidgee","1","Good","Good",0
