"SA1_CODE_2021","SA1_NAME_2021","Region","Region_Nam","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"12102157911","","J","Eastern NSW","1","Good","Good",3
"12102157912","","J","Eastern NSW","1","Good","Good",3
"12102157913","","J","Eastern NSW","1","Good","Good",3
"12102157914","","J","Eastern NSW","1","Good","Good",3
"12102157916","","J","Eastern NSW","1","Good","Good",3
"12102157917","","J","Eastern NSW","1","Good","Good",3
"12102157918","","J","Eastern NSW","1","Good","Good",3
"12102157919","","J","Eastern NSW","1","Good","Good",3
"12102157920","","J","Eastern NSW","1","Good","Good",3
"12102157921","","J","Eastern NSW","1","Good","Good",3
"12102157922","","J","Eastern NSW","1","Good","Good",3
"12102157923","","J","Eastern NSW","1","Good","Good",3
"12102157924","","J","Eastern NSW","1","Good","Good",3
"12102157925","","J","Eastern NSW","1","Good","Good",3
"12102157926","","J","Eastern NSW","1","Good","Good",3
"12102157927","","J","Eastern NSW","1","Good","Good",3
"12103140701","","J","Eastern NSW","1","Good","Good",3
"12103140702","","J","Eastern NSW","1","Good","Good",3
"12103140703","","J","Eastern NSW","1","Good","Good",3
"12103140704","","J","Eastern NSW","1","Good","Good",3
"12103140705","","J","Eastern NSW","1","Good","Good",3
"12103140706","","J","Eastern NSW","1","Good","Good",3
"12103140707","","J","Eastern NSW","1","Good","Good",3
"12103140708","","J","Eastern NSW","1","Good","Good",3
"12103140709","","J","Eastern NSW","1","Good","Good",3
"12103140710","","J","Eastern NSW","1","Good","Good",3
"12103140711","","J","Eastern NSW","1","Good","Good",3
"12103140712","","J","Eastern NSW","1","Good","Good",3
"12103140713","","J","Eastern NSW","1","Good","Good",3
"12103140714","","J","Eastern NSW","1","Good","Good",3
"12103140716","","J","Eastern NSW","1","Good","Good",3
"12103140718","","J","Eastern NSW","1","Good","Good",3
"12103140719","","J","Eastern NSW","1","Good","Good",3
"12103140720","","J","Eastern NSW","1","Good","Good",3
"12103140721","","J","Eastern NSW","1","Good","Good",3
"12103140722","","J","Eastern NSW","1","Good","Good",3
"12103140723","","J","Eastern NSW","1","Good","Good",3
"12103140724","","J","Eastern NSW","1","Good","Good",3
"12103140725","","J","Eastern NSW","1","Good","Good",3
"12103140726","","J","Eastern NSW","1","Good","Good",3
"12103140727","","J","Eastern NSW","1","Good","Good",3
"12103140728","","J","Eastern NSW","1","Good","Good",3
"12103140729","","J","Eastern NSW","1","Good","Good",3
"12103140730","","J","Eastern NSW","1","Good","Good",3
"12103140731","","J","Eastern NSW","1","Good","Good",3
"12103140732","","J","Eastern NSW","1","Good","Good",3
"12103140733","","J","Eastern NSW","1","Good","Good",3
"12103140734","","J","Eastern NSW","1","Good","Good",3
"12103140735","","J","Eastern NSW","1","Good","Good",3
"12103140736","","J","Eastern NSW","1","Good","Good",3
"12103140737","","J","Eastern NSW","1","Good","Good",3
"12103140738","","J","Eastern NSW","1","Good","Good",3
"12103140739","","J","Eastern NSW","1","Good","Good",3
"12103140742","","J","Eastern NSW","1","Good","Good",3
"12103140743","","J","Eastern NSW","1","Good","Good",3
"12103140744","","J","Eastern NSW","1","Good","Good",3
"12103140745","","J","Eastern NSW","1","Good","Good",3
"12103140746","","J","Eastern NSW","1","Good","Good",3
"12103140747","","J","Eastern NSW","1","Good","Good",3
"12103140748","","J","Eastern NSW","1","Good","Good",3
"12103140750","","J","Eastern NSW","1","Good","Good",3
"12103140751","","J","Eastern NSW","1","Good","Good",3
"12103140752","","J","Eastern NSW","1","Good","Good",3
"12103140754","","J","Eastern NSW","1","Good","Good",3
"12103140755","","J","Eastern NSW","1","Good","Good",3
"12103140756","","J","Eastern NSW","1","Good","Good",3
"12103140757","","J","Eastern NSW","1","Good","Good",3
"12103140758","","J","Eastern NSW","1","Good","Good",3
"12103140759","","J","Eastern NSW","1","Good","Good",3
"12103140760","","J","Eastern NSW","1","Good","Good",3
"12103140801","","J","Eastern NSW","1","Good","Good",3
"12103140802","","J","Eastern NSW","1","Good","Good",3
"12103140803","","J","Eastern NSW","1","Good","Good",3
"12103140804","","J","Eastern NSW","1","Good","Good",3
"12103140805","","J","Eastern NSW","1","Good","Good",3
"12103140806","","J","Eastern NSW","1","Good","Good",3
"12103140807","","J","Eastern NSW","1","Good","Good",3
"12103140808","","J","Eastern NSW","1","Good","Good",3
"12103140809","","J","Eastern NSW","1","Good","Good",3
"12103140810","","J","Eastern NSW","1","Good","Good",3
"12103140811","","J","Eastern NSW","1","Good","Good",3
"12103140812","","J","Eastern NSW","1","Good","Good",3
"12103140813","","J","Eastern NSW","1","Good","Good",3
"12103140814","","J","Eastern NSW","1","Good","Good",3
"12103140815","","J","Eastern NSW","1","Good","Good",3
"12103140816","","J","Eastern NSW","1","Good","Good",3
"12103140817","","J","Eastern NSW","1","Good","Good",3
"12103140818","","J","Eastern NSW","1","Good","Good",3
"12103140819","","J","Eastern NSW","1","Good","Good",3
"12103140820","","J","Eastern NSW","1","Good","Good",3
"12103140821","","J","Eastern NSW","1","Good","Good",3
"12103140822","","J","Eastern NSW","1","Good","Good",3
"12103140823","","J","Eastern NSW","1","Good","Good",3
"12103140824","","J","Eastern NSW","1","Good","Good",3
"12103140825","","J","Eastern NSW","1","Good","Good",3
"12103140826","","J","Eastern NSW","1","Good","Good",3
"12103140827","","J","Eastern NSW","1","Good","Good",3
"12103140829","","J","Eastern NSW","1","Good","Good",3
"12103140830","","J","Eastern NSW","1","Good","Good",3
"12103140832","","J","Eastern NSW","1","Good","Good",3
"12103140833","","J","Eastern NSW","1","Good","Good",3
"12103140834","","J","Eastern NSW","1","Good","Good",3
"12103140835","","J","Eastern NSW","1","Good","Good",3
"12103140836","","J","Eastern NSW","1","Good","Good",3
"12103140838","","J","Eastern NSW","1","Good","Good",3
"12103140839","","J","Eastern NSW","1","Good","Good",3
"12103140840","","J","Eastern NSW","1","Good","Good",3
"12103140841","","J","Eastern NSW","1","Good","Good",3
"12103140842","","J","Eastern NSW","1","Good","Good",3
"12103140843","","J","Eastern NSW","1","Good","Good",3
"12103140844","","J","Eastern NSW","1","Good","Good",3
"12103140845","","J","Eastern NSW","1","Good","Good",3
"12103140846","","J","Eastern NSW","1","Good","Good",3
"12103140847","","J","Eastern NSW","1","Good","Good",3
"12103140848","","J","Eastern NSW","1","Good","Good",3
"12103140850","","J","Eastern NSW","1","Good","Good",3
"12103140851","","J","Eastern NSW","1","Good","Good",3
"12103140852","","J","Eastern NSW","1","Good","Good",3
"12103140854","","J","Eastern NSW","1","Good","Good",3
"12103140856","","J","Eastern NSW","1","Good","Good",3
"12103140857","","J","Eastern NSW","1","Good","Good",3
"12103140858","","J","Eastern NSW","1","Good","Good",3
"12103140859","","J","Eastern NSW","1","Good","Good",3
"12103140860","","J","Eastern NSW","1","Good","Good",3
"12103140861","","J","Eastern NSW","1","Good","Good",3
"12103140862","","J","Eastern NSW","1","Good","Good",3
"12103140863","","J","Eastern NSW","1","Good","Good",3
"12103140864","","J","Eastern NSW","1","Good","Good",3
"12103140865","","J","Eastern NSW","1","Good","Good",3
"12103140866","","J","Eastern NSW","1","Good","Good",3
"12103140867","","J","Eastern NSW","1","Good","Good",3
"12103140901","","J","Eastern NSW","1","Good","Good",3
"12103140902","","J","Eastern NSW","1","Good","Good",3
"12103140903","","J","Eastern NSW","1","Good","Good",3
"12103140904","","J","Eastern NSW","1","Good","Good",3
"12103140905","","J","Eastern NSW","1","Good","Good",3
"12103140906","","J","Eastern NSW","1","Good","Good",3
"12103140907","","J","Eastern NSW","1","Good","Good",3
"12103140908","","J","Eastern NSW","1","Good","Good",3
"12103140909","","J","Eastern NSW","1","Good","Good",3
"12103140910","","J","Eastern NSW","1","Good","Good",3
"12103140911","","J","Eastern NSW","1","Good","Good",3
"12103140912","","J","Eastern NSW","1","Good","Good",3
"12103140913","","J","Eastern NSW","1","Good","Good",3
"12103140914","","J","Eastern NSW","1","Good","Good",3
"12103140915","","J","Eastern NSW","1","Good","Good",3
"12103140916","","J","Eastern NSW","1","Good","Good",3
"12103140917","","J","Eastern NSW","1","Good","Good",3
"12103140918","","J","Eastern NSW","1","Good","Good",3
"12103140919","","J","Eastern NSW","1","Good","Good",3
"12103140921","","J","Eastern NSW","1","Good","Good",3
"12103140922","","J","Eastern NSW","1","Good","Good",3
"12103140923","","J","Eastern NSW","1","Good","Good",3
"12103140926","","J","Eastern NSW","1","Good","Good",3
"12103140927","","J","Eastern NSW","1","Good","Good",3
"12103140928","","J","Eastern NSW","1","Good","Good",3
"12103140929","","J","Eastern NSW","1","Good","Good",3
"12103140930","","J","Eastern NSW","1","Good","Good",3
"12103140931","","J","Eastern NSW","1","Good","Good",3
"12103140932","","J","Eastern NSW","1","Good","Good",3
"12103140933","","J","Eastern NSW","1","Good","Good",3
"12103140934","","J","Eastern NSW","1","Good","Good",3
"12103140935","","J","Eastern NSW","1","Good","Good",3
"12103140936","","J","Eastern NSW","1","Good","Good",3
"12103140937","","J","Eastern NSW","1","Good","Good",3
"12103140938","","J","Eastern NSW","1","Good","Good",3
"12103140939","","J","Eastern NSW","1","Good","Good",3
"12103140940","","J","Eastern NSW","1","Good","Good",3
"12103140941","","J","Eastern NSW","1","Good","Good",3
"12103140942","","J","Eastern NSW","1","Good","Good",3
"12103140945","","J","Eastern NSW","1","Good","Good",3
"12103140946","","J","Eastern NSW","1","Good","Good",3
"12103140947","","J","Eastern NSW","1","Good","Good",3
"12103140948","","J","Eastern NSW","1","Good","Good",3
"12103141002","","J","Eastern NSW","1","Good","Good",3
"12103141003","","J","Eastern NSW","1","Good","Good",3
"12103141004","","J","Eastern NSW","1","Good","Good",3
"12103141005","","J","Eastern NSW","1","Good","Good",3
"12103141006","","J","Eastern NSW","1","Good","Good",3
"12103141007","","J","Eastern NSW","1","Good","Good",3
"12103141008","","J","Eastern NSW","1","Good","Good",3
"12103141009","","J","Eastern NSW","1","Good","Good",3
"12103141010","","J","Eastern NSW","1","Good","Good",3
"12103141012","","J","Eastern NSW","1","Good","Good",3
"12103141013","","J","Eastern NSW","1","Good","Good",3
"12103141014","","J","Eastern NSW","1","Good","Good",3
"12103141015","","J","Eastern NSW","1","Good","Good",3
"12103141016","","J","Eastern NSW","1","Good","Good",3
"12103141018","","J","Eastern NSW","1","Good","Good",3
"12103141019","","J","Eastern NSW","1","Good","Good",3
"12103141020","","J","Eastern NSW","1","Good","Good",3
"12103141021","","J","Eastern NSW","1","Good","Good",3
"12103141022","","J","Eastern NSW","1","Good","Good",3
"12103141023","","J","Eastern NSW","1","Good","Good",3
"12103141024","","J","Eastern NSW","1","Good","Good",3
"12103141025","","J","Eastern NSW","1","Good","Good",3
"12103141026","","J","Eastern NSW","1","Good","Good",3
"12103141027","","J","Eastern NSW","1","Good","Good",3
"12103141028","","J","Eastern NSW","1","Good","Good",3
"12103141029","","J","Eastern NSW","1","Good","Good",3
"12103141030","","J","Eastern NSW","1","Good","Good",3
"12103141031","","J","Eastern NSW","1","Good","Good",3
"12103141032","","J","Eastern NSW","1","Good","Good",3
"12103141033","","J","Eastern NSW","1","Good","Good",3
"12103141035","","J","Eastern NSW","1","Good","Good",3
"12103141037","","J","Eastern NSW","1","Good","Good",3
"12103141038","","J","Eastern NSW","1","Good","Good",3
"12103141039","","J","Eastern NSW","1","Good","Good",3
"12103141040","","J","Eastern NSW","1","Good","Good",3
"12103141041","","J","Eastern NSW","1","Good","Good",3
"12103141042","","J","Eastern NSW","1","Good","Good",3
"12103141044","","J","Eastern NSW","1","Good","Good",3
"12103141045","","J","Eastern NSW","1","Good","Good",3
"12103141046","","J","Eastern NSW","1","Good","Good",3
"12103141047","","J","Eastern NSW","1","Good","Good",3
"12103141048","","J","Eastern NSW","1","Good","Good",3
"12103141049","","J","Eastern NSW","1","Good","Good",3
"12103141050","","J","Eastern NSW","1","Good","Good",3
"12103141051","","J","Eastern NSW","1","Good","Good",3
"12103141053","","J","Eastern NSW","1","Good","Good",3
"12103141054","","J","Eastern NSW","1","Good","Good",3
"12103141055","","J","Eastern NSW","1","Good","Good",3
"12103141056","","J","Eastern NSW","1","Good","Good",3
"12103141057","","J","Eastern NSW","1","Good","Good",3
"12103141058","","J","Eastern NSW","1","Good","Good",3
"12103141101","","J","Eastern NSW","1","Good","Good",3
"12103141102","","J","Eastern NSW","1","Good","Good",3
"12103141103","","J","Eastern NSW","1","Good","Good",3
"12103141104","","J","Eastern NSW","1","Good","Good",3
"12103141105","","J","Eastern NSW","1","Good","Good",3
"12103141106","","J","Eastern NSW","1","Good","Good",3
"12103141107","","J","Eastern NSW","1","Good","Good",3
"12103141108","","J","Eastern NSW","1","Good","Good",3
"12103141109","","J","Eastern NSW","1","Good","Good",3
"12103141110","","J","Eastern NSW","1","Good","Good",3
"12103141111","","J","Eastern NSW","1","Good","Good",3
"12103141112","","J","Eastern NSW","1","Good","Good",3
"12103141113","","J","Eastern NSW","1","Good","Good",3
"12103141116","","J","Eastern NSW","1","Good","Good",3
"12103141118","","J","Eastern NSW","1","Good","Good",3
"12103141119","","J","Eastern NSW","1","Good","Good",3
"12103141120","","J","Eastern NSW","1","Good","Good",3
"12103141121","","J","Eastern NSW","1","Good","Good",3
"12103141122","","J","Eastern NSW","1","Good","Good",3
"12103141123","","J","Eastern NSW","1","Good","Good",3
"12103141124","","J","Eastern NSW","1","Good","Good",3
"12103141125","","J","Eastern NSW","1","Good","Good",3
"12103141126","","J","Eastern NSW","1","Good","Good",3
"12103141127","","J","Eastern NSW","1","Good","Good",3
"12103141128","","J","Eastern NSW","1","Good","Good",3
"12103141129","","J","Eastern NSW","1","Good","Good",3
"12103141130","","J","Eastern NSW","1","Good","Good",3
"12103141131","","J","Eastern NSW","1","Good","Good",3
"12103141132","","J","Eastern NSW","1","Good","Good",3
"12103141133","","J","Eastern NSW","1","Good","Good",3
"12103141135","","J","Eastern NSW","1","Good","Good",3
"12103141136","","J","Eastern NSW","1","Good","Good",3
"12103141137","","J","Eastern NSW","1","Good","Good",3
"12103141138","","J","Eastern NSW","1","Good","Good",3
"12103141139","","J","Eastern NSW","1","Good","Good",3
"12103141140","","J","Eastern NSW","1","Good","Good",3
"12103141141","","J","Eastern NSW","1","Good","Good",3
"12103141142","","J","Eastern NSW","1","Good","Good",3
"12103141143","","J","Eastern NSW","1","Good","Good",3
"12103141144","","J","Eastern NSW","1","Good","Good",3
"12103141145","","J","Eastern NSW","1","Good","Good",3
"12103141146","","J","Eastern NSW","1","Good","Good",3
"12103141147","","J","Eastern NSW","1","Good","Good",3
"12103141148","","J","Eastern NSW","1","Good","Good",3
"12103141149","","J","Eastern NSW","1","Good","Good",3
"12103141150","","J","Eastern NSW","1","Good","Good",3
"12103141151","","J","Eastern NSW","1","Good","Good",3
"12103141152","","J","Eastern NSW","1","Good","Good",3
"12103141153","","J","Eastern NSW","1","Good","Good",3
"12103141201","","J","Eastern NSW","1","Good","Good",3
"12103141202","","J","Eastern NSW","1","Good","Good",3
"12103141203","","J","Eastern NSW","1","Good","Good",3
"12103141204","","J","Eastern NSW","1","Good","Good",3
"12103141205","","J","Eastern NSW","1","Good","Good",3
"12103141206","","J","Eastern NSW","1","Good","Good",3
"12103141207","","J","Eastern NSW","1","Good","Good",3
"12103141208","","J","Eastern NSW","1","Good","Good",3
"12103141209","","J","Eastern NSW","1","Good","Good",3
"12103141210","","J","Eastern NSW","1","Good","Good",3
"12103141211","","J","Eastern NSW","1","Good","Good",3
"12103141212","","J","Eastern NSW","1","Good","Good",3
"12103141214","","J","Eastern NSW","1","Good","Good",3
"12103141215","","J","Eastern NSW","1","Good","Good",3
"12103141217","","J","Eastern NSW","1","Good","Good",3
"12103141218","","J","Eastern NSW","1","Good","Good",3
