LOCALITY_PID_2021,LOCALITY_NAME_2021,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW1164,CULLIVEL,113031271,Wagga Wagga Surrounds,1,Good,Good,0
NSW1165,CULMARAN CREEK,112021245,Casino Surrounds,1,Good,Good,0
NSW1166,CUMBALUM,112011237,Ballina Surrounds,1,Good,Good,0
NSW1167,CUMBANDRY,103031074,Mudgee Surrounds - West,1,Good,Good,0
NSW1168,CUMBERLAND REACH,115031299,Bilpin - Colo - St Albans,1,Good,Good,0
NSW117,AVONSIDE,101031016,Jindabyne - Berridale,1,Good,Good,0
NSW1170,CUMBO,103031074,Mudgee Surrounds - West,1,Good,Good,0
NSW1171,CUMBORAH,105011096,Walgett - Lightning Ridge,1,Good,Good,0
NSW1172,CUMNOCK,103041079,Orange Surrounds,1,Good,Good,0
NSW1173,CUNDLE FLAT,108051170,Taree Surrounds,1,Good,Good,0
NSW1174,CUNDLETOWN,108051169,Taree,0.9959747,Good,Good,0
NSW1174,CUNDLETOWN,108051170,Taree Surrounds,0.0040253,Good,Good,1
NSW1175,CUNDUMBUL,105031106,Wellington,1,Good,Good,0
NSW1176,CUNJURONG POINT,114011283,Ulladulla Surrounds,1,Good,Good,0
NSW1177,CUNNINYEUK,109031183,Deniliquin Surrounds,1,Good,Good,0
NSW1178,CURBAN,105031104,Gilgandra,1,Good,Good,0
NSW1179,CURL CURL,122031429,Freshwater - Brookvale,1,Good,Good,0
NSW118,AWABA,111021219,Toronto - Awaba,1,Good,Good,0
NSW1180,CURLEW WATERS,103021062,Condobolin,1,Good,Good,0
NSW1181,CURLEWIS,110041200,Gunnedah Surrounds,1,Acceptable,Good,0
NSW1182,CURLWAA,109021178,Wentworth - Buronga,1,Good,Good,0
NSW1183,CURRA CREEK,105031106,Wellington,1,Good,Good,0
NSW1184,CURRABUBULA,110041201,Quirindi,0.9934603,Good,Good,0
NSW1184,CURRABUBULA,110041205,Tamworth Surrounds,0.0065397,Good,Good,1
NSW1185,CURRAGH,103011060,Bathurst Surrounds,1,Good,Good,0
NSW1186,CURRAMORE,107031140,Kiama Hinterland - Gerringong,1,Good,Good,0
NSW1187,CURRANS HILL,123011698,Currans Hill,1,Acceptable,Good,0
NSW1188,CURRARONG,114011273,Callala Bay - Currarong,1,Good,Good,0
NSW1189,CURRAWANG,101021611,Queanbeyan Surrounds,6.08E-05,Good,Good,1
NSW1189,CURRAWANG,101051540,Goulburn Surrounds,0.9999392,Good,Good,0
NSW119,AYLMERTON,114021285,Hill Top - Colo Vale,0.0995275,Good,Good,0
NSW119,AYLMERTON,114021286,Mittagong,0.9004725,Good,Good,0
NSW1190,CURRAWARNA,113031271,Wagga Wagga Surrounds,1,Good,Good,0
NSW1191,CURRICABARK,108051167,Gloucester,1,Good,Good,0
NSW1192,CURROWAN,101041024,Eurobodalla Hinterland,1,Good,Good,0
NSW1193,CUTTABRI,110031198,Narrabri Surrounds,1,Good,Good,0
NSW1194,CUTTAGEE,101041027,Narooma - Bermagui,1,Good,Good,0
NSW1195,DABEE,103031073,Mudgee Surrounds - East,1,Good,Good,0
NSW1196,DACEYVILLE,117011323,Pagewood - Hillsdale - Daceyville,1,Good,Good,0
NSW1197,DAIRY FLAT,112021247,Kyogle,1,Good,Good,0
NSW1198,DAIRYMANS PLAINS,101031015,Cooma Surrounds,1,Good,Good,0
NSW1199,DALEYS POINT,102011029,Box Head - MacMasters Beach,1,Good,Good,0
NSW12,ABERNETHY,106011109,Cessnock Surrounds,1,Good,Good,0
NSW120,BAAN BAA,110031198,Narrabri Surrounds,1,Good,Good,0
NSW1200,DALGETY,101031016,Jindabyne - Berridale,1,Good,Good,0
NSW1201,DALMENY,101041027,Narooma - Bermagui,1,Good,Good,0
NSW1202,DALMORTON,104011081,Grafton Surrounds,1,Good,Good,0
NSW1203,DALSWINTON,106041127,Muswellbrook Surrounds,1,Good,Good,0
NSW1204,DALTON,101061542,Yass Surrounds,1,Good,Good,0
NSW1205,DALWOOD,106011107,Branxton - Greta - Pokolbin,1,Good,Good,0
NSW1206,DALWOOD,112011237,Ballina Surrounds,1,Good,Good,0
NSW1207,DANDALOO,105031105,Narromine,1,Good,Good,0
NSW1208,DANDRY,105031099,Coonabarabran,1,Good,Good,0
NSW1209,DANGAR ISLAND,121021404,Berowra - Brooklyn - Cowan,1,Good,Good,0
NSW121,BABINDA,105011095,Nyngan - Warren,1,Good,Good,0
NSW1210,DANGARSLEIGH,110011188,Armidale Surrounds - South,1,Good,Good,0
NSW1211,DANGELONG,101031015,Cooma Surrounds,1,Good,Good,0
NSW1212,DAPTO,107011131,Dapto - Avondale,1,Good,Good,0
NSW1213,DARAWANK,108011153,Forster-Tuncurry Surrounds,1,Good,Good,0
NSW1214,DARBALARA,113031264,Gundagai,1,Good,Good,0
NSW1215,DARBYS FALLS,103021064,Cowra Surrounds,1,Acceptable,Good,0
NSW1217,DARGAN,103031071,Lithgow Surrounds,1,Good,Good,0
NSW1218,DARK CORNER,103031071,Lithgow Surrounds,1,Good,Good,0
NSW1219,DARKES FOREST,107041147,Helensburgh,1,Good,Good,0
NSW122,BABYL CREEK,112021247,Kyogle,1,Good,Good,0
NSW1220,DARKWOOD,104021083,Bellingen,1,Good,Good,0
NSW1221,DARLING POINT,118011650,Double Bay - Darling Point,1,Acceptable,Good,0
NSW1222,DARLINGHURST,117031329,Darlinghurst,1,Good,Good,0
NSW1223,DARLINGTON,117031638,Camperdown - Darlington,1,Poor,Good,0
NSW1224,DARLINGTON,106011112,Singleton,1,Good,Good,0
NSW1225,DARLINGTON POINT,113011257,Griffith Surrounds,1,Good,Good,0
NSW1226,DARLOW,113021262,Tumut Surrounds,1,Good,Good,0
NSW1227,DAROOBALGIE,103021065,Forbes,0.8788225,Good,Good,0
NSW1227,DAROOBALGIE,103021067,Parkes (NSW),0.1211775,Good,Good,0
NSW1228,DARTBROOK,106041129,Scone Surrounds,1,Good,Good,0
NSW1229,DARUKA,110041205,Tamworth Surrounds,1,Good,Good,0
NSW123,BACK CREEK,110021193,Inverell Surrounds - West,1,Good,Good,0
NSW1230,DAVIDSON,122031696,Frenchs Forest - Oxford Falls,1,Good,Good,0
NSW1231,DAVIS CREEK,106041129,Scone Surrounds,1,Good,Good,0
NSW1232,DAVISTOWN,102011038,Saratoga - Davistown,1,Good,Good,0
NSW1233,DAWES POINT,117031644,Sydney (North) - Millers Point,1,Poor,Good,0
NSW1234,DAYSDALE,109031181,Corowa Surrounds,1,Good,Good,0
NSW1235,DEAN PARK,116031314,Glendenning - Dean Park,1,Good,Good,0
NSW1236,DEAUVILLE,108041162,Laurieton - Bonny Hills,1,Good,Good,0
NSW1237,DEBENHAM,108041165,Port Macquarie Surrounds,1,Good,Good,0
NSW1238,DEE WHY,122031693,Collaroy - Collaroy Plateau,0.0310992,Good,Good,0
NSW1238,DEE WHY,122031694,Dee Why (South) - North Curl Curl,0.2071542,Poor,Good,0
NSW1238,DEE WHY,122031695,Dee Why - North,0.7617466,Acceptable,Good,0
NSW1239,DEEP CREEK,104011081,Grafton Surrounds,1,Good,Good,0
NSW124,BACK CREEK,112031252,Murwillumbah Surrounds,1,Good,Good,0
NSW1240,DEEP CREEK,112021245,Casino Surrounds,1,Good,Good,0
NSW1241,DEEP CREEK,108021156,Kempsey Surrounds,1,Good,Good,0
NSW1242,DEEPWATER,110021190,Glen Innes,0.8702478,Good,Good,0
NSW1242,DEEPWATER,110021194,Tenterfield,0.1297522,Good,Good,0
NSW1243,DEER VALE,104021087,Dorrigo,1,Good,Good,0
NSW1244,DELEGATE,101031013,Bombala,1,Good,Good,0
NSW1246,DELUNGRA,110021193,Inverell Surrounds - West,1,Good,Good,0
NSW1247,DENHAM COURT,123021703,Denham Court - Bardia,0.9999989,Good,Good,0
NSW1247,DENHAM COURT,123021705,Ingleburn,1.10E-06,Good,Good,1
NSW1248,DENHAMS BEACH,101041018,Batemans Bay - South,1,Good,Good,0
NSW1249,DENILIQUIN,109031182,Deniliquin,0.9460852,Good,Good,0
NSW1249,DENILIQUIN,109031183,Deniliquin Surrounds,0.0539148,Good,Good,0
NSW125,BACK CREEK,103021069,West Wyalong,1,Good,Good,0
NSW1250,DENISTONE,126021722,Denistone,0.9978007,Good,Good,0
NSW1250,DENISTONE,126021723,Eastwood,0.0021993,Good,Good,1
NSW1251,DENISTONE EAST,126021722,Denistone,1,Good,Good,0
NSW1252,DENISTONE WEST,126021722,Denistone,1,Good,Good,0
NSW1253,DENMAN,106041127,Muswellbrook Surrounds,1,Good,Good,0
NSW1254,DEPOT BEACH,101041024,Eurobodalla Hinterland,1,Good,Good,0
NSW1255,DERRIWONG,103021062,Condobolin,1,Good,Good,0
NSW1256,DEUA,101041022,Deua - Wadbilliga,1,Poor,Good,0
NSW1257,DEUA RIVER VALLEY,101041022,Deua - Wadbilliga,0.0002269,Poor,Good,1
NSW1257,DEUA RIVER VALLEY,101041024,Eurobodalla Hinterland,0.9997731,Good,Good,0
NSW1258,DEVILS HOLE,101041020,Bega-Eden Hinterland,1,Good,Good,0
NSW1259,DEWITT,108051167,Gloucester,1,Good,Good,0
NSW126,BACK CREEK,101021007,Braidwood,1,Good,Good,0
NSW1260,DHARRUK,116031313,Bidwill - Hebersham - Emerton,1,Good,Good,0
NSW1261,DHURAGOON,109031183,Deniliquin Surrounds,1,Good,Good,0
NSW1262,DIAMOND BEACH,108051168,Old Bar - Manning Point - Red Head,1,Good,Good,0
NSW1263,DIAMOND HEAD,108041162,Laurieton - Bonny Hills,1,Good,Good,0
NSW1264,DIEHARD,110021190,Glen Innes,1,Good,Good,0
NSW1265,DIGGERS CAMP,104011081,Grafton Surrounds,1,Good,Good,0
NSW1266,DIGNAMS CREEK,101041020,Bega-Eden Hinterland,0.9997534,Good,Good,0
NSW1266,DIGNAMS CREEK,101041022,Deua - Wadbilliga,0.0002466,Poor,Good,1
NSW1267,DILKOON,104011081,Grafton Surrounds,1,Good,Good,0
NSW1269,DILPURRA,109031183,Deniliquin Surrounds,1,Good,Good,0
NSW127,BACK FOREST,114011272,Berry - Kangaroo Valley,1,Good,Good,0
NSW1270,DINGO FOREST,108051170,Taree Surrounds,1,Good,Good,0
NSW1271,DINOGA,110021193,Inverell Surrounds - West,1,Good,Good,0
NSW1272,DIRNASEER,113031265,Junee,1,Good,Good,0
NSW1273,DIRTY CREEK,104011081,Grafton Surrounds,0.1471251,Good,Good,0
NSW1273,DIRTY CREEK,104021091,Woolgoolga - Arrawarra,0.8528749,Good,Good,0
NSW1274,DOBIES BIGHT,112021245,Casino Surrounds,1,Good,Good,0
NSW1275,DOCTOR GEORGE MOUNTAIN,101041019,Bega - Tathra,1,Good,Good,0
NSW1276,DOCTORS GAP,103031070,Lithgow,1,Good,Good,0
NSW1277,DOG ROCKS,103011061,Oberon,1,Good,Good,0
NSW1278,DOLANS BAY,128011603,Caringbah South,0.2890339,Good,Good,0
NSW1278,DOLANS BAY,128011605,Lilli Pilli - Port Hacking - Dolans Bay,0.7109661,Acceptable,Good,0
NSW1279,DOLLS POINT,119041382,Sans Souci - Ramsgate,1,Good,Good,0
NSW128,BACKMEDE,112021245,Casino Surrounds,1,Good,Good,0
NSW1280,DOLLYS FLAT,108051170,Taree Surrounds,1,Good,Good,0
NSW1281,DOLPHIN POINT,114011282,Ulladulla,1,Good,Good,0
NSW1282,DOMBARTON,107011132,Horsley - Kembla Grange,1,Good,Good,0
NSW1283,DONALD CREEK,110011187,Armidale Surrounds - North,1,Good,Good,0
NSW1284,DONDINGALONG,108021155,Kempsey,0.6009395,Good,Good,0
NSW1284,DONDINGALONG,108021156,Kempsey Surrounds,0.3990338,Good,Good,0
NSW1284,DONDINGALONG,108041165,Port Macquarie Surrounds,2.67E-05,Good,Good,1
NSW1285,DONNELLYVILLE,108021159,Nambucca Heads Surrounds,1,Good,Good,0
NSW1286,DOON DOON,112031252,Murwillumbah Surrounds,1,Good,Good,0
NSW1287,DOONBAH,112011241,Evans Head,1,Good,Good,0
NSW1288,DOONSIDE,116011306,Doonside - Woodcroft,0.99223,Good,Good,0
NSW1288,DOONSIDE,116011561,Blacktown - West,0.00777,Poor,Good,1
NSW1289,DOORALONG,102021049,Jilliby - Yarramalong,1,Good,Good,0
NSW129,BACKWATER,110011187,Armidale Surrounds - North,1,Good,Good,0
NSW1290,DORA CREEK,111021218,Morisset - Cooranbong,1,Good,Good,0
NSW1291,DORRIGO,104021087,Dorrigo,1,Good,Good,0
NSW1292,DORRIGO MOUNTAIN,104021083,Bellingen,0.0604237,Good,Good,0
NSW1292,DORRIGO MOUNTAIN,104021087,Dorrigo,0.9395763,Good,Good,0
NSW1293,DORROUGHBY,112021249,Lismore Surrounds,1,Good,Good,0
NSW1294,DOUBLE BAY,118011649,Bellevue Hill,0.2393501,Acceptable,Good,0
NSW1294,DOUBLE BAY,118011650,Double Bay - Darling Point,0.7606499,Acceptable,Good,0
NSW1295,DOUBTFUL CREEK,112021245,Casino Surrounds,0.0346956,Good,Good,0
NSW1295,DOUBTFUL CREEK,112021247,Kyogle,0.9653044,Good,Good,0
NSW1296,DOUGLAS PARK,123031446,Douglas Park - Appin,1,Good,Good,0
NSW1297,DOVER HEIGHTS,118011344,Dover Heights,1,Poor,Good,0
NSW1298,DOWNSIDE,113031268,Wagga Wagga - North,7.65E-05,Good,Good,1
NSW1298,DOWNSIDE,113031271,Wagga Wagga Surrounds,0.9999235,Good,Good,0
NSW1299,DOYALSON,102021045,Blue Haven - San Remo,0.9820037,Good,Good,0
NSW1299,DOYALSON,102021050,Lake Munmorah - Mannering Park,0.0179963,Good,Good,0
NSW13,ABINGTON,110011188,Armidale Surrounds - South,1,Good,Good,0
NSW130,BADGERYS CREEK,124031463,Mulgoa - Luddenham - Orchard Hills,0.0568492,Poor,Good,0
NSW130,BADGERYS CREEK,127011505,Austral - Greendale,0.9429805,Good,Good,0
NSW130,BADGERYS CREEK,127011592,Badgerys Creek,0.0001704,Poor,Good,1
NSW1300,DOYALSON NORTH,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
NSW1301,DOYLES CREEK,106011113,Singleton Surrounds,1,Good,Good,0
NSW1302,DOYLES RIVER,108041165,Port Macquarie Surrounds,0.2857143,Good,Good,0
NSW1302,DOYLES RIVER,110011189,Walcha,0.7142857,Good,Good,0
NSW1303,DRAKE,110021194,Tenterfield,1,Good,Good,0
NSW1304,DRAKE VILLAGE,110021194,Tenterfield,1,Good,Good,0
NSW1305,DRILDOOL,110031198,Narrabri Surrounds,1,Good,Good,0
NSW1306,DRIPSTONE,105031106,Wellington,1,Good,Good,0
NSW1307,DRUMMOYNE,120011385,Drummoyne - Rodd Point,1,Good,Good,0
NSW1308,DRY CREEK,106041129,Scone Surrounds,1,Good,Good,0
NSW1309,DRY PLAIN,101031015,Cooma Surrounds,1,Good,Good,0
NSW131,BADJA,101031015,Cooma Surrounds,1,Good,Good,0
NSW1310,DUBBO,105031100,Dubbo - East,0.2436674,Poor,Good,0
NSW1310,DUBBO,105031101,Dubbo - South,0.451226,Poor,Good,0
NSW1310,DUBBO,105031102,Dubbo - West,0.2377407,Poor,Good,0
NSW1310,DUBBO,105031103,Dubbo Surrounds,0.0673659,Poor,Good,0
NSW1311,DUCK CREEK,112021245,Casino Surrounds,1,Good,Good,0
NSW1312,DUCKENFIELD,106021618,Thornton - Millers Forest,1,Good,Good,0
NSW1313,DUCKMALOI,103011061,Oberon,1,Good,Good,0
NSW1314,DUDLEY,111011208,Charlestown - Dudley,1,Good,Good,0
NSW1315,DUFFYS FOREST,122031432,Terrey Hills - Duffys Forest,1,Good,Good,0
NSW1316,DULGUIGAN,112031252,Murwillumbah Surrounds,1,Good,Good,0
NSW1317,DULWICH HILL,117021637,Marrickville - South,0.0058992,Poor,Good,1
NSW1317,DULWICH HILL,120031394,Dulwich Hill - Lewisham,0.9941008,Good,Good,0
NSW1318,DUM DUM,112031252,Murwillumbah Surrounds,1,Good,Good,0
NSW1319,DUMARESQ,110011187,Armidale Surrounds - North,1,Good,Good,0
NSW132,BAERAMI,106041127,Muswellbrook Surrounds,1,Good,Good,0
NSW1320,DUMARESQ ISLAND,108051169,Taree,1,Good,Good,0
NSW1321,DUMBUDGERY,104011081,Grafton Surrounds,1,Good,Good,0
NSW1322,DUNBIBLE,112031252,Murwillumbah Surrounds,1,Good,Good,0
NSW1323,DUNBOGAN,108041162,Laurieton - Bonny Hills,1,Good,Good,0
NSW1324,DUNCANS CREEK,110041205,Tamworth Surrounds,1,Good,Good,0
NSW1325,DUNDAS,125021477,Ermington - Rydalmere,0.838298,Good,Good,0
NSW1325,DUNDAS,125021478,Oatlands - Dundas Valley,0.161702,Good,Good,0
NSW1326,DUNDAS VALLEY,125021478,Oatlands - Dundas Valley,0.9977724,Good,Good,0
NSW1326,DUNDAS VALLEY,125021711,Carlingford - East,0.0022276,Poor,Good,1
NSW1327,DUNDEE,110021190,Glen Innes,1,Good,Good,0
NSW1329,DUNDURRABIN,104021087,Dorrigo,1,Good,Good,0
NSW133,BAERAMI CREEK,106041127,Muswellbrook Surrounds,1,Good,Good,0
NSW1330,DUNEDOO,103031074,Mudgee Surrounds - West,1,Good,Good,0
NSW1331,DUNGARUBBA,112021249,Lismore Surrounds,1,Good,Good,0
NSW1333,DUNGAY,112031252,Murwillumbah Surrounds,1,Good,Good,0
NSW1334,DUNGEREE,103031073,Mudgee Surrounds - East,1,Good,Good,0
NSW1335,DUNGOG,106011110,Dungog,1,Good,Good,0
NSW1336,DUNGOWAN,110041205,Tamworth Surrounds,1,Good,Good,0
NSW1337,DUNKELD,103011060,Bathurst Surrounds,0.5922227,Good,Good,0
NSW1337,DUNKELD,103011613,Bathurst - West,0.4077773,Good,Good,0
NSW1338,DUNMORE,107031141,Shellharbour - Flinders,1,Good,Good,0
NSW1339,DUNOLLY,106011112,Singleton,1,Good,Good,0
NSW134,BAGNOO,108041165,Port Macquarie Surrounds,1,Good,Good,0
NSW1340,DUNOON,112021249,Lismore Surrounds,1,Good,Good,0
NSW1341,DUNS CREEK,106031123,Seaham - Woodville,1,Good,Good,0
NSW1342,DUNVILLE LOOP,103031071,Lithgow Surrounds,1,Good,Good,0
NSW1343,DURAL,106011113,Singleton Surrounds,1,Good,Good,0
NSW1344,DURAL,115021297,Dural - Kenthurst - Wisemans Ferry,1,Good,Good,0
NSW1345,DURAMANA,103011060,Bathurst Surrounds,1,Good,Good,0
NSW1346,DURANBAH,112031250,Kingscliff - Fingal Head,0.0411191,Good,Good,0
NSW1346,DURANBAH,112031252,Murwillumbah Surrounds,4.20E-05,Good,Good,1
NSW1346,DURANBAH,112031253,Pottsville,0.9588389,Good,Good,0
NSW1347,DURI,110041205,Tamworth Surrounds,1,Good,Good,0
NSW1348,DUROBY,112031254,Tweed Heads,1,Good,Good,0
NSW1349,DURRAN DURRA,101021007,Braidwood,1,Good,Good,0
NSW135,BAGO,108041165,Port Macquarie Surrounds,1,Good,Good,0
NSW1350,DURRAS NORTH,101041024,Eurobodalla Hinterland,1,Good,Good,0
NSW1352,DURREN DURREN,102021049,Jilliby - Yarramalong,1,Good,Good,0
NSW1353,DUVAL,110011187,Armidale Surrounds - North,1,Good,Good,0
NSW1354,DYERS CROSSING,108051170,Taree Surrounds,1,Good,Good,0
NSW1355,DYRAABA,112021245,Casino Surrounds,1,Good,Good,0
NSW1356,DYRRING,106011113,Singleton Surrounds,1,Good,Good,0
NSW1357,EAGLE VALE,123021438,Claymore - Eagle Vale - Raby,1,Good,Good,0
NSW1358,EAGLETON,106031122,Raymond Terrace,1,Good,Good,0
NSW1359,EARLWOOD,119021661,Canterbury - South,0.0046525,Poor,Good,1
NSW1359,EARLWOOD,119021662,Earlwood,0.9953475,Good,Good,0
NSW136,BAGOTVILLE,112011237,Ballina Surrounds,1,Good,Good,0
NSW1360,EAST ALBURY,109011172,Albury - East,1,Good,Good,0
NSW1361,EAST BALLINA,112011236,Ballina,0.961979,Good,Good,0
NSW1361,EAST BALLINA,112011242,Lennox Head - Skennars Head,0.038021,Good,Good,0
NSW1363,EAST BRANXTON,106011107,Branxton - Greta - Pokolbin,1,Good,Good,0
NSW1364,EAST CORAKI,112021249,Lismore Surrounds,1,Good,Good,0
NSW1365,EAST CORRIMAL,107041144,Balgownie - Fairy Meadow,2.90E-06,Good,Good,1
NSW1365,EAST CORRIMAL,107041145,Corrimal - Tarrawanna - Bellambi,0.9999971,Good,Good,0
NSW1366,EAST GOSFORD,102011032,Gosford - Springfield,1,Good,Good,0
NSW1367,EAST GRESFORD,106011110,Dungog,1,Good,Good,0
NSW1368,EAST HILLS,119011657,Panania (North) - Milperra,0.3767501,Poor,Good,0
NSW1368,EAST HILLS,119011658,Panania (South) - Picnic Point,0.6232499,Poor,Good,0
NSW1369,EAST JINDABYNE,101031016,Jindabyne - Berridale,1,Good,Good,0
NSW137,BAKERS CREEK,108051167,Gloucester,1,Good,Good,0
NSW1370,EAST KANGALOON,114021288,Robertson - Fitzroy Falls,1,Good,Good,0
NSW1371,EAST KEMPSEY,108021155,Kempsey,1,Good,Good,0
NSW1372,EAST KILLARA,121031407,Gordon - Killara,1,Good,Good,0
NSW1373,EAST KURRAJONG,115031300,Kurrajong Heights - Ebenezer,1,Good,Good,0
NSW1374,EAST LINDFIELD,121031408,Lindfield - Roseville,0.9999977,Good,Good,0
NSW1374,EAST LINDFIELD,122031427,Forestville - Killarney Heights,2.30E-06,Good,Good,1
NSW1375,EAST LISMORE,112021248,Lismore,1,Good,Good,0
NSW1376,EAST LYNNE,101041024,Eurobodalla Hinterland,1,Good,Good,0
NSW1377,EAST MAITLAND,106021614,East Maitland - Metford,0.7310857,Acceptable,Good,0
NSW1377,EAST MAITLAND,106021617,Tenambit - East Maitland,0.2686437,Acceptable,Good,0
NSW1377,EAST MAITLAND,106021618,Thornton - Millers Forest,0.0002706,Good,Good,1
NSW1378,EAST RYDE,126021501,North Ryde - East Ryde,1,Good,Good,0
NSW1379,EAST SEAHAM,106031123,Seaham - Woodville,1,Good,Good,0
NSW138,BAKERS CREEK,110011188,Armidale Surrounds - South,1,Good,Good,0
NSW1380,EAST TAMWORTH,110041203,Tamworth - North,1,Good,Good,0
NSW1381,EAST WAGGA WAGGA,113031267,Wagga Wagga - East,1,Good,Good,0
NSW1382,EAST WARDELL,112011237,Ballina Surrounds,1,Good,Good,0
NSW1383,EASTERN CREEK,116031318,Prospect Reservoir,3.46E-05,Good,Good,1
NSW1383,EASTERN CREEK,116031319,Rooty Hill - Minchinbury,0.9999654,Good,Good,0
NSW1384,EASTGARDENS,117011323,Pagewood - Hillsdale - Daceyville,1,Good,Good,0
NSW1385,EASTLAKES,117011634,Eastlakes,1,Acceptable,Good,0
NSW1386,EASTWOOD,125021711,Carlingford - East,0.0018489,Poor,Good,1
NSW1386,EASTWOOD,126011721,Epping (NSW) - West,0.0003555,Poor,Good,1
NSW1386,EASTWOOD,126021722,Denistone,0.0001846,Good,Good,1
NSW1386,EASTWOOD,126021723,Eastwood,0.997611,Good,Good,0
NSW1387,EATONSVILLE,104011081,Grafton Surrounds,1,Good,Good,0
NSW1388,EBENEZER,115031300,Kurrajong Heights - Ebenezer,1,Good,Good,0
NSW1389,EBOR,110011187,Armidale Surrounds - North,1,Good,Good,0
NSW139,BAKERS CREEK,108021159,Nambucca Heads Surrounds,1,Good,Good,0
NSW1390,ECCLESTON,106011110,Dungog,1,Good,Good,0
NSW1391,EDDERTON,106041127,Muswellbrook Surrounds,1,Good,Good,0
NSW1392,EDEN,101041023,Eden,1,Good,Good,0
NSW1393,EDEN CREEK,112021247,Kyogle,1,Good,Good,0
NSW1394,EDENSOR PARK,127021514,Edensor Park,1,Good,Good,0
NSW1395,EDENVILLE,112021247,Kyogle,1,Good,Good,0
NSW1396,EDGECLIFF,118011347,Woollahra,0.0745214,Good,Good,0
NSW1396,EDGECLIFF,118011650,Double Bay - Darling Point,0.9254786,Acceptable,Good,0
NSW1397,EDGEROI,110031198,Narrabri Surrounds,1,Good,Good,0
NSW1398,EDGEWORTH,111011209,Glendale - Cardiff - Hillsborough,0.0041045,Good,Good,1
NSW1398,EDGEWORTH,111021217,Edgeworth - Cameron Park,0.9958955,Good,Good,0
NSW1399,EDITH,103011061,Oberon,1,Good,Good,0
NSW14,ACACIA GARDENS,116011303,Blacktown (East) - Kings Park,5.40E-06,Poor,Good,1
NSW14,ACACIA GARDENS,116021562,Acacia Gardens,0.9999918,Good,Good,0
NSW14,ACACIA GARDENS,116021563,Quakers Hill,2.70E-06,Acceptable,Good,1
NSW140,BAKERS SWAMP,105031106,Wellington,1,Good,Good,0
NSW1400,EDMONDSON PARK,127031730,Edmondson Park,1,Good,Good,0
NSW1401,EDROM,101041020,Bega-Eden Hinterland,1,Good,Good,0
NSW1402,EENAWEENA,105011095,Nyngan - Warren,1,Good,Good,0
NSW1403,EGLINTON,103011613,Bathurst - West,1,Good,Good,0
NSW1404,EIGHTEEN MILE,104011081,Grafton Surrounds,1,Good,Good,0
NSW1405,ELANDS,108051170,Taree Surrounds,1,Good,Good,0
NSW1406,ELANORA HEIGHTS,122021421,Bayview - Elanora Heights,0.9655764,Good,Good,0
NSW1406,ELANORA HEIGHTS,122021691,North Narrabeen - Warriewood (South),0.0344236,Acceptable,Good,0
NSW1407,ELCOMBE,110021193,Inverell Surrounds - West,0.9998002,Good,Good,0
NSW1407,ELCOMBE,110031196,Moree Surrounds,0.0001998,Acceptable,Good,1
NSW1408,ELDERSLIE,123011699,Elderslie - Narellan,1,Acceptable,Good,0
NSW1409,ELDERSLIE,106011113,Singleton Surrounds,1,Good,Good,0
NSW141,BALALA,110011188,Armidale Surrounds - South,1,Good,Good,0
NSW1410,ELEEBANA,111011210,Mount Hutton - Windale,0.0682297,Good,Good,0
NSW1410,ELEEBANA,111011213,Valentine - Eleebana,0.9317703,Good,Good,0
NSW1411,ELERMORE VALE,111011209,Glendale - Cardiff - Hillsborough,0.0169943,Good,Good,0
NSW1411,ELERMORE VALE,111021217,Edgeworth - Cameron Park,1.70E-06,Good,Good,1
NSW1411,ELERMORE VALE,111031233,Wallsend - Elermore Vale,0.983004,Good,Good,0
NSW1412,ELIZABETH BAY,117031333,Potts Point - Woolloomooloo,1,Good,Good,0
NSW1413,ELIZABETH BEACH,108011153,Forster-Tuncurry Surrounds,1,Good,Good,0
NSW1414,ELLALONG,106011109,Cessnock Surrounds,1,Good,Good,0
NSW1415,ELLAND,104011081,Grafton Surrounds,1,Good,Good,0
NSW1416,ELLANGOWAN,112021245,Casino Surrounds,1,Good,Good,0
NSW1417,ELLENBOROUGH,108041165,Port Macquarie Surrounds,1,Good,Good,0
NSW1418,ELLERSLIE,113021262,Tumut Surrounds,1,Good,Good,0
NSW1419,ELLERSTON,106041129,Scone Surrounds,1,Good,Good,0
NSW142,BALCOLYN,111021216,Bonnells Bay - Silverwater,1,Good,Good,0
NSW1420,ELLIS LANE,123011433,Camden - Ellis Lane,1,Good,Good,0
NSW1421,ELONG ELONG,103031074,Mudgee Surrounds - West,0.1149142,Good,Good,0
NSW1421,ELONG ELONG,105031103,Dubbo Surrounds,0.8850858,Poor,Good,0
NSW1422,ELRINGTON,106011109,Cessnock Surrounds,1,Good,Good,0
NSW1423,ELSMORE,110021192,Inverell Surrounds - East,1,Good,Good,0
NSW1424,ELTHAM,112021249,Lismore Surrounds,1,Good,Good,0
NSW1425,ELVINA BAY,122021421,Bayview - Elanora Heights,1,Good,Good,0
NSW1426,EMERALD BEACH,104021088,Korora - Emerald Beach,1,Good,Good,0
NSW1427,EMERALD HILL,110041200,Gunnedah Surrounds,1,Acceptable,Good,0
