LOCALITY_PID,LOCALITY_NAME,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
loc055b44457f8c,Sheep Station Creek,32,Outer Regional Australia,1,Good,Good,0
loc056bfa12584a,Callala Beach,11,Inner Regional Australia,1,Good,Good,0
loc056dab3d2695,Weekeroo,43,Remote Australia,1,Good,Good,0
loc056f69293d66,McMillans,22,Outer Regional Australia,1,Good,Good,0
loc0571f090aff3,Twelve Mile Peg,11,Inner Regional Australia,1,Good,Good,0
loc057519a40ec6,Godwin Beach,30,Major Cities of Australia,1,Good,Good,0
loc05777dd8ea68,Bolton,22,Outer Regional Australia,1,Good,Good,0
loc057be79960f4,Roma,32,Outer Regional Australia,1,Good,Good,0
loc057e472ccfc6,Craven Plateau,12,Outer Regional Australia,1,Good,Good,0
loc0581333b7970,Valley of Lagoons,33,Remote Australia,1,Good,Good,0
loc05828b1e56d3,Slacks Creek,30,Major Cities of Australia,1,Good,Good,0
loc0586ab3c7ff4,Finlayvale,32,Outer Regional Australia,1,Good,Good,0
loc058b2ac4394c,Wyoming,10,Major Cities of Australia,1,Good,Good,0
loc058b48d23db6,Limmen,74,Very Remote Australia,1,Good,Good,0
loc0592b18dd3bf,Moorlands,42,Outer Regional Australia,1,Good,Good,0
loc0593f0922559,Sapphire,12,Outer Regional Australia,1,Good,Good,0
loc0598da8e66cb,Killarney Heights,10,Major Cities of Australia,1,Good,Good,0
loc059caf96ed22,Bancroft,32,Outer Regional Australia,1,Good,Good,0
loc05a0f84ae759,Bungaree,64,Very Remote Australia,1,Good,Good,0
loc05a2f28db83a,Holtze,72,Outer Regional Australia,1,Good,Good,0
loc05a92fdc6b99,Eureka,21,Inner Regional Australia,1,Good,Good,0
loc05aa32996e69,Dwarda,52,Outer Regional Australia,1,Good,Good,0
loc05b23915dff6,Lakewood,11,Inner Regional Australia,1,Good,Good,0
loc05b44ed16d5d,Gobur,21,Inner Regional Australia,1,Good,Good,0
loc05c0d8385f06,Crossley,21,Inner Regional Australia,1,Good,Good,0
loc05c485f349eb,Lefroy,62,Outer Regional Australia,1,Good,Good,0
loc05c6e86ab26a,Mount Gravatt,30,Major Cities of Australia,1,Good,Good,0
loc05cb82a7bc89,Anglesea,21,Inner Regional Australia,1,Good,Good,0
loc05cc07b838c6,Bundabah,11,Inner Regional Australia,1,Good,Good,0
loc05cd64439d58,Emerald,32,Outer Regional Australia,0.9954505,Good,Good,0
loc05cd64439d58,Emerald,33,Remote Australia,0.0045495,Good,Good,1
loc05cf327a6b0e,Springmount,21,Inner Regional Australia,1,Good,Good,0
loc05cf48b3930c,Jimna,32,Outer Regional Australia,1,Good,Good,0
loc05deefa99900,Rockville,31,Inner Regional Australia,1,Good,Good,0
loc05e399a309ef,Seppeltsfield,41,Inner Regional Australia,1,Good,Good,0
loc05e50c5030cd,Ravenhall,20,Major Cities of Australia,1,Good,Good,0
loc05e6f5c51648,Greenhill,40,Major Cities of Australia,1,Good,Good,0
loc05e7bc5a4a44,Regents Park,10,Major Cities of Australia,1,Good,Good,0
loc05f61101c3bd,Newbold,12,Outer Regional Australia,1,Good,Good,0
loc05fd4bfb60c8,Freemans,10,Major Cities of Australia,1,Good,Good,0
loc060369e44740,Athol,31,Inner Regional Australia,1,Good,Good,0
loc0608cb652f99,Canna,53,Remote Australia,1,Good,Good,0
loc061c8181c9b4,Long Flat,41,Inner Regional Australia,1,Good,Good,0
loc061db81150b5,Port Victoria,42,Outer Regional Australia,1,Good,Good,0
loc061df3f7dfee,Boonanarring,52,Outer Regional Australia,1,Good,Good,0
loc061fa451bfb7,Nangetty,52,Outer Regional Australia,1,Good,Good,0
loc062098462b8d,Naracoorte,42,Outer Regional Australia,1,Good,Good,0
loc06212f8d2270,Alexandra,31,Inner Regional Australia,1,Good,Good,0
loc0621c45c46f4,Balwyn North,20,Major Cities of Australia,1,Good,Good,0
loc062655505357,Degarra,33,Remote Australia,1,Good,Good,0
loc06285a807f28,Beaumaris,62,Outer Regional Australia,1,Good,Good,0
loc0629521e6981,Meander,62,Outer Regional Australia,1,Good,Good,0
loc062f535e22bd,Lake Mary,31,Inner Regional Australia,1,Good,Good,0
loc063ba48baa63,Longwood East,21,Inner Regional Australia,1,Good,Good,0
loc063f0529b60f,Wonyip,21,Inner Regional Australia,1,Good,Good,0
loc0644cabf2d74,Menai,10,Major Cities of Australia,1,Good,Good,0
loc0648583f18e1,Terrica,32,Outer Regional Australia,1,Good,Good,0
loc064afee02671,Tenambit,10,Major Cities of Australia,1,Good,Good,0
loc064e506a6c54,Manypeaks,52,Outer Regional Australia,1,Good,Good,0
loc06598120c6a5,Burrungule,42,Outer Regional Australia,1,Good,Good,0
loc065dede152e5,Wadeville,11,Inner Regional Australia,1,Good,Good,0
loc0660d4b4e6f6,Knebsworth,22,Outer Regional Australia,1,Good,Good,0
loc0665575d6259,Hambidge,43,Remote Australia,1,Good,Good,0
loc06724af4e14d,Mount Marlow,32,Outer Regional Australia,1,Good,Good,0
loc0673037db387,Yelta,42,Outer Regional Australia,1,Good,Good,0
loc06756e8ecdd5,Wandilo,42,Outer Regional Australia,1,Good,Good,0
loc0676a0aaa18b,Arumbera,73,Remote Australia,1,Good,Good,0
loc067d289e06a6,Eugenana,62,Outer Regional Australia,1,Good,Good,0
loc06877a2cea9f,Angorigina,43,Remote Australia,1,Good,Good,0
loc068fdcd90596,Irishtown,62,Outer Regional Australia,1,Good,Good,0
loc069338e5fd96,Cremorne,61,Inner Regional Australia,1,Good,Good,0
loc0694858fcade,Moonaree,44,Very Remote Australia,1,Good,Good,0
loc0697a21b44b0,Koroop,22,Outer Regional Australia,1,Good,Good,0
loc0697da001816,Beryl,12,Outer Regional Australia,1,Good,Good,0
loc069d1567dc04,Lake George,11,Inner Regional Australia,1,Good,Good,0
loc06a187e6c0bc,Walker Flat,41,Inner Regional Australia,0.0833642,Good,Good,0
loc06a187e6c0bc,Walker Flat,42,Outer Regional Australia,0.9166358,Good,Good,0
loc06a2ac5f7e7c,Bengalla,11,Inner Regional Australia,1,Good,Good,0
loc06a357d2e1c0,Warraweena,44,Very Remote Australia,1,Good,Good,0
loc06a3e73c0758,Pappinbarra,12,Outer Regional Australia,1,Good,Good,0
loc06a6d1481de7,Overland Corner,42,Outer Regional Australia,1,Good,Good,0
loc06a7b2d566f5,Coringa,32,Outer Regional Australia,1,Good,Good,0
loc06a8d4b542d8,Linville,32,Outer Regional Australia,1,Good,Good,0
loc06abbefdbfce,Wainui,31,Inner Regional Australia,1,Good,Good,0
loc06b09f4140bc,Nickol,53,Remote Australia,1,Good,Good,0
loc06b39c473667,Goonellabah,11,Inner Regional Australia,1,Good,Good,0
loc06b99b8102fb,Yellow Rock,11,Inner Regional Australia,1,Good,Good,0
loc06be977642ea,Korora,11,Inner Regional Australia,1,Good,Good,0
loc06bf33bbef84,Forrestfield,50,Major Cities of Australia,1,Good,Good,0
loc06c01cb719e9,Newry,21,Inner Regional Australia,0.999989,Good,Good,0
loc06c01cb719e9,Newry,22,Outer Regional Australia,1.10E-05,Good,Good,1
loc06c41a4dd256,Fairview Park,40,Major Cities of Australia,1,Good,Good,0
loc06c4966b14cd,Carlisle River,22,Outer Regional Australia,1,Good,Good,0
loc06c574b48bff,Tayene,62,Outer Regional Australia,1,Good,Good,0
loc06c5dbf05d90,Fischer,41,Inner Regional Australia,1,Good,Good,0
loc06c6ad3873db,Vasey,22,Outer Regional Australia,1,Good,Good,0
loc06c884e00c40,Harrington Park,10,Major Cities of Australia,1,Good,Good,0
loc06ca90921859,Joel South,22,Outer Regional Australia,1,Good,Good,0
loc06cc48b309e5,Watsonia,20,Major Cities of Australia,1,Good,Good,0
loc06cdf6af0309,Colbrook,21,Inner Regional Australia,1,Good,Good,0
loc06d0d0aef5d7,Drysdale,21,Inner Regional Australia,1,Good,Good,0
loc06d23023f344,Stanford Merthyr,10,Major Cities of Australia,1,Good,Good,0
loc06d8c087370b,Sutton,22,Outer Regional Australia,1,Good,Good,0
loc06e0edcd69ee,Cape Conway,32,Outer Regional Australia,1,Good,Good,0
loc06e7dc50886b,Beedelup,52,Outer Regional Australia,1,Good,Good,0
loc06e979f39cf2,Neumgna,32,Outer Regional Australia,1,Good,Good,0
loc06ef25ef9470,Dernancourt,40,Major Cities of Australia,1,Good,Good,0
loc06f04d09b089,Piallamore,11,Inner Regional Australia,1,Good,Good,0
loc06f6003cb0a3,Eccleston,12,Outer Regional Australia,1,Good,Good,0
loc06f700d30bd4,Mount Pleasant,31,Inner Regional Australia,1,Good,Good,0
loc06f8042d38c2,Steiglitz,31,Inner Regional Australia,1,Good,Good,0
loc06f81ccc1574,Park Grove,62,Outer Regional Australia,1,Good,Good,0
loc06f9e57188cf,Bowen Hills,30,Major Cities of Australia,1,Good,Good,0
loc06ff8b18a171,Tully Heads,32,Outer Regional Australia,2.91E-05,Good,Good,1
loc06ff8b18a171,Tully Heads,33,Remote Australia,0.9999709,Good,Good,0
loc0700020615f8,Munro,22,Outer Regional Australia,1,Good,Good,0
loc07030a7b87b9,Wilmot,62,Outer Regional Australia,1,Good,Good,0
loc07034a67c66a,Goolboo,32,Outer Regional Australia,1,Good,Good,0
loc070655c28fae,Molka,21,Inner Regional Australia,1,Good,Good,0
loc071b37be3d4d,Bael Bael,22,Outer Regional Australia,1,Good,Good,0
loc071c5feae554,Roto,13,Remote Australia,1,Good,Good,0
loc0728291c42bb,Goondi,32,Outer Regional Australia,1,Good,Good,0
loc072f3d14e8f7,Burrell Creek,11,Inner Regional Australia,1,Good,Good,0
loc0733d5160380,Uley,43,Remote Australia,1,Good,Good,0
loc07374eccf314,Moogem,12,Outer Regional Australia,1,Good,Good,0
loc0742da3ee58f,Boulder,52,Outer Regional Australia,1,Good,Good,0
loc0746635c68fa,Kumbia,32,Outer Regional Australia,1,Good,Good,0
loc0749ce7d63b9,Mount Macedon,21,Inner Regional Australia,1,Good,Good,0
loc0755ca8340bb,Dombarton,10,Major Cities of Australia,1,Good,Good,0
loc075d3b3bde1e,Lanitza,11,Inner Regional Australia,1,Good,Good,0
loc0760434f7a3c,Lulworth,62,Outer Regional Australia,1,Good,Good,0
loc076543f8c80c,Kerang East,22,Outer Regional Australia,1,Good,Good,0
loc0767298a1cd0,Waugh Pocket,32,Outer Regional Australia,1,Good,Good,0
loc076ac89bbcfd,Staghorn Flat,21,Inner Regional Australia,1,Good,Good,0
loc077476061cd9,Hail Creek,33,Remote Australia,1,Good,Good,0
loc0777c3bad463,Waikiki,50,Major Cities of Australia,1,Good,Good,0
loc07845744376d,Dayboro,31,Inner Regional Australia,1,Good,Good,0
loc0786a28dd2a5,Bostocks Creek,21,Inner Regional Australia,1,Good,Good,0
loc0787c217a18e,Tragowel,22,Outer Regional Australia,1,Good,Good,0
loc07938f744337,The Pinnacles,12,Outer Regional Australia,1,Good,Good,0
loc07952153427c,Mudgegonga,21,Inner Regional Australia,1,Good,Good,0
loc0797fb864ee9,Kinglake West,21,Inner Regional Australia,1,Good,Good,0
loc07989e8d9837,Mundrabilla,54,Very Remote Australia,1,Good,Good,0
loc079946df3599,Canteen Creek,74,Very Remote Australia,1,Good,Good,0
loc079b9f4e5582,Paddys River,12,Outer Regional Australia,1,Good,Good,0
loc07a149e65092,Burgowan,31,Inner Regional Australia,1,Good,Good,0
loc07a55bdee471,Lambina,44,Very Remote Australia,1,Good,Good,0
loc07a6624d8ca8,Lake MacFarlane,44,Very Remote Australia,1,Good,Good,0
loc07a82aa43f09,Rowlands Creek,11,Inner Regional Australia,1,Good,Good,0
loc07a89165c12d,Normanton,34,Very Remote Australia,1,Good,Good,0
loc07aac33e1e06,Myrtleville,11,Inner Regional Australia,1,Good,Good,0
loc07ac82aaff49,Lorne,11,Inner Regional Australia,1,Good,Good,0
loc07ade9cf263b,Taranganba,31,Inner Regional Australia,1,Good,Good,0
loc07aec5a386d6,Brungle Creek,11,Inner Regional Australia,1,Good,Good,0
loc07b088ace86b,Twin Waters,30,Major Cities of Australia,1,Good,Good,0
loc07b0ca53988d,Rocky Point,41,Inner Regional Australia,1,Good,Good,0
loc07b50843638a,Dickson,80,Major Cities of Australia,1,Good,Good,0
loc07b67fabed0a,Wudinna,44,Very Remote Australia,1,Good,Good,0
loc07bac9c4ec77,Hughenden,34,Very Remote Australia,1,Good,Good,0
loc07bf3ebd0395,Blakney Creek,11,Inner Regional Australia,1,Good,Good,0
loc07c1a8461bce,Gregors Creek,31,Inner Regional Australia,1,Good,Good,0
loc07cd4bcc9cc9,Watheroo,52,Outer Regional Australia,0.018426,Good,Good,0
loc07cd4bcc9cc9,Watheroo,53,Remote Australia,0.981574,Good,Good,0
loc07e4221a6f10,Booti Booti,11,Inner Regional Australia,1,Good,Good,0
loc07e6ea096df3,Mungungo,32,Outer Regional Australia,1,Good,Good,0
loc07e8e9500bed,Silverdale,31,Inner Regional Australia,1,Good,Good,0
loc07ebc5dc51c6,Bagdad,62,Outer Regional Australia,1,Good,Good,0
loc07ec830b1b89,Warnung,32,Outer Regional Australia,1,Good,Good,0
loc07eed33a6add,Glen Elgin,12,Outer Regional Australia,1,Good,Good,0
loc07f12603ae5e,Langley Vale,11,Inner Regional Australia,1,Good,Good,0
loc07f79addee90,Beloka,12,Outer Regional Australia,1,Good,Good,0
loc07fa0ad9f908,Coolmunda,32,Outer Regional Australia,1,Good,Good,0
loc0800047d2ba3,Grabben Gullen,11,Inner Regional Australia,1,Good,Good,0
loc0800e7f490f8,Krowera,21,Inner Regional Australia,1,Good,Good,0
loc08029d416f84,Moorong,11,Inner Regional Australia,1,Good,Good,0
loc08035d334065,Moorooka,30,Major Cities of Australia,1,Good,Good,0
loc080508aba15f,Meelon,51,Inner Regional Australia,1,Good,Good,0
loc0805dcf3885f,Tarramba,32,Outer Regional Australia,1,Good,Good,0
loc08060c8ab22e,Dutton Park,30,Major Cities of Australia,1,Good,Good,0
loc08094a25c0b1,Bendoura,12,Outer Regional Australia,1,Good,Good,0
loc080a43cff042,Stewarts Mount,11,Inner Regional Australia,1,Good,Good,0
loc080e4b1cadd1,Moolooloo,43,Remote Australia,1,Good,Good,0
loc0815a3496708,Katandra West,21,Inner Regional Australia,1,Good,Good,0
loc0816a2403cef,Greens Creek,22,Outer Regional Australia,1,Good,Good,0
loc08194c04eb19,The Bluff,31,Inner Regional Australia,1,Good,Good,0
loc081a0269d602,Knights Hill,11,Inner Regional Australia,1,Good,Good,0
loc082273cafba2,Wundowie,51,Inner Regional Australia,1,Good,Good,0
loc082568f583f5,Pindar,53,Remote Australia,1,Good,Good,0
loc08258686fbfa,Bassendean,12,Outer Regional Australia,1,Good,Good,0
loc082653081aa2,Lockrose,31,Inner Regional Australia,1,Good,Good,0
loc08293671a98b,Emu,21,Inner Regional Australia,0.0867332,Good,Good,0
loc08293671a98b,Emu,22,Outer Regional Australia,0.9132668,Good,Good,0
loc0838ba48d5df,Gundary,11,Inner Regional Australia,1,Good,Good,0
loc083c52776ea6,Illawarra,21,Inner Regional Australia,1,Good,Good,0
loc083e07bfa625,Buchfelde,40,Major Cities of Australia,1,Good,Good,0
loc08414a64ef5a,Riverleigh,32,Outer Regional Australia,1,Good,Good,0
loc0841847238ae,Ben Bullen,11,Inner Regional Australia,1,Good,Good,0
loc0841f0f47402,O'Reilly,31,Inner Regional Australia,1,Good,Good,0
loc08486d57b7ce,Antwerp,22,Outer Regional Australia,1,Good,Good,0
loc084a7a1ebc7c,Forrest,80,Major Cities of Australia,1,Good,Good,0
loc084b550d8bd1,Carrick,61,Inner Regional Australia,1,Good,Good,0
loc084b76f31767,Reefton,12,Outer Regional Australia,1,Good,Good,0
loc084bc30c6a7e,Malabaine,51,Inner Regional Australia,1,Good,Good,0
loc085803284b6f,Dumpy Creek,32,Outer Regional Australia,1,Good,Good,0
loc085b3a9f2477,Rosa Glen,51,Inner Regional Australia,1,Good,Good,0
loc086288c9d338,Acacia Ridge,30,Major Cities of Australia,1,Good,Good,0
loc086487f7518a,Devils Hole,12,Outer Regional Australia,1,Good,Good,0
loc0864be1bd999,Evatt,80,Major Cities of Australia,1,Good,Good,0
loc08680a25501a,Green Point,10,Major Cities of Australia,1,Good,Good,0
loc0869aa795780,The Gap,11,Inner Regional Australia,1,Good,Good,0
loc086b357fd104,Bald Ridge,12,Outer Regional Australia,1,Good,Good,0
loc0870e44d3b69,St Johns Park,10,Major Cities of Australia,1,Good,Good,0
loc08739ca12d1b,Hovells Creek,12,Outer Regional Australia,1,Good,Good,0
loc0875fdab704b,Chandler,30,Major Cities of Australia,1,Good,Good,0
loc0878781de2d3,Mile End,40,Major Cities of Australia,1,Good,Good,0
loc087928dc4bd2,Cowaramup,51,Inner Regional Australia,1,Good,Good,0
loc0879ced62e91,Whorouly,21,Inner Regional Australia,1,Good,Good,0
loc087a362f12a1,Wagin,52,Outer Regional Australia,1,Good,Good,0
loc08859c84b2aa,Thornhill Park,20,Major Cities of Australia,1,Good,Good,0
loc0886103f7385,Bulga,22,Outer Regional Australia,1,Good,Good,0
loc088d44df6fff,Victoria Hill,31,Inner Regional Australia,1,Good,Good,0
loc088d740ef3a2,Bunbartha,21,Inner Regional Australia,1,Good,Good,0
loc088fedc00c0b,Marthavale,22,Outer Regional Australia,1,Good,Good,0
loc0890a42a449e,Bakara,42,Outer Regional Australia,1,Good,Good,0
loc0899c2d2e913,Brookhampton,51,Inner Regional Australia,1,Good,Good,0
loc08a5941afd7b,Kanpi,44,Very Remote Australia,1,Good,Good,0
loc08a84015fde0,East Sale,21,Inner Regional Australia,1,Good,Good,0
loc08b1f8bd3850,West Bungawalbin,11,Inner Regional Australia,0.9998149,Good,Good,0
loc08b1f8bd3850,West Bungawalbin,12,Outer Regional Australia,0.0001851,Good,Good,1
loc08b9d148485e,Yoganup,51,Inner Regional Australia,1,Good,Good,0
loc08be735993e5,St Leonards,61,Inner Regional Australia,1,Good,Good,0
loc08c06e985407,Zillmere,30,Major Cities of Australia,1,Good,Good,0
loc08c532fb125f,Wonga Park,20,Major Cities of Australia,0.9499273,Good,Good,0
loc08c532fb125f,Wonga Park,21,Inner Regional Australia,0.0500727,Good,Good,0
loc08caad3924ee,Altona North,20,Major Cities of Australia,1,Good,Good,0
loc08d8263cd319,Wilsons Hill,21,Inner Regional Australia,1,Good,Good,0
loc08dabd377b13,Koetong,22,Outer Regional Australia,1,Good,Good,0
loc08df8533c3ab,Maryborough West,31,Inner Regional Australia,1,Good,Good,0
loc08e1038e3965,Strathfield South,10,Major Cities of Australia,1,Good,Good,0
loc08e2f389942a,Dundas Valley,10,Major Cities of Australia,1,Good,Good,0
loc08e9bf815f52,Malarga,32,Outer Regional Australia,1,Good,Good,0
loc08ec89391a45,Christie Downs,40,Major Cities of Australia,1,Good,Good,0
loc08ef9223c100,Turrawulla,33,Remote Australia,1,Good,Good,0
loc08f0c1533fdd,Redlynch,32,Outer Regional Australia,1,Good,Good,0
loc08f106d072b0,Cartwrights Hill,11,Inner Regional Australia,1,Good,Good,0
loc08f132cbeca5,Lower Plenty,20,Major Cities of Australia,1,Good,Good,0
loc08ff43ba5ec0,German Flat,42,Outer Regional Australia,1,Good,Good,0
loc090315a0ed9e,Darlington,40,Major Cities of Australia,1,Good,Good,0
loc0908961710a6,Red Hill,32,Outer Regional Australia,1,Good,Good,0
loc090c5f9e4b02,East Kurrajong,11,Inner Regional Australia,1,Good,Good,0
loc0915e7a9217b,Whites Flat,43,Remote Australia,1,Good,Good,0
loc0917e26ae2c9,Seaford,40,Major Cities of Australia,1,Good,Good,0
loc09187a0f22ed,Dungog,11,Inner Regional Australia,1,Good,Good,0
loc091910a9178f,Stannum,12,Outer Regional Australia,1,Good,Good,0
loc091a57a74021,Pine Creek,42,Outer Regional Australia,1,Good,Good,0
loc0920594b2dae,Mitchell Plateau,54,Very Remote Australia,1,Good,Good,0
loc092616900f43,Glenloth East,22,Outer Regional Australia,1,Good,Good,0
loc0926cf453d5e,Clovelly,10,Major Cities of Australia,1,Good,Good,0
loc0929443e4c33,Locksley,11,Inner Regional Australia,1,Good,Good,0
loc092a7f33d59c,Luscombe,30,Major Cities of Australia,1,Good,Good,0
loc092e07cf48db,Oakey Park,11,Inner Regional Australia,1,Good,Good,0
loc0932106a7496,Moama,11,Inner Regional Australia,0.9613921,Good,Good,0
loc0932106a7496,Moama,12,Outer Regional Australia,0.0386079,Good,Good,0
loc093d34fdadcf,Woolmer,31,Inner Regional Australia,1,Good,Good,0
loc093dfb090c73,Quidong,12,Outer Regional Australia,1,Good,Good,0
loc09439afac275,North Maleny,31,Inner Regional Australia,1,Good,Good,0
loc09477a188298,Haliday Bay,32,Outer Regional Australia,1,Good,Good,0
loc09481f688c51,Moggs Swamp,12,Outer Regional Australia,1,Good,Good,0
loc094e4386df5d,Bunjurgen,31,Inner Regional Australia,1,Good,Good,0
loc095d7afb2b5d,Ramco,42,Outer Regional Australia,1,Good,Good,0
loc0971566e0102,Viewbank,20,Major Cities of Australia,1,Good,Good,0
loc09718729032f,Scottsdale,62,Outer Regional Australia,1,Good,Good,0
loc0974a1485b2e,Minimbah,11,Inner Regional Australia,1,Good,Good,0
loc097b12c87d26,Scotts Brook,52,Outer Regional Australia,1,Good,Good,0
loc097cc7707d4c,Mooroopna,21,Inner Regional Australia,1,Good,Good,0
loc097f9bdceaaf,Fly Creek,72,Outer Regional Australia,1,Good,Good,0
loc098913697649,Sailors Gully,21,Inner Regional Australia,1,Good,Good,0
loc098ac8eaabef,Laverton,20,Major Cities of Australia,1,Good,Good,0
loc098ae0cce02f,Manilla,12,Outer Regional Australia,1,Good,Good,0
loc098e933e1fd2,Grovedale,20,Major Cities of Australia,1,Good,Good,0
loc09999b56901b,Kwinana Beach,50,Major Cities of Australia,1,Good,Good,0
loc099cb6c40822,Blaxlands Creek,11,Inner Regional Australia,1,Good,Good,0
loc099de2b66a76,St Ronans,51,Inner Regional Australia,1,Good,Good,0
loc09a36f76087c,Silver Sands,50,Major Cities of Australia,1,Good,Good,0
loc09a40f94bbbb,Euramo,32,Outer Regional Australia,1,Good,Good,0
loc09a44571c760,Trafalgar East,21,Inner Regional Australia,1,Good,Good,0
loc09a99bf786b9,Killawarra,21,Inner Regional Australia,1,Good,Good,0
loc09ade77607f6,Bald Nob,12,Outer Regional Australia,1,Good,Good,0
loc09b3f593993b,Wycheproof South,22,Outer Regional Australia,1,Good,Good,0
loc09b6addf7a7f,Bardon,30,Major Cities of Australia,1,Good,Good,0
loc09ba6fada5d9,Ranken,74,Very Remote Australia,1,Good,Good,0
loc09bcf8c17a6f,Hackney,40,Major Cities of Australia,1,Good,Good,0
loc09bfd1d4b019,Mount Damper,44,Very Remote Australia,1,Good,Good,0
loc09c148f7e6a8,Honiton,43,Remote Australia,1,Good,Good,0
loc09c251e642e6,Meunna,62,Outer Regional Australia,1,Good,Good,0
loc09c853dabd1b,Sweers Island,34,Very Remote Australia,1,Good,Good,0
loc09c8d24d72b2,Splitters Creek,11,Inner Regional Australia,1,Good,Good,0
loc09c8e8ba2a96,Wattle Grove,10,Major Cities of Australia,1,Good,Good,0
loc09ce1082515b,Upper Woodstock,62,Outer Regional Australia,1,Good,Good,0
