LOCALITY_PID,LOCALITY_NAME,PHN_CODE_2017,PHN_NAME_2017,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
VIC20,ALBION,PHN201,North Western Melbourne,1,Good,Good,0
VIC200,BELLS BEACH,PHN206,Western Victoria,1,Good,Good,0
VIC2000,OCEAN GRANGE,PHN204,Gippsland,1,Good,Good,0
VIC2001,OCEAN GROVE,PHN206,Western Victoria,1,Good,Good,0
VIC2002,OFFICER,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2003,OFFICER SOUTH,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2004,OLD TALLANGATTA,PHN205,Murray,1,Good,Good,0
VIC2005,OLINDA,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2006,OMBERSLEY,PHN206,Western Victoria,1,Good,Good,0
VIC2007,OMEO,PHN204,Gippsland,1,Good,Good,0
VIC2008,OMEO VALLEY,PHN204,Gippsland,1,Good,Good,0
VIC2009,ONDIT,PHN206,Western Victoria,1,Good,Good,0
VIC201,BELMONT,PHN206,Western Victoria,1,Good,Good,0
VIC2010,ORBOST,PHN204,Gippsland,1,Good,Good,0
VIC2011,ORFORD,PHN206,Western Victoria,1,Good,Good,0
VIC2012,ORMOND,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2013,ORRVALE,PHN205,Murray,1,Good,Good,0
VIC2014,OSBORNES FLAT,PHN205,Murray,1,Good,Good,0
VIC2015,OUTTRIM,PHN204,Gippsland,1,Good,Good,0
VIC2016,OUYEN,PHN205,Murray,1,Good,Good,0
VIC2017,OVENS,PHN205,Murray,1,Good,Good,0
VIC2018,OXLEY,PHN205,Murray,1,Good,Good,0
VIC2019,OXLEY FLATS,PHN205,Murray,1,Good,Good,0
VIC202,BEMM RIVER,PHN204,Gippsland,1,Good,Good,0
VIC2020,OZENKADNOOK,PHN206,Western Victoria,1,Good,Good,0
VIC2021,PAARATTE,PHN206,Western Victoria,1,Good,Good,0
VIC2022,PAINSWICK,PHN206,Western Victoria,1,Good,Good,0
VIC2023,PAKENHAM,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2024,PAKENHAM SOUTH,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2025,PAKENHAM UPPER,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2026,PANITYA,PHN205,Murray,1,Good,Good,0
VIC2027,PANMURE,PHN206,Western Victoria,1,Good,Good,0
VIC2028,PANTON HILL,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2029,PARADISE,PHN206,Western Victoria,1,Good,Good,0
VIC203,BENA,PHN204,Gippsland,1,Good,Good,0
VIC2030,PARADISE BEACH,PHN204,Gippsland,1,Good,Good,0
VIC2031,PARAPARAP,PHN206,Western Victoria,1,Good,Good,0
VIC2032,PARK ORCHARDS,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2033,PARKDALE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2034,PARKVILLE,PHN201,North Western Melbourne,1,Good,Good,0
VIC2035,PARWAN,PHN201,North Western Melbourne,0.1496963,Good,Good,0
VIC2035,PARWAN,PHN206,Western Victoria,0.8503037,Good,Good,0
VIC2036,PASCHENDALE,PHN206,Western Victoria,1,Good,Good,0
VIC2037,PASCOE VALE,PHN201,North Western Melbourne,1,Good,Good,0
VIC2038,PASCOE VALE SOUTH,PHN201,North Western Melbourne,1,Good,Good,0
VIC2039,PASTORIA,PHN205,Murray,1,Good,Good,0
VIC204,BENALLA,PHN205,Murray,1,Good,Good,0
VIC2040,PASTORIA EAST,PHN205,Murray,1,Good,Good,0
VIC2041,PATCHEWOLLOCK,PHN205,Murray,0.3176525,Good,Good,0
VIC2041,PATCHEWOLLOCK,PHN206,Western Victoria,0.6823475,Good,Good,0
VIC2042,PATHO,PHN205,Murray,1,Good,Good,0
VIC2043,PATTERSON LAKES,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2044,PATYAH,PHN206,Western Victoria,1,Good,Good,0
VIC2045,PAYNESVILLE,PHN204,Gippsland,1,Good,Good,0
VIC2046,PEARCEDALE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2047,PEARSONDALE,PHN204,Gippsland,1,Good,Good,0
VIC2048,PEECHELBA,PHN205,Murray,1,Good,Good,0
VIC2049,PEECHELBA EAST,PHN205,Murray,1,Good,Good,0
VIC205,BENAMBRA,PHN204,Gippsland,1,Good,Good,0
VIC2050,PELLUEBLA,PHN205,Murray,1,Good,Good,0
VIC2051,PENNYROYAL,PHN206,Western Victoria,1,Good,Good,0
VIC2052,PENSHURST,PHN206,Western Victoria,1,Good,Good,0
VIC2053,PENTAL ISLAND,PHN205,Murray,1,Good,Good,0
VIC2054,PENTLAND HILLS,PHN201,North Western Melbourne,1,Good,Good,0
VIC2055,PERCYDALE,PHN206,Western Victoria,1,Good,Good,0
VIC2056,PERONNE,PHN206,Western Victoria,1,Good,Good,0
VIC2057,PERRY BRIDGE,PHN204,Gippsland,1,Good,Good,0
VIC2058,PETERBOROUGH,PHN206,Western Victoria,1,Good,Good,0
VIC2059,PETTICOAT CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC206,BENAYEO,PHN206,Western Victoria,1,Good,Good,0
VIC2060,PHEASANT CREEK,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2061,PIANGIL,PHN205,Murray,1,Good,Good,0
VIC2062,PICOLA,PHN205,Murray,1,Good,Good,0
VIC2063,PICOLA WEST,PHN205,Murray,1,Good,Good,0
VIC2064,PIEDMONT,PHN204,Gippsland,1,Good,Good,0
VIC2065,PIER MILAN,PHN205,Murray,1,Good,Good,0
VIC2066,PIGEON PONDS,PHN206,Western Victoria,1,Good,Good,0
VIC2067,PIGGOREET,PHN206,Western Victoria,1,Good,Good,0
VIC2068,PIMPINIO,PHN206,Western Victoria,1,Good,Good,0
VIC2069,PINE GROVE,PHN205,Murray,1,Good,Good,0
VIC207,BEND OF ISLANDS,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2070,PINE LODGE,PHN205,Murray,1,Good,Good,0
VIC2071,PINE MOUNTAIN,PHN205,Murray,1,Good,Good,0
VIC2072,PINE VIEW,PHN205,Murray,1,Good,Good,0
VIC2073,PIONEER BAY,PHN204,Gippsland,1,Good,Good,0
VIC2074,PIPERS CREEK,PHN205,Murray,1,Good,Good,0
VIC2075,PIRA,PHN205,Murray,1,Good,Good,0
VIC2076,PIRIES,PHN205,Murray,1,Good,Good,0
VIC2077,PIRRON YALLOCK,PHN206,Western Victoria,1,Good,Good,0
VIC2078,PITFIELD,PHN206,Western Victoria,1,Good,Good,0
VIC2079,PITTONG,PHN206,Western Victoria,1,Good,Good,0
VIC208,BENDIGO,PHN205,Murray,1,Good,Good,0
VIC2080,PLENTY,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2081,PLUMPTON,PHN201,North Western Melbourne,1,Good,Good,0
VIC2082,POINT COOK,PHN201,North Western Melbourne,1,Good,Good,0
VIC2083,POINT LEO,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2084,POINT LONSDALE,PHN206,Western Victoria,1,Good,Good,0
VIC2085,POINT WILSON,PHN206,Western Victoria,1,Good,Good,0
VIC2086,POLISBET,PHN205,Murray,1,Good,Good,0
VIC2087,POMBORNEIT,PHN206,Western Victoria,1,Good,Good,0
VIC2088,POMBORNEIT EAST,PHN206,Western Victoria,1,Good,Good,0
VIC2089,POMBORNEIT NORTH,PHN206,Western Victoria,1,Good,Good,0
VIC209,BENDOC,PHN204,Gippsland,1,Good,Good,0
VIC2090,POMONAL,PHN206,Western Victoria,1,Good,Good,0
VIC2091,POMPAPIEL,PHN205,Murray,1,Good,Good,0
VIC2092,POOLAIJELO,PHN206,Western Victoria,1,Good,Good,0
VIC2093,POOTILLA,PHN206,Western Victoria,1,Good,Good,0
VIC2094,POOWONG,PHN204,Gippsland,1,Good,Good,0
VIC2095,POOWONG EAST,PHN204,Gippsland,1,Good,Good,0
VIC2096,POOWONG NORTH,PHN204,Gippsland,1,Good,Good,0
VIC2097,PORCUPINE RIDGE,PHN206,Western Victoria,1,Good,Good,0
VIC2098,POREPUNKAH,PHN205,Murray,1,Good,Good,0
VIC2099,PORT ALBERT,PHN204,Gippsland,1,Good,Good,0
VIC21,ALEXANDRA,PHN205,Murray,1,Good,Good,0
VIC210,BENGWORDEN,PHN204,Gippsland,1,Good,Good,0
VIC2100,PORT CAMPBELL,PHN206,Western Victoria,1,Good,Good,0
VIC2101,PORT FAIRY,PHN206,Western Victoria,1,Good,Good,0
VIC2102,PORT FRANKLIN,PHN204,Gippsland,1,Good,Good,0
VIC2103,PORT MELBOURNE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2104,PORT WELSHPOOL,PHN204,Gippsland,1,Good,Good,0
VIC2105,PORTARLINGTON,PHN206,Western Victoria,1,Good,Good,0
VIC2106,PORTLAND,PHN206,Western Victoria,1,Good,Good,0
VIC2107,PORTLAND NORTH,PHN206,Western Victoria,1,Good,Good,0
VIC2108,PORTLAND WEST,PHN206,Western Victoria,1,Good,Good,0
VIC2109,PORTSEA,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC211,BENJEROOP,PHN205,Murray,1,Good,Good,0
VIC2110,POUND CREEK,PHN204,Gippsland,1,Good,Good,0
VIC2111,POWELLTOWN,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2112,POWERS CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC2113,POWLETT PLAINS,PHN205,Murray,1,Good,Good,0
VIC2114,PRAHRAN,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2115,PRAIRIE,PHN205,Murray,1,Good,Good,0
VIC2116,PRANJIP,PHN205,Murray,1,Good,Good,0
VIC2117,PRESTON,PHN201,North Western Melbourne,1,Good,Good,0
VIC2118,PRINCES HILL,PHN201,North Western Melbourne,1,Good,Good,0
VIC2119,PRINCETOWN,PHN206,Western Victoria,1,Good,Good,0
VIC212,BENLOCH,PHN205,Murray,0.0249835,Good,Good,0
VIC212,BENLOCH,PHN201,North Western Melbourne,0.9750165,Good,Good,0
VIC2120,PUCKAPUNYAL,PHN205,Murray,1,Good,Good,0
VIC2121,PURA PURA,PHN206,Western Victoria,1,Good,Good,0
VIC2122,PURDEET,PHN206,Western Victoria,1,Good,Good,0
VIC2123,PURNIM,PHN206,Western Victoria,1,Good,Good,0
VIC2124,PURNIM WEST,PHN206,Western Victoria,1,Good,Good,0
VIC2125,PYALONG,PHN205,Murray,1,Good,Good,0
VIC2126,PYRAMID HILL,PHN205,Murray,1,Good,Good,0
VIC2127,QUAMBATOOK,PHN205,Murray,1,Good,Good,0
VIC2128,QUANDONG,PHN201,North Western Melbourne,1,Good,Good,0
VIC2129,QUANTONG,PHN206,Western Victoria,1,Good,Good,0
VIC213,BENNISON,PHN204,Gippsland,1,Good,Good,0
VIC2130,QUARRY HILL,PHN205,Murray,1,Good,Good,0
VIC2131,QUEENSCLIFF,PHN206,Western Victoria,1,Good,Good,0
VIC2132,QUEENSFERRY,PHN204,Gippsland,1,Good,Good,0
VIC2133,RAGLAN,PHN206,Western Victoria,1,Good,Good,0
VIC2134,RAINBOW,PHN206,Western Victoria,1,Good,Good,0
VIC2135,RANCEBY,PHN204,Gippsland,1,Good,Good,0
VIC2136,RATHSCAR,PHN206,Western Victoria,1,Good,Good,0
VIC2137,RATHSCAR WEST,PHN206,Western Victoria,1,Good,Good,0
VIC2138,RAVENHALL,PHN201,North Western Melbourne,1,Good,Good,0
VIC2139,RAVENSWOOD,PHN205,Murray,1,Good,Good,0
VIC214,BENTLEIGH,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2140,RAVENSWOOD SOUTH,PHN205,Murray,1,Good,Good,0
VIC2141,RAWSON,PHN204,Gippsland,1,Good,Good,0
VIC2142,RAYMOND ISLAND,PHN204,Gippsland,1,Good,Good,0
VIC2143,RAYWOOD,PHN205,Murray,1,Good,Good,0
VIC2144,RED CLIFFS,PHN205,Murray,1,Good,Good,0
VIC2145,RED HILL,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2146,RED HILL SOUTH,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2147,RED LION,PHN206,Western Victoria,1,Good,Good,0
VIC2148,REDAN,PHN206,Western Victoria,1,Good,Good,0
VIC2149,REDBANK,PHN206,Western Victoria,1,Good,Good,0
VIC215,BENTLEIGH EAST,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2150,REDCASTLE,PHN205,Murray,1,Good,Good,0
VIC2151,REDESDALE,PHN205,Murray,1,Good,Good,0
VIC2154,REEDY DAM,PHN205,Murray,1,Good,Good,0
VIC2155,REEDY LAKE,PHN205,Murray,1,Good,Good,0
VIC2156,REEFTON,PHN205,Murray,1,Good,Good,0
VIC2157,RESEARCH,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2158,RESERVOIR,PHN201,North Western Melbourne,1,Good,Good,0
VIC2159,REYNARD,PHN204,Gippsland,0.5,Good,Good,0
VIC2159,REYNARD,PHN205,Murray,0.5,Good,Good,0
VIC216,BENWERRIN,PHN206,Western Victoria,1,Good,Good,0
VIC2160,RHEOLA,PHN205,Murray,1,Good,Good,0
VIC2161,RHYLL,PHN204,Gippsland,1,Good,Good,0
VIC2162,RHYMNEY,PHN206,Western Victoria,1,Good,Good,0
VIC2163,RIACHELLA,PHN206,Western Victoria,1,Good,Good,0
VIC2164,RICH AVON,PHN205,Murray,1,Good,Good,0
VIC2165,RICH AVON EAST,PHN206,Western Victoria,1,Good,Good,0
VIC2166,RICH AVON WEST,PHN206,Western Victoria,1,Good,Good,0
VIC2167,RICHMOND,PHN201,North Western Melbourne,1,Good,Good,0
VIC2168,RICHMOND PLAINS,PHN205,Murray,1,Good,Good,0
VIC2169,RIDDELLS CREEK,PHN201,North Western Melbourne,1,Good,Good,0
VIC217,BEREMBOKE,PHN206,Western Victoria,1,Good,Good,0
VIC2170,RIGGS CREEK,PHN205,Murray,1,Good,Good,0
VIC2171,RINGWOOD,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2172,RINGWOOD EAST,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2173,RINGWOOD NORTH,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2174,RIPPLEBROOK,PHN204,Gippsland,1,Good,Good,0
VIC2175,RIPPLESIDE,PHN206,Western Victoria,1,Good,Good,0
VIC2176,RIPPONLEA,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2177,RIVERSIDE,PHN206,Western Victoria,1,Good,Good,0
VIC2178,RIVERSLEA,PHN204,Gippsland,1,Good,Good,0
VIC2179,ROBERTSONS BEACH,PHN204,Gippsland,1,Good,Good,0
VIC218,BERRIMAL,PHN205,Murray,1,Good,Good,0
VIC2180,ROBINVALE,PHN205,Murray,1,Good,Good,0
VIC2185,ROCHESTER,PHN205,Murray,1,Good,Good,0
VIC2186,ROCHFORD,PHN201,North Western Melbourne,1,Good,Good,0
VIC2187,ROCKBANK,PHN201,North Western Melbourne,1,Good,Good,0
VIC2188,ROCKLANDS,PHN206,Western Victoria,1,Good,Good,0
VIC2189,ROCKLYN,PHN206,Western Victoria,1,Good,Good,0
VIC219,BERRINGA,PHN206,Western Victoria,1,Good,Good,0
VIC2190,ROCKY POINT,PHN206,Western Victoria,1,Good,Good,0
VIC2191,ROKEBY,PHN204,Gippsland,1,Good,Good,0
VIC2192,ROKEWOOD,PHN206,Western Victoria,1,Good,Good,0
VIC2193,ROKEWOOD JUNCTION,PHN206,Western Victoria,1,Good,Good,0
VIC2194,ROMSEY,PHN201,North Western Melbourne,1,Good,Good,0
VIC2195,ROSANNA,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2196,ROSE RIVER,PHN205,Murray,1,Good,Good,0
VIC2197,ROSEBERY,PHN206,Western Victoria,1,Good,Good,0
VIC2198,ROSEBROOK,PHN206,Western Victoria,1,Good,Good,0
VIC2199,ROSEBUD,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC22,ALFREDTON,PHN206,Western Victoria,1,Good,Good,0
VIC220,BERRINGAMA,PHN205,Murray,1,Good,Good,0
VIC2201,ROSEDALE,PHN204,Gippsland,1,Good,Good,0
VIC2202,ROSES GAP,PHN206,Western Victoria,1,Good,Good,0
VIC2203,ROSEWHITE,PHN205,Murray,1,Good,Good,0
VIC2204,ROSLYNMEAD,PHN205,Murray,1,Good,Good,0
VIC2205,ROSS CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC2206,ROSSBRIDGE,PHN206,Western Victoria,1,Good,Good,0
VIC2207,ROSTRON,PHN206,Western Victoria,1,Good,Good,0
VIC2208,ROWSLEY,PHN206,Western Victoria,1,Good,Good,0
VIC2209,ROWVILLE,PHN202,Eastern Melbourne,1,Good,Good,0
VIC221,BERRIWILLOCK,PHN205,Murray,1,Good,Good,0
VIC2210,ROXBURGH PARK,PHN201,North Western Melbourne,1,Good,Good,0
VIC2211,RUBICON,PHN205,Murray,1,Good,Good,0
VIC2212,RUBY,PHN204,Gippsland,1,Good,Good,0
VIC2213,RUFFY,PHN205,Murray,1,Good,Good,0
VIC2214,RUNNING CREEK,PHN205,Murray,1,Good,Good,0
VIC2215,RUNNYMEDE,PHN205,Murray,1,Good,Good,0
VIC2216,RUPANYUP,PHN206,Western Victoria,1,Good,Good,0
VIC2217,RUSHWORTH,PHN205,Murray,1,Good,Good,0
VIC2218,RUSSELLS BRIDGE,PHN206,Western Victoria,1,Good,Good,0
VIC2219,RUTHERGLEN,PHN205,Murray,1,Good,Good,0
VIC222,BERRYBANK,PHN206,Western Victoria,1,Good,Good,0
VIC2220,RYANS,PHN204,Gippsland,1,Good,Good,0
VIC2221,RYANSTON,PHN204,Gippsland,1,Good,Good,0
VIC2222,RYE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2223,RYTHDALE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2224,SAFETY BEACH,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2225,SAILORS FALLS,PHN206,Western Victoria,1,Good,Good,0
VIC2226,SAILORS GULLY,PHN205,Murray,1,Good,Good,0
VIC2227,SAILORS HILL,PHN206,Western Victoria,1,Good,Good,0
VIC223,BERRYS CREEK,PHN204,Gippsland,1,Good,Good,0
VIC2230,SALE,PHN204,Gippsland,1,Good,Good,0
VIC2231,SALISBURY WEST,PHN205,Murray,1,Good,Good,0
VIC2232,SAMARIA,PHN205,Murray,1,Good,Good,0
VIC2233,SAN REMO,PHN204,Gippsland,1,Good,Good,0
VIC2234,SANDFORD,PHN206,Western Victoria,1,Good,Good,0
VIC2235,SANDHILL LAKE,PHN205,Murray,1,Good,Good,0
VIC2236,SANDHURST,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2237,SANDON,PHN205,Murray,1,Good,Good,0
VIC2238,SANDRINGHAM,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2239,SANDY CREEK,PHN205,Murray,1,Good,Good,0
VIC224,BERWICK,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2240,SANDY POINT,PHN204,Gippsland,1,Good,Good,0
VIC2241,SARGOOD,PHN204,Gippsland,1,Good,Good,0
VIC2242,SARSFIELD,PHN204,Gippsland,1,Good,Good,0
VIC2243,SASSAFRAS,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2244,SAWMILL SETTLEMENT,PHN205,Murray,1,Good,Good,0
VIC2245,SCARSDALE,PHN206,Western Victoria,1,Good,Good,0
VIC2246,SCORESBY,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2247,SCOTCHMANS LEAD,PHN206,Western Victoria,1,Good,Good,0
VIC2248,SCOTSBURN,PHN206,Western Victoria,1,Good,Good,0
VIC2249,SCOTTS CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC225,BESSIEBELLE,PHN206,Western Victoria,1,Good,Good,0
VIC2250,SEA LAKE,PHN205,Murray,1,Good,Good,0
VIC2251,SEABROOK,PHN201,North Western Melbourne,1,Good,Good,0
VIC2252,SEACOMBE,PHN204,Gippsland,1,Good,Good,0
VIC2253,SEAFORD,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2254,SEAHOLME,PHN201,North Western Melbourne,1,Good,Good,0
VIC2255,SEASPRAY,PHN204,Gippsland,1,Good,Good,0
VIC2256,SEATON,PHN204,Gippsland,1,Good,Good,0
VIC2257,SEAVIEW,PHN204,Gippsland,1,Good,Good,0
VIC2258,SEBASTIAN,PHN205,Murray,1,Good,Good,0
VIC2259,SEBASTOPOL,PHN206,Western Victoria,1,Good,Good,0
VIC226,BET BET,PHN206,Western Victoria,1,Good,Good,0
VIC2260,SEDDON,PHN201,North Western Melbourne,1,Good,Good,0
VIC2261,SEDGWICK,PHN205,Murray,1,Good,Good,0
VIC2262,SELBY,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2263,SELWYN,PHN205,Murray,1,Good,Good,0
VIC2264,SEPARATION CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC2265,SERPENTINE,PHN205,Murray,1,Good,Good,0
VIC2266,SERVICETON,PHN206,Western Victoria,1,Good,Good,0
VIC2267,SEVILLE,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2268,SEVILLE EAST,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2269,SEYMOUR,PHN205,Murray,1,Good,Good,0
VIC227,BETE BOLONG,PHN204,Gippsland,1,Good,Good,0
VIC2270,SHADY CREEK,PHN204,Gippsland,1,Good,Good,0
VIC2271,SHANNONVALE,PHN204,Gippsland,1,Good,Good,0
VIC2272,SHAYS FLAT,PHN206,Western Victoria,1,Good,Good,0
VIC2273,SHE OAKS,PHN206,Western Victoria,1,Good,Good,0
VIC2274,SHEANS CREEK,PHN205,Murray,1,Good,Good,0
VIC2275,SHEEP HILLS,PHN206,Western Victoria,1,Good,Good,0
VIC2276,SHELBOURNE,PHN205,Murray,1,Good,Good,0
VIC2277,SHELFORD,PHN206,Western Victoria,1,Good,Good,0
VIC2278,SHELLEY,PHN205,Murray,1,Good,Good,0
VIC2279,SHEPHERDS FLAT,PHN206,Western Victoria,1,Good,Good,0
VIC228,BETE BOLONG NORTH,PHN204,Gippsland,1,Good,Good,0
VIC2280,SHEPPARTON,PHN205,Murray,1,Good,Good,0
VIC2281,SHEPPARTON EAST,PHN205,Murray,1,Good,Good,0
VIC2282,SHEPPARTON NORTH,PHN205,Murray,1,Good,Good,0
VIC2283,SHERBROOKE,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2284,SHOREHAM,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2285,SIDONIA,PHN205,Murray,1,Good,Good,0
VIC2286,SILVAN,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2287,SILVERLEAVES,PHN204,Gippsland,1,Good,Good,0
VIC2288,SIMPSON,PHN206,Western Victoria,1,Good,Good,0
VIC2289,SIMPSONS CREEK,PHN204,Gippsland,1,Good,Good,0
VIC229,BETHANGA,PHN205,Murray,1,Good,Good,0
VIC2290,SIMSON,PHN206,Western Victoria,1,Good,Good,0
VIC2291,SKENES CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC2292,SKENES CREEK NORTH,PHN206,Western Victoria,1,Good,Good,0
VIC2293,SKIBO,PHN206,Western Victoria,1,Good,Good,0
VIC2294,SKINNERS FLAT,PHN205,Murray,1,Good,Good,0
VIC2295,SKIPTON,PHN206,Western Victoria,1,Good,Good,0
VIC2296,SKYE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2297,SLATY CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC2298,SMEATON,PHN206,Western Victoria,1,Good,Good,0
VIC2299,SMITHS BEACH,PHN204,Gippsland,1,Good,Good,0
VIC23,ALLAMBEE,PHN204,Gippsland,1,Good,Good,0
VIC230,BETLEY,PHN206,Western Victoria,1,Good,Good,0
VIC2300,SMITHS GULLY,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2301,SMOKEYTOWN,PHN206,Western Victoria,1,Good,Good,0
VIC2302,SMOKO,PHN205,Murray,1,Good,Good,0
VIC2303,SMYTHES CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC2304,SMYTHESDALE,PHN206,Western Victoria,1,Good,Good,0
VIC2305,SNAKE ISLAND,PHN204,Gippsland,0.9076923,Good,Good,0
VIC2305,SNAKE ISLAND,,,0.0923077,Good,Good,2
VIC2306,SNAKE VALLEY,PHN206,Western Victoria,1,Good,Good,0
VIC2307,SOLDIERS HILL,PHN206,Western Victoria,1,Good,Good,0
VIC2308,SOMERS,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2309,SOMERTON,PHN201,North Western Melbourne,1,Good,Good,0
VIC231,BEULAH,PHN206,Western Victoria,1,Good,Good,0
VIC2310,SOMERVILLE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2311,SORRENTO,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2312,SOUTH DUDLEY,PHN204,Gippsland,1,Good,Good,0
VIC2313,SOUTH GEELONG,PHN206,Western Victoria,1,Good,Good,0
VIC2314,SOUTH KINGSVILLE,PHN201,North Western Melbourne,1,Good,Good,0
VIC2315,SOUTH MELBOURNE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2316,SOUTH MORANG,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2317,SOUTH PURRUMBETE,PHN206,Western Victoria,1,Good,Good,0
VIC2318,SOUTH YARRA,PHN201,North Western Melbourne,0.1561958,Good,Good,0
VIC2318,SOUTH YARRA,PHN203,South Eastern Melbourne,0.8438042,Good,Good,0
VIC2319,SOUTHBANK,PHN203,South Eastern Melbourne,0.0062782,Good,Good,1
VIC2319,SOUTHBANK,PHN201,North Western Melbourne,0.9937218,Good,Good,0
VIC232,BEVERFORD,PHN205,Murray,1,Good,Good,0
VIC2320,SOUTHERN CROSS,PHN206,Western Victoria,1,Good,Good,0
VIC2321,SPARGO CREEK,PHN206,Western Victoria,1,Good,Good,0
VIC2322,SPEED,PHN206,Western Victoria,1,Good,Good,0
VIC2323,SPEEWA,PHN205,Murray,1,Good,Good,0
VIC2324,SPOTSWOOD,PHN201,North Western Melbourne,1,Good,Good,0
VIC2325,SPRING GULLY,PHN205,Murray,1,Good,Good,0
VIC2326,SPRING HILL,PHN206,Western Victoria,0.4776684,Good,Good,0
VIC2326,SPRING HILL,PHN205,Murray,0.5223316,Good,Good,0
VIC2327,SPRINGBANK,PHN206,Western Victoria,1,Good,Good,0
VIC2328,SPRINGDALLAH,PHN206,Western Victoria,1,Good,Good,0
VIC233,BEVERIDGE,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2331,SPRINGHURST,PHN205,Murray,1,Good,Good,0
VIC2332,SPRINGMOUNT,PHN206,Western Victoria,1,Good,Good,0
VIC2333,SPRINGVALE,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2334,SPRINGVALE SOUTH,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2335,ST ALBANS,PHN201,North Western Melbourne,1,Good,Good,0
VIC2336,ST ALBANS PARK,PHN206,Western Victoria,1,Good,Good,0
VIC2337,ST ANDREWS,PHN202,Eastern Melbourne,1,Good,Good,0
VIC2338,ST ANDREWS BEACH,PHN203,South Eastern Melbourne,1,Good,Good,0
VIC2339,ST ARNAUD,PHN206,Western Victoria,1,Good,Good,0
VIC234,BIG DESERT,PHN206,Western Victoria,0.0032935,Good,Good,1
VIC234,BIG DESERT,PHN205,Murray,0.9967065,Good,Good,0
VIC2340,ST ARNAUD EAST,PHN206,Western Victoria,1,Good,Good,0
VIC2341,ST ARNAUD NORTH,PHN206,Western Victoria,1,Good,Good,0
VIC2342,ST CLAIR,PHN204,Gippsland,1,Good,Good,0
