DZN_CODE_2016,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
510232133,510232133,1,Good,Good,0
510232134,510232134,1,Good,Good,0
510232135,510232135,1,Good,Good,0
510242137,510242137,1,Good,Good,0
510242143,510242143,1,Good,Good,0
510252132,510252132,1,Good,Good,0
510252136,510252136,1,Good,Good,0
510252138,510252138,1,Good,Good,0
510252139,510252139,1,Good,Good,0
510252140,510252140,1,Good,Good,0
510252141,510252141,1,Good,Good,0
510252147,510252147,1,Good,Good,0
510262172,510262172,1,Good,Good,0
510262174,510262174,1,Good,Good,0
510272130,510272130,1,Good,Good,0
510282142,510282142,1,Good,Good,0
510282144,510282144,1,Good,Good,0
510292171,510292171,1,Good,Good,0
510292173,510292173,1,Good,Good,0
510292175,510292175,1,Good,Good,0
510292177,510292177,1,Good,Good,0
510301001,510301001,1,Good,Good,0
510301014,510301014,1,Good,Good,0
510311126,510311126,1,Good,Good,0
510311132,510311132,1,Good,Good,0
510311143,510311143,1,Good,Good,0
510311144,510311144,1,Good,Good,0
510311149,510311149,1,Good,Good,0
510321145,510321145,1,Good,Good,0
510321147,510321147,1,Good,Good,0
510321161,510321161,1,Good,Good,0
510331015,510331015,1,Good,Good,0
510331019,510331019,1,Good,Good,0
510331049,510331049,1,Good,Good,0
510341158,510341158,1,Good,Good,0
510341163,510341163,1,Good,Good,0
510341165,510341165,1,Good,Good,0
510341168,510341168,1,Good,Good,0
510351121,510351121,1,Good,Good,0
510351122,510351122,1,Good,Good,0
510351129,510351129,1,Good,Good,0
510351130,510351130,1,Good,Good,0
510351133,510351133,1,Good,Good,0
510351135,510351135,1,Good,Good,0
510351137,510351137,1,Good,Good,0
510351140,510351140,1,Good,Good,0
510351151,510351151,1,Good,Good,0
510351154,510351154,1,Good,Good,0
510361068,510361068,1,Good,Good,0
510361089,510361089,1,Good,Good,0
510361113,510361113,1,Good,Good,0
510361127,510361127,1,Good,Good,0
510371082,510371082,1,Good,Good,0
510381004,510381004,1,Good,Good,0
510381006,510381006,1,Good,Good,0
510381010,510381010,1,Good,Good,0
510381011,510381011,1,Good,Good,0
510381020,510381020,1,Good,Good,0
510381026,510381026,1,Good,Good,0
510391012,510391012,1,Good,Good,0
510391017,510391017,1,Good,Good,0
510391370,510391370,1,Good,Good,0
510391373,510391373,1,Good,Good,0
510391383,510391383,1,Good,Good,0
510391384,510391384,1,Good,Good,0
510391389,510391389,1,Good,Good,0
510391394,510391394,1,Good,Good,0
510391397,510391397,1,Good,Good,0
510401002,510401002,1,Good,Good,0
510401003,510401003,1,Good,Good,0
510401008,510401008,1,Good,Good,0
510401009,510401009,1,Good,Good,0
510401013,510401013,1,Good,Good,0
510411021,512960002,1,Good,Good,0
510411022,512960003,1,Good,Good,0
510411023,512960004,1,Good,Good,0
510411024,512960005,1,Good,Good,0
510411027,512950003,1,Good,Good,0
510411029,512960006,1,Good,Good,0
510411030,512960007,1,Good,Good,0
510411031,512960008,1,Good,Good,0
510411033,512960009,1,Good,Good,0
510411035,512960010,1,Good,Good,0
510411036,512970002,1,Good,Good,0
510411037,512970003,1,Good,Good,0
510411041,512960011,1,Good,Good,0
510411044,512970004,1,Good,Good,0
510411045,512960012,1,Good,Good,0
510411047,512970005,1,Good,Good,0
510411048,512950001,0,Poor,Good,1
510411048,512960001,1,Good,Good,0
510411050,512970006,1,Good,Good,0
510411051,512970007,1,Good,Good,0
510411052,512970008,1,Good,Good,0
510411053,512960013,1,Good,Good,0
510411054,512970009,1,Good,Good,0
510411055,512970010,1,Good,Good,0
510411056,512970011,1,Good,Good,0
510411057,512970012,1,Good,Good,0
510411058,512970013,1,Good,Good,0
510411061,512970014,1,Good,Good,0
510411062,512950004,1,Good,Good,0
510411063,512970015,1,Good,Good,0
510411064,512950005,1,Good,Good,0
510411065,512970016,1,Good,Good,0
510411066,512970017,1,Good,Good,0
510411067,512950006,1,Good,Good,0
510411069,512970018,1,Good,Good,0
510411070,512970019,1,Good,Good,0
510411071,512970020,1,Good,Good,0
510411073,512970021,1,Good,Good,0
510411075,512970022,1,Good,Good,0
510411076,512970023,1,Good,Good,0
510411077,512970024,1,Good,Good,0
510411078,512970025,1,Good,Good,0
510411079,512970026,1,Good,Good,0
510411080,512970027,1,Good,Good,0
510411081,512970028,1,Good,Good,0
510411083,512970029,1,Good,Good,0
510411084,512970030,1,Good,Good,0
510411085,512970031,1,Good,Good,0
510411086,512970032,1,Good,Good,0
510411087,512970033,1,Good,Good,0
510411088,512970034,1,Good,Good,0
510411090,512970035,1,Good,Good,0
510411091,512970036,1,Good,Good,0
510411092,512950007,1,Good,Good,0
510411093,512970037,1,Good,Good,0
510411094,512970038,1,Good,Good,0
510411095,512970039,1,Good,Good,0
510411096,512970040,1,Good,Good,0
510411097,512970041,1,Good,Good,0
510411098,512970042,1,Good,Good,0
510411099,512970043,1,Good,Good,0
510411100,512970044,1,Good,Good,0
510411101,512970045,1,Good,Good,0
510411102,512970046,1,Good,Good,0
510411103,512950008,1,Good,Good,0
510411104,512950009,1,Good,Good,0
510411105,512950010,1,Good,Good,0
510411106,512970047,1,Good,Good,0
510411107,512970048,1,Good,Good,0
510411108,512970049,1,Good,Good,0
510411109,512970050,1,Good,Good,0
510411111,512950011,1,Good,Good,0
510411112,512970001,1,Good,Good,0
510411114,512950012,1,Good,Good,0
510411116,512950002,1,Good,Good,0
510411117,512950013,1,Good,Good,0
510411118,512950014,1,Good,Good,0
510420001,510420001,1,Good,Good,0
510421040,510421040,1,Good,Good,0
510421042,510421042,1,Good,Good,0
510421043,510421043,1,Good,Good,0
510421046,510421046,1,Good,Good,0
510421059,510421059,1,Good,Good,0
510421060,510421060,1,Good,Good,0
510421072,510421072,1,Good,Good,0
510421074,510421074,1,Good,Good,0
510421110,510421110,1,Good,Good,0
510431007,510431007,1,Good,Good,0
510431016,510431016,1,Good,Good,0
510431018,510431018,1,Good,Good,0
510431025,510431025,1,Good,Good,0
510431028,510431028,1,Good,Good,0
510431034,510431034,1,Good,Good,0
510431381,510431381,1,Good,Good,0
510431390,510431390,1,Good,Good,0
510441333,510441333,1,Good,Good,0
510441355,510441355,1,Good,Good,0
510441359,510441359,1,Good,Good,0
510441371,510441371,1,Good,Good,0
510451343,510451343,1,Good,Good,0
510451348,510451348,1,Good,Good,0
510451354,510451354,1,Good,Good,0
510451357,510451357,1,Good,Good,0
510451361,510451361,1,Good,Good,0
510451374,510451374,1,Good,Good,0
510451382,510451382,1,Good,Good,0
510451385,510451385,1,Good,Good,0
510451386,510451386,1,Good,Good,0
510461387,510461387,1,Good,Good,0
510461392,510461392,1,Good,Good,0
510461393,510461393,1,Good,Good,0
510471322,510471322,1,Good,Good,0
510471326,510471326,1,Good,Good,0
510471327,510471327,1,Good,Good,0
510471334,510471334,1,Good,Good,0
510471340,510471340,1,Good,Good,0
510471344,510471344,1,Good,Good,0
510471349,510471349,1,Good,Good,0
510481311,510481311,1,Good,Good,0
510481316,510481316,1,Good,Good,0
510491813,510491813,1,Good,Good,0
510501692,510501692,1,Good,Good,0
510501719,510501719,1,Good,Good,0
510511720,510511720,1,Good,Good,0
510521704,510521704,1,Good,Good,0
510531677,510531677,1,Good,Good,0
510531691,510531691,1,Good,Good,0
510531718,510531718,1,Good,Good,0
510541701,510541701,1,Good,Good,0
510541702,510541702,1,Good,Good,0
510541707,510541707,1,Good,Good,0
510541708,510541708,1,Good,Good,0
510551811,510551811,1,Good,Good,0
510561680,510561680,1,Good,Good,0
510561684,510561684,1,Good,Good,0
510561695,510561695,1,Good,Good,0
510571660,510571660,1,Good,Good,0
510571682,510571682,1,Good,Good,0
510571698,510571698,1,Good,Good,0
510581614,510581614,1,Good,Good,0
510581810,510581810,1,Good,Good,0
510591640,512980001,0.3934132,Poor,Good,0
510591640,512990001,0.000133,Good,Good,1
510591640,513000001,0.6064538,Poor,Good,0
510591658,512990001,1,Good,Good,0
510601812,510601812,1,Good,Good,0
510610001,510610001,1,Good,Good,0
510611715,510611715,1,Good,Good,0
510611717,510611717,1,Good,Good,0
510611722,510611722,1,Good,Good,0
510611724,510611724,1,Good,Good,0
510621699,510621699,1,Good,Good,0
510621703,510621703,1,Good,Good,0
510631694,510631694,1,Good,Good,0
510631696,510631696,1,Good,Good,0
510631697,510631697,1,Good,Good,0
510641613,510641613,1,Good,Good,0
510651671,510651671,1,Good,Good,0
510651700,510651700,1,Good,Good,0
510661705,510661705,1,Good,Good,0
510661706,510661706,1,Good,Good,0
510661709,510661709,1,Good,Good,0
510661710,510661710,1,Good,Good,0
510661711,510661711,1,Good,Good,0
510661712,510661712,1,Good,Good,0
510661713,510661713,1,Good,Good,0
510661714,510661714,1,Good,Good,0
510661716,510661716,1,Good,Good,0
510671667,510671667,1,Good,Good,0
510681637,510681637,1,Good,Good,0
510681639,510681639,1,Good,Good,0
510691622,510691622,1,Good,Good,0
510701650,510701650,1,Good,Good,0
510701653,510701653,1,Good,Good,0
510711624,510711624,1,Good,Good,0
510711629,510711629,1,Good,Good,0
510721673,510721673,1,Good,Good,0
510721676,510721676,1,Good,Good,0
510721689,510721689,1,Good,Good,0
510721690,510721690,1,Good,Good,0
510731675,510731675,1,Good,Good,0
510731679,510731679,1,Good,Good,0
510731686,510731686,1,Good,Good,0
510731693,510731693,1,Good,Good,0
510741641,510741641,1,Good,Good,0
510741648,510741648,1,Good,Good,0
510751664,510751664,1,Good,Good,0
510751672,510751665,1,Good,Good,0
510761625,510761625,1,Good,Good,0
510761630,510761630,1,Good,Good,0
510771627,510771627,1,Good,Good,0
510771628,510771628,1,Good,Good,0
510771631,510771631,1,Good,Good,0
510771632,510771632,1,Good,Good,0
510771635,510771635,1,Good,Good,0
510771636,510771636,1,Good,Good,0
510771638,510771638,1,Good,Good,0
510771642,510771642,1,Good,Good,0
510771644,510771644,1,Good,Good,0
510771646,510771646,1,Good,Good,0
510781666,510781666,1,Good,Good,0
510781668,510781668,1,Good,Good,0
510791651,510791651,1,Good,Good,0
510791655,510791655,1,Good,Good,0
510801643,510801643,1,Good,Good,0
510801649,510801649,1,Good,Good,0
510811659,510811659,1,Good,Good,0
510811663,510811663,1,Good,Good,0
510821674,510821674,1,Good,Good,0
510821683,510821683,1,Good,Good,0
510831652,510831652,1,Good,Good,0
510841302,510841302,1,Good,Good,0
510841306,510841306,1,Good,Good,0
510841313,510841313,1,Good,Good,0
510841319,510841319,1,Good,Good,0
510851301,510851301,1,Good,Good,0
510851305,510851305,1,Good,Good,0
510861312,513010001,1,Good,Good,0
510861314,513010002,1,Good,Good,0
510861317,513010003,1,Good,Good,0
510861320,513010004,1,Good,Good,0
510861335,513020001,1,Good,Good,0
510861360,513020002,1,Good,Good,0
510871377,510871377,1,Good,Good,0
510881329,510881329,1,Good,Good,0
510881331,510881331,1,Good,Good,0
510881332,510881332,1,Good,Good,0
510881345,510881345,1,Good,Good,0
510881362,510881362,1,Good,Good,0
510891303,510891303,1,Good,Good,0
510891307,510891307,1,Good,Good,0
510891308,510891308,1,Good,Good,0
510891318,510891318,1,Good,Good,0
510891323,510891323,1,Good,Good,0
510891324,510891324,1,Good,Good,0
510901310,510901310,1,Good,Good,0
510901321,510901321,1,Good,Good,0
510901325,510901325,1,Good,Good,0
510911342,510911342,1,Good,Good,0
510911350,510911350,1,Good,Good,0
510911353,510911353,1,Good,Good,0
510911363,510911363,1,Good,Good,0
510911367,510911367,1,Good,Good,0
510911368,510911368,1,Good,Good,0
510911376,510911376,1,Good,Good,0
510921330,510921330,1,Good,Good,0
510921336,510921336,1,Good,Good,0
510921346,510921346,1,Good,Good,0
510921347,510921347,1,Good,Good,0
510921356,510921356,1,Good,Good,0
510931315,510931315,1,Good,Good,0
510931328,510931328,1,Good,Good,0
510931341,510931341,1,Good,Good,0
510931364,510931364,1,Good,Good,0
510941304,510941304,1,Good,Good,0
510941309,510941309,1,Good,Good,0
510951339,510951339,1,Good,Good,0
510951352,510951352,1,Good,Good,0
510951369,510951369,1,Good,Good,0
510961358,510961358,1,Good,Good,0
510961366,510961366,1,Good,Good,0
510961372,510961372,1,Good,Good,0
510961378,510961378,1,Good,Good,0
510961380,510961380,1,Good,Good,0
510971337,510971337,1,Good,Good,0
510971338,510971338,1,Good,Good,0
510971351,510971351,1,Good,Good,0
510971365,510971365,1,Good,Good,0
510971375,510971375,1,Good,Good,0
510971379,510971379,1,Good,Good,0
510981681,510981681,1,Good,Good,0
510981685,510981685,1,Good,Good,0
510991611,510991616,1,Good,Good,0
510991615,510991615,1,Good,Good,0
511001616,511001616,1,Good,Good,0
511001619,511001619,1,Good,Good,0
511011617,511011617,1,Good,Good,0
511021687,511021687,1,Good,Good,0
511021688,511021688,1,Good,Good,0
511031656,513050002,1,Good,Good,0
511031657,513040001,0.795082,Good,Good,0
511031657,513050001,0.204918,Poor,Good,0
511031662,513040001,1,Good,Good,0
511031665,513050003,1,Good,Good,0
511031669,513050004,1,Good,Good,0
511031670,513050005,1,Good,Good,0
511041678,511041678,1,Good,Good,0
511051612,511051612,1,Good,Good,0
511051618,511051618,1,Good,Good,0
511051620,511051620,1,Good,Good,0
511061610,510991616,0.0003169,Good,Good,1
511061610,511060001,0.9996831,Good,Good,0
511071621,511071621,1,Good,Good,0
511071623,511071623,1,Good,Good,0
511081626,513060002,1,Good,Good,0
511081633,513030001,0.7642809,Acceptable,Good,0
511081633,513060001,0.2357191,Poor,Good,0
511081634,513060003,1,Good,Good,0
511081645,513060004,1,Good,Good,0
511081647,513030002,1,Good,Good,0
511101793,511101793,1,Good,Good,0
511101796,511101796,1,Good,Good,0
511101797,511101797,1,Good,Good,0
511101798,511101798,1,Good,Good,0
511111765,511111765,1,Good,Good,0
511121768,511121768,1,Good,Good,0
511131776,513070001,0.4727953,Poor,Good,0
511131776,513080001,0.5272047,Poor,Good,0
511141770,511141770,1,Good,Good,0
511141772,511141772,1,Good,Good,0
511141783,511141783,1,Good,Good,0
511141787,511141787,1,Good,Good,0
511151788,511151788,1,Good,Good,0
511151792,511151792,1,Good,Good,0
511161756,511161756,1,Good,Good,0
511161773,511161773,1,Good,Good,0
511171786,511171786,1,Good,Good,0
511181388,511181388,1,Good,Good,0
511181395,511181395,1,Good,Good,0
511181396,511181396,1,Good,Good,0
511181398,511181398,1,Good,Good,0
511181399,511181399,1,Good,Good,0
511181400,511181400,1,Good,Good,0
511181401,511181401,1,Good,Good,0
511191124,511191124,1,Good,Good,0
511191138,511191138,1,Good,Good,0
511191142,511191142,1,Good,Good,0
511191148,511191148,1,Good,Good,0
511201408,511201408,1,Good,Good,0
511201409,511201409,1,Good,Good,0
511201410,511201410,1,Good,Good,0
511210001,511210001,1,Good,Good,0
511221402,513090002,1,Acceptable,Good,0
511221403,513110002,1,Good,Good,0
511221404,513110003,1,Good,Good,0
511221405,513090001,0.0515068,Poor,Good,0
511221405,513100001,0.4083404,Poor,Good,0
511221405,513110001,0.5401528,Poor,Good,0
511221406,513090001,1,Poor,Good,0
511221407,513090002,0.1916794,Acceptable,Good,0
511221407,513100002,0.8083206,Acceptable,Good,0
511231032,511231032,1,Good,Good,0
511231115,511231115,1,Good,Good,0
511231119,511231119,1,Good,Good,0
511231123,511231123,1,Good,Good,0
511231125,511231125,1,Good,Good,0
511241156,511241156,1,Good,Good,0
511241157,511241157,1,Good,Good,0
511241160,511241160,1,Good,Good,0
511241417,511241417,1,Good,Good,0
511241419,511241419,1,Good,Good,0
511241421,511241421,1,Good,Good,0
511241422,511241422,1,Good,Good,0
511241423,511241423,1,Good,Good,0
511241431,511241431,1,Good,Good,0
511251469,511251469,1,Good,Good,0
511251470,511251470,1,Good,Good,0
511261458,511261458,1,Good,Good,0
511261463,511261463,1,Good,Good,0
511261464,511261464,1,Good,Good,0
511271420,511271420,1,Good,Good,0
511271425,511271425,1,Good,Good,0
511271427,511271427,1,Good,Good,0
511271428,511271428,1,Good,Good,0
511271433,511271433,1,Good,Good,0
511281435,511281435,1,Good,Good,0
511281448,511281448,1,Good,Good,0
511291436,511291436,1,Good,Good,0
511291437,511291437,1,Good,Good,0
511291439,511291439,1,Good,Good,0
511301141,511301141,1,Good,Good,0
511301155,511301155,1,Good,Good,0
511301411,511301411,1,Good,Good,0
511301412,511301412,1,Good,Good,0
511301413,511301413,1,Good,Good,0
511301414,511301414,1,Good,Good,0
511301415,511301415,1,Good,Good,0
511301416,511301416,1,Good,Good,0
511301418,511301418,1,Good,Good,0
511311449,511311449,1,Good,Good,0
511311450,511311450,1,Good,Good,0
511311456,511311456,1,Good,Good,0
511311459,511311459,1,Good,Good,0
511321739,511321739,1,Good,Good,0
511321741,511321741,1,Good,Good,0
511321742,511321742,1,Good,Good,0
511321744,511321744,1,Good,Good,0
511331752,511331752,1,Good,Good,0
511331757,511331757,1,Good,Good,0
511341751,511341751,1,Good,Good,0
511341753,511341753,1,Good,Good,0
511341755,511341755,1,Good,Good,0
511351754,511351754,1,Good,Good,0
511351766,511351766,1,Good,Good,0
511361740,511361740,1,Good,Good,0
511361743,511361743,1,Good,Good,0
511361745,511361745,1,Good,Good,0
511361746,511361746,1,Good,Good,0
511361749,511361749,1,Good,Good,0
511361750,511361750,1,Good,Good,0
511371747,511371747,1,Good,Good,0
511371748,511371748,1,Good,Good,0
511381730,511381730,1,Good,Good,0
511381733,511381733,1,Good,Good,0
511381734,511381734,1,Good,Good,0
511381735,511381735,1,Good,Good,0
511391725,511391725,1,Good,Good,0
511391727,511391727,1,Good,Good,0
511401726,511401726,1,Good,Good,0
511401728,511401728,1,Good,Good,0
511401731,511401731,1,Good,Good,0
511401732,511401732,1,Good,Good,0
511411729,511411729,1,Good,Good,0
511411736,511411736,1,Good,Good,0
511411737,511411737,1,Good,Good,0
511411738,511411738,1,Good,Good,0
511421800,511421800,1,Good,Good,0
511431801,511431801,1,Good,Good,0
511441827,511441827,1,Good,Good,0
511451152,511451152,1,Good,Good,0
511451153,511451153,1,Good,Good,0
511451159,511451159,1,Good,Good,0
511451164,511451164,1,Good,Good,0
511461162,511461162,1,Good,Good,0
511461166,511461166,1,Good,Good,0
511461167,511461167,1,Good,Good,0
511471120,511471120,1,Good,Good,0
511471128,511471128,1,Good,Good,0
511471134,511471134,1,Good,Good,0
511471136,511471136,1,Good,Good,0
511471139,511471139,1,Good,Good,0
511471146,511471146,1,Good,Good,0
511471150,511471150,1,Good,Good,0
511481771,511481771,1,Good,Good,0
511501769,511501769,1,Good,Good,0
511501778,511501778,1,Good,Good,0
