LOCALITY_PID,LOCALITY_NAME,IARE_CODE_2021,IARE_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW1225,DARLINGTON POINT,105005,Carrathool - Murrumbidgee,0.9999903,Good,Good,0
NSW1225,DARLINGTON POINT,105012,Griffith - Leeton,9.70E-06,Good,Good,1
NSW1226,DARLOW,105019,Tumut,1,Good,Good,0
NSW1227,DAROOBALGIE,101005,Parkes,0.1211775,Good,Good,0
NSW1227,DAROOBALGIE,105011,Forbes,0.8788225,Good,Good,0
NSW1228,DARTBROOK,102013,Upper Hunter,1,Good,Good,0
NSW1229,DARUKA,102011,Tamworth,1,Good,Good,0
NSW123,BACK CREEK,102005,Inverell - Gwydir,1,Good,Good,0
NSW1230,DAVIDSON,107020,Northern Beaches,1,Good,Good,0
NSW1231,DAVIS CREEK,102013,Upper Hunter,1,Good,Good,0
NSW1232,DAVISTOWN,104007,Gosford,1,Good,Good,0
NSW1233,DAWES POINT,107026,Sydney - City,1,Good,Good,0
NSW1234,DAYSDALE,105020,Upper Murray,1,Good,Good,0
NSW1235,DEAN PARK,107003,Blacktown,1,Good,Good,0
NSW1236,DEAUVILLE,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW1237,DEBENHAM,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW1238,DEE WHY,107020,Northern Beaches,1,Good,Good,0
NSW1239,DEEP CREEK,104004,Clarence Valley,1,Good,Good,0
NSW124,BACK CREEK,104020,Tweed,1,Good,Good,0
NSW1240,DEEP CREEK,104010,Kyogle,1,Good,Good,0
NSW1241,DEEP CREEK,104009,Kempsey,1,Good,Good,0
NSW1242,DEEPWATER,102002,Glen Innes,0.8702478,Good,Good,0
NSW1242,DEEPWATER,102012,Tenterfield - Jubullum Village,0.1297522,Good,Good,0
NSW1243,DEER VALE,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1244,DELEGATE,106004,Snowy - Monaro,1,Good,Good,0
NSW1246,DELUNGRA,102005,Inverell - Gwydir,1,Good,Good,0
NSW1247,DENHAM COURT,107007,Campbelltown,1,Good,Good,0
NSW1248,DENHAMS BEACH,106002,Eurobodalla,1,Good,Good,0
NSW1249,DENILIQUIN,105006,Central Murray,0.0294552,Good,Good,0
NSW1249,DENILIQUIN,105010,Deniliquin - Murray,0.9705448,Good,Good,0
NSW125,BACK CREEK,105007,Coolamon - Temora - West Wyalong,1,Good,Good,0
NSW1250,DENISTONE,107013,Hunters Hill - Ryde,1,Good,Good,0
NSW1251,DENISTONE EAST,107013,Hunters Hill - Ryde,1,Good,Good,0
NSW1252,DENISTONE WEST,107013,Hunters Hill - Ryde,1,Good,Good,0
NSW1253,DENMAN,102009,Muswellbrook,1,Good,Good,0
NSW1254,DEPOT BEACH,106002,Eurobodalla,1,Good,Good,0
NSW1255,DERRIWONG,105014,Lachlan,1,Good,Good,0
NSW1256,DEUA,106001,Bega Valley,1,Good,Good,0
NSW1257,DEUA RIVER VALLEY,106001,Bega Valley,0.0002269,Good,Good,1
NSW1257,DEUA RIVER VALLEY,106002,Eurobodalla,0.9997731,Good,Good,0
NSW1258,DEVILS HOLE,106001,Bega Valley,1,Good,Good,0
NSW1259,DEWITT,104006,Gloucester - Dungog,1,Good,Good,0
NSW126,BACK CREEK,106004,Snowy - Monaro,1,Good,Good,0
NSW1260,DHARRUK,107003,Blacktown,1,Good,Good,0
NSW1261,DHURAGOON,105006,Central Murray,1,Good,Good,0
NSW1262,DIAMOND BEACH,104019,Taree,1,Good,Good,0
NSW1263,DIAMOND HEAD,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW1264,DIEHARD,102002,Glen Innes,1,Good,Good,0
NSW1265,DIGGERS CAMP,104004,Clarence Valley,1,Good,Good,0
NSW1266,DIGNAMS CREEK,106001,Bega Valley,1,Good,Good,0
NSW1267,DILKOON,104004,Clarence Valley,1,Good,Good,0
NSW1269,DILPURRA,105006,Central Murray,1,Good,Good,0
NSW127,BACK FOREST,106003,Shoalhaven,1,Good,Good,0
NSW1270,DINGO FOREST,104019,Taree,1,Good,Good,0
NSW1271,DINOGA,102005,Inverell - Gwydir,1,Good,Good,0
NSW1272,DIRNASEER,105013,Gundagai - Junee - Harden,1,Good,Good,0
NSW1273,DIRTY CREEK,104004,Clarence Valley,0.1471251,Good,Good,0
NSW1273,DIRTY CREEK,104005,Coffs Harbour - Nambucca,0.8528749,Good,Good,0
NSW1274,DOBIES BIGHT,104010,Kyogle,0.3260649,Good,Good,0
NSW1274,DOBIES BIGHT,104017,Richmond Valley,0.6739351,Good,Good,0
NSW1275,DOCTOR GEORGE MOUNTAIN,106001,Bega Valley,1,Good,Good,0
NSW1276,DOCTORS GAP,105015,Lithgow - Oberon,1,Good,Good,0
NSW1277,DOG ROCKS,105015,Lithgow - Oberon,1,Good,Good,0
NSW1278,DOLANS BAY,107025,Sutherland Shire,1,Good,Good,0
NSW1279,DOLLS POINT,107024,Rockdale,1,Good,Good,0
NSW128,BACKMEDE,104017,Richmond Valley,1,Good,Good,0
NSW1280,DOLLYS FLAT,104019,Taree,1,Good,Good,0
NSW1281,DOLPHIN POINT,106003,Shoalhaven,1,Good,Good,0
NSW1282,DOMBARTON,107030,Wollongong,1,Good,Good,0
NSW1283,DONALD CREEK,102001,Armidale,1,Good,Good,0
NSW1284,DONDINGALONG,104009,Kempsey,0.9999733,Good,Good,0
NSW1284,DONDINGALONG,104015,Port Macquarie - Hastings,2.67E-05,Good,Good,1
NSW1285,DONNELLYVILLE,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1286,DOON DOON,104020,Tweed,1,Good,Good,0
NSW1287,DOONBAH,104017,Richmond Valley,1,Good,Good,0
NSW1288,DOONSIDE,107003,Blacktown,1,Good,Good,0
NSW1289,DOORALONG,104023,Wyong,1,Good,Good,0
NSW129,BACKWATER,102004,Guyra - Tingha,1,Good,Good,0
NSW1290,DORA CREEK,104022,Lake Macquarie,1,Good,Good,0
NSW1291,DORRIGO,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1292,DORRIGO MOUNTAIN,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1293,DORROUGHBY,104012,Lismore,1,Good,Good,0
NSW1294,DOUBLE BAY,107031,Woollahra - Waverley,1,Good,Good,0
NSW1295,DOUBTFUL CREEK,104010,Kyogle,1,Good,Good,0
NSW1296,DOUGLAS PARK,107029,Wollondilly,1,Good,Good,0
NSW1297,DOVER HEIGHTS,107031,Woollahra - Waverley,1,Good,Good,0
NSW1298,DOWNSIDE,105021,Wagga Wagga,1,Good,Good,0
NSW1299,DOYALSON,104023,Wyong,1,Good,Good,0
NSW13,ABINGTON,102014,Uralla - Walcha,1,Good,Good,0
NSW130,BADGERYS CREEK,107017,Liverpool,0.9431508,Good,Good,0
NSW130,BADGERYS CREEK,107022,Penrith,0.0568492,Good,Good,0
NSW1300,DOYALSON NORTH,104023,Wyong,1,Good,Good,0
NSW1301,DOYLES CREEK,104018,Singleton,1,Good,Good,0
NSW1302,DOYLES RIVER,102014,Uralla - Walcha,0.7142857,Good,Good,0
NSW1302,DOYLES RIVER,104015,Port Macquarie - Hastings,0.2857143,Good,Good,0
NSW1303,DRAKE,102012,Tenterfield - Jubullum Village,1,Good,Good,0
NSW1304,DRAKE VILLAGE,102012,Tenterfield - Jubullum Village,1,Good,Good,0
NSW1305,DRILDOOL,102010,Narrabri,1,Good,Good,0
NSW1306,DRIPSTONE,101008,Wellington,1,Good,Good,0
NSW1307,DRUMMOYNE,107027,Sydney - Inner West,1,Good,Good,0
NSW1308,DRY CREEK,102013,Upper Hunter,1,Good,Good,0
NSW1309,DRY PLAIN,106004,Snowy - Monaro,1,Good,Good,0
NSW131,BADJA,106004,Snowy - Monaro,1,Good,Good,0
NSW1310,DUBBO,101002,Dubbo,1,Good,Good,0
NSW1311,DUCK CREEK,104010,Kyogle,1,Good,Good,0
NSW1312,DUCKENFIELD,104013,Maitland,1,Good,Good,0
NSW1313,DUCKMALOI,105015,Lithgow - Oberon,1,Good,Good,0
NSW1314,DUDLEY,104022,Lake Macquarie,1,Good,Good,0
NSW1315,DUFFYS FOREST,107020,Northern Beaches,1,Good,Good,0
NSW1316,DULGUIGAN,104020,Tweed,1,Good,Good,0
NSW1317,DULWICH HILL,107019,Marrickville,1,Good,Good,0
NSW1318,DUM DUM,104020,Tweed,1,Good,Good,0
NSW1319,DUMARESQ,102001,Armidale,1,Good,Good,0
NSW132,BAERAMI,102009,Muswellbrook,1,Good,Good,0
NSW1320,DUMARESQ ISLAND,104019,Taree,1,Good,Good,0
NSW1321,DUMBUDGERY,104004,Clarence Valley,1,Good,Good,0
NSW1322,DUNBIBLE,104020,Tweed,1,Good,Good,0
NSW1323,DUNBOGAN,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW1324,DUNCANS CREEK,102011,Tamworth,1,Good,Good,0
NSW1325,DUNDAS,107021,Parramatta,1,Acceptable,Good,0
NSW1326,DUNDAS VALLEY,107021,Parramatta,1,Acceptable,Good,0
NSW1327,DUNDEE,102002,Glen Innes,1,Good,Good,0
NSW1329,DUNDURRABIN,104004,Clarence Valley,1,Good,Good,0
NSW133,BAERAMI CREEK,102009,Muswellbrook,1,Good,Good,0
NSW1330,DUNEDOO,105016,Mudgee,1,Good,Good,0
NSW1331,DUNGARUBBA,104012,Lismore,1,Good,Good,0
NSW1333,DUNGAY,104020,Tweed,1,Good,Good,0
NSW1334,DUNGEREE,105016,Mudgee,1,Good,Good,0
NSW1335,DUNGOG,104006,Gloucester - Dungog,1,Good,Good,0
NSW1336,DUNGOWAN,102011,Tamworth,1,Good,Good,0
NSW1337,DUNKELD,105003,Bathurst,1,Good,Good,0
NSW1338,DUNMORE,107015,Kiama - Shellharbour,1,Good,Good,0
NSW1339,DUNOLLY,104018,Singleton,1,Good,Good,0
NSW134,BAGNOO,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW1340,DUNOON,104012,Lismore,1,Good,Good,0
NSW1341,DUNS CREEK,104016,Port Stephens,1,Good,Good,0
NSW1342,DUNVILLE LOOP,105015,Lithgow - Oberon,1,Good,Good,0
NSW1343,DURAL,104018,Singleton,1,Good,Good,0
NSW1344,DURAL,107002,Baulkham Hills,0.318007,Acceptable,Good,0
NSW1344,DURAL,107012,Hornsby - Ku-ring-gai,0.681993,Good,Good,0
NSW1345,DURAMANA,105003,Bathurst,1,Good,Good,0
NSW1346,DURANBAH,104020,Tweed,1,Good,Good,0
NSW1347,DURI,102011,Tamworth,1,Good,Good,0
NSW1348,DUROBY,104020,Tweed,1,Good,Good,0
NSW1349,DURRAN DURRA,106004,Snowy - Monaro,1,Good,Good,0
NSW135,BAGO,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW1350,DURRAS NORTH,106002,Eurobodalla,1,Good,Good,0
NSW1352,DURREN DURREN,104023,Wyong,1,Good,Good,0
NSW1353,DUVAL,102001,Armidale,1,Good,Good,0
NSW1354,DYERS CROSSING,104019,Taree,1,Good,Good,0
NSW1355,DYRAABA,104010,Kyogle,1,Good,Good,0
NSW1356,DYRRING,104018,Singleton,1,Good,Good,0
NSW1357,EAGLE VALE,107007,Campbelltown,1,Good,Good,0
NSW1358,EAGLETON,104016,Port Stephens,1,Good,Good,0
NSW1359,EARLWOOD,107008,Canterbury - Bankstown,1,Good,Good,0
NSW136,BAGOTVILLE,104001,Ballina - Bagotville,1,Good,Good,0
NSW1360,EAST ALBURY,105001,Albury,1,Good,Good,0
NSW1361,EAST BALLINA,104001,Ballina - Bagotville,1,Good,Good,0
NSW1363,EAST BRANXTON,104003,Cessnock,1,Good,Good,0
NSW1364,EAST CORAKI,104012,Lismore,1,Good,Good,0
NSW1365,EAST CORRIMAL,107030,Wollongong,1,Good,Good,0
NSW1366,EAST GOSFORD,104007,Gosford,1,Good,Good,0
NSW1367,EAST GRESFORD,104006,Gloucester - Dungog,1,Good,Good,0
NSW1368,EAST HILLS,107008,Canterbury - Bankstown,1,Good,Good,0
NSW1369,EAST JINDABYNE,106004,Snowy - Monaro,1,Good,Good,0
NSW137,BAKERS CREEK,104006,Gloucester - Dungog,1,Good,Good,0
NSW1370,EAST KANGALOON,106005,Southern Tablelands,1,Good,Good,0
NSW1371,EAST KEMPSEY,104009,Kempsey,1,Good,Good,0
NSW1372,EAST KILLARA,107012,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW1373,EAST KURRAJONG,107010,Hawkesbury,1,Good,Good,0
NSW1374,EAST LINDFIELD,107012,Hornsby - Ku-ring-gai,0.9999977,Good,Good,0
NSW1374,EAST LINDFIELD,107020,Northern Beaches,2.30E-06,Good,Good,1
NSW1375,EAST LISMORE,104012,Lismore,1,Good,Good,0
NSW1376,EAST LYNNE,106002,Eurobodalla,1,Good,Good,0
NSW1377,EAST MAITLAND,104013,Maitland,1,Good,Good,0
NSW1378,EAST RYDE,107013,Hunters Hill - Ryde,1,Good,Good,0
NSW1379,EAST SEAHAM,104016,Port Stephens,1,Good,Good,0
NSW138,BAKERS CREEK,102014,Uralla - Walcha,1,Good,Good,0
NSW1380,EAST TAMWORTH,102011,Tamworth,1,Good,Good,0
NSW1381,EAST WAGGA WAGGA,105021,Wagga Wagga,1,Good,Good,0
NSW1382,EAST WARDELL,104001,Ballina - Bagotville,1,Good,Good,0
NSW1383,EASTERN CREEK,107003,Blacktown,1,Good,Good,0
NSW1384,EASTGARDENS,107005,Botany Bay,1,Good,Good,0
NSW1385,EASTLAKES,107005,Botany Bay,1,Good,Good,0
NSW1386,EASTWOOD,107012,Hornsby - Ku-ring-gai,0.0433035,Good,Good,0
NSW1386,EASTWOOD,107013,Hunters Hill - Ryde,0.7539417,Good,Good,0
NSW1386,EASTWOOD,107021,Parramatta,0.2027548,Acceptable,Good,0
NSW1387,EATONSVILLE,104004,Clarence Valley,1,Good,Good,0
NSW1388,EBENEZER,107010,Hawkesbury,1,Good,Good,0
NSW1389,EBOR,102001,Armidale,1,Good,Good,0
NSW139,BAKERS CREEK,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1390,ECCLESTON,104006,Gloucester - Dungog,1,Good,Good,0
NSW1391,EDDERTON,102009,Muswellbrook,1,Good,Good,0
NSW1392,EDEN,106001,Bega Valley,1,Good,Good,0
NSW1393,EDEN CREEK,104010,Kyogle,1,Good,Good,0
NSW1394,EDENSOR PARK,107009,Fairfield,1,Good,Good,0
NSW1395,EDENVILLE,104010,Kyogle,1,Good,Good,0
NSW1396,EDGECLIFF,107031,Woollahra - Waverley,1,Good,Good,0
NSW1397,EDGEROI,102010,Narrabri,1,Good,Good,0
NSW1398,EDGEWORTH,104022,Lake Macquarie,1,Good,Good,0
NSW1399,EDITH,105015,Lithgow - Oberon,1,Good,Good,0
NSW14,ACACIA GARDENS,107003,Blacktown,1,Good,Good,0
NSW140,BAKERS SWAMP,101008,Wellington,1,Good,Good,0
NSW1400,EDMONDSON PARK,107007,Campbelltown,0.0473983,Good,Good,0
NSW1400,EDMONDSON PARK,107017,Liverpool,0.9526017,Good,Good,0
NSW1401,EDROM,106001,Bega Valley,1,Good,Good,0
NSW1402,EENAWEENA,101006,Warren,1,Good,Good,0
NSW1403,EGLINTON,105003,Bathurst,1,Good,Good,0
NSW1404,EIGHTEEN MILE,104004,Clarence Valley,1,Good,Good,0
NSW1405,ELANDS,104019,Taree,1,Good,Good,0
NSW1406,ELANORA HEIGHTS,107020,Northern Beaches,1,Good,Good,0
NSW1407,ELCOMBE,102005,Inverell - Gwydir,0.9998002,Good,Good,0
NSW1407,ELCOMBE,102008,Moree Plains,0.0001998,Poor,Good,1
NSW1408,ELDERSLIE,107006,Camden,1,Good,Good,0
NSW1409,ELDERSLIE,104018,Singleton,1,Good,Good,0
NSW141,BALALA,102014,Uralla - Walcha,1,Good,Good,0
NSW1410,ELEEBANA,104022,Lake Macquarie,1,Good,Good,0
NSW1411,ELERMORE VALE,104014,Newcastle,0.983004,Good,Good,0
NSW1411,ELERMORE VALE,104022,Lake Macquarie,0.016996,Good,Good,0
NSW1412,ELIZABETH BAY,107026,Sydney - City,1,Good,Good,0
NSW1413,ELIZABETH BEACH,104008,Great Lakes,1,Good,Good,0
NSW1414,ELLALONG,104003,Cessnock,1,Good,Good,0
NSW1415,ELLAND,104004,Clarence Valley,1,Good,Good,0
NSW1416,ELLANGOWAN,104017,Richmond Valley,1,Good,Good,0
NSW1417,ELLENBOROUGH,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW1418,ELLERSLIE,105019,Tumut,1,Good,Good,0
NSW1419,ELLERSTON,102013,Upper Hunter,1,Good,Good,0
NSW142,BALCOLYN,104022,Lake Macquarie,1,Good,Good,0
NSW1420,ELLIS LANE,107006,Camden,1,Good,Good,0
NSW1421,ELONG ELONG,101002,Dubbo,0.1084614,Good,Good,0
NSW1421,ELONG ELONG,101008,Wellington,0.7766244,Good,Good,0
NSW1421,ELONG ELONG,105016,Mudgee,0.1149142,Good,Good,0
NSW1422,ELRINGTON,104003,Cessnock,1,Good,Good,0
NSW1423,ELSMORE,102005,Inverell - Gwydir,1,Good,Good,0
NSW1424,ELTHAM,104012,Lismore,1,Good,Good,0
NSW1425,ELVINA BAY,107020,Northern Beaches,1,Good,Good,0
NSW1426,EMERALD BEACH,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1427,EMERALD HILL,102003,Gunnedah,1,Good,Good,0
NSW1428,EMERTON,107003,Blacktown,1,Good,Good,0
NSW1429,EMMAVILLE,102002,Glen Innes,0.9999602,Good,Good,0
NSW1429,EMMAVILLE,102005,Inverell - Gwydir,1.99E-05,Good,Good,1
NSW1429,EMMAVILLE,102012,Tenterfield - Jubullum Village,1.99E-05,Good,Good,1
NSW143,BALD BLAIR,102004,Guyra - Tingha,1,Good,Good,0
NSW1430,EMPIRE BAY,104007,Gosford,1,Good,Good,0
NSW1431,EMPIRE VALE,104001,Ballina - Bagotville,1,Good,Good,0
NSW1432,EMU HEIGHTS,107022,Penrith,1,Good,Good,0
NSW1433,EMU PLAINS,107022,Penrith,1,Good,Good,0
NSW1434,EMU SWAMP,105004,Blayney - Cabonne,0.7792132,Good,Good,0
NSW1434,EMU SWAMP,105018,Orange,0.2207868,Good,Good,0
NSW1435,ENDRICK,106003,Shoalhaven,1,Good,Good,0
NSW1436,ENFIELD,107027,Sydney - Inner West,1,Good,Good,0
NSW1437,ENGADINE,107025,Sutherland Shire,1,Good,Good,0
NSW1438,ENGLORIE PARK,107007,Campbelltown,1,Good,Good,0
NSW1439,ENMORE,107019,Marrickville,1,Good,Good,0
NSW144,BALD HILLS,106001,Bega Valley,1,Good,Good,0
NSW1440,ENMORE,102014,Uralla - Walcha,1,Good,Good,0
NSW1441,ENNGONIA,103001,Bourke,0.9776986,Good,Good,0
NSW1441,ENNGONIA,103002,Brewarrina,0.0223014,Good,Good,0
NSW1442,ENVIRONA,106004,Snowy - Monaro,1,Good,Good,0
NSW1443,EPPING,107012,Hornsby - Ku-ring-gai,0.6609769,Good,Good,0
NSW1443,EPPING,107021,Parramatta,0.3390231,Acceptable,Good,0
NSW1444,ERARING,104022,Lake Macquarie,1,Good,Good,0
NSW1445,EREMERANG,103003,Cobar - Murrin Bridge,1,Good,Good,0
NSW1446,ERIGOLIA,105005,Carrathool - Murrumbidgee,1,Good,Good,0
NSW1447,ERIN VALE,105013,Gundagai - Junee - Harden,1,Good,Good,0
NSW1448,ERINA,104007,Gosford,1,Good,Good,0
NSW1449,ERINA HEIGHTS,104007,Gosford,1,Good,Good,0
NSW145,BALD NOB,102002,Glen Innes,1,Good,Good,0
NSW1450,ERMINGTON,107021,Parramatta,1,Acceptable,Good,0
NSW1451,EROWAL BAY,106003,Shoalhaven,1,Good,Good,0
NSW1452,ERROWANBANG,105004,Blayney - Cabonne,1,Good,Good,0
NSW1454,ERSKINE PARK,107022,Penrith,1,Good,Good,0
NSW1455,ERSKINEVILLE,107026,Sydney - City,1,Good,Good,0
NSW1456,ERUDGERE,105016,Mudgee,1,Good,Good,0
NSW1458,ESCHOL PARK,107007,Campbelltown,1,Good,Good,0
NSW1459,ESK,104004,Clarence Valley,0.25,Good,Good,0
NSW1459,ESK,104017,Richmond Valley,0.75,Good,Good,0
NSW146,BALD RIDGE,105003,Bathurst,0.0005869,Good,Good,1
NSW146,BALD RIDGE,105015,Lithgow - Oberon,0.9994131,Good,Good,0
NSW1460,ESSINGTON,105015,Lithgow - Oberon,1,Good,Good,0
NSW1461,ESTELLA,105021,Wagga Wagga,1,Good,Good,0
NSW1462,ETTALONG BEACH,104007,Gosford,1,Good,Good,0
NSW1463,ETTAMOGAH,105001,Albury,1,Good,Good,0
NSW1464,ETTREMA,106003,Shoalhaven,1,Good,Good,0
NSW1465,ETTRICK,104010,Kyogle,1,Good,Good,0
NSW1466,EUABALONG,103003,Cobar - Murrin Bridge,0.824022,Good,Good,0
NSW1466,EUABALONG,105014,Lachlan,0.175978,Good,Good,0
NSW1467,EUABALONG WEST,103003,Cobar - Murrin Bridge,1,Good,Good,0
NSW1468,EUBERTA,105021,Wagga Wagga,1,Good,Good,0
NSW1469,EUCHAREENA,101008,Wellington,1,Good,Good,0
NSW147,BALDERSLEIGH,102001,Armidale,1,Good,Good,0
NSW1470,EUCUMBENE,106004,Snowy - Monaro,1,Good,Good,0
NSW1471,EUGOWRA,101005,Parkes,0.0019899,Good,Good,1
NSW1471,EUGOWRA,105004,Blayney - Cabonne,0.8660287,Good,Good,0
NSW1471,EUGOWRA,105011,Forbes,0.1319815,Good,Good,0
NSW1472,EULAH CREEK,102010,Narrabri,1,Good,Good,0
NSW1474,EUMUNGERIE,101002,Dubbo,0.9890814,Good,Good,0
NSW1474,EUMUNGERIE,101003,Gilgandra,0.0109186,Good,Good,0
NSW1475,EUNANOREENYA,105021,Wagga Wagga,1,Good,Good,0
NSW1476,EUNGAI CREEK,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1477,EUNGAI RAIL,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1478,EUNGELLA,104020,Tweed,1,Good,Good,0
NSW1479,EUREKA,104002,Byron,1,Good,Good,0
NSW148,BALDRY,105004,Blayney - Cabonne,1,Good,Good,0
NSW1480,EURIMBLA,101008,Wellington,1,Good,Good,0
NSW1481,EUROBODALLA,106001,Bega Valley,0.0005258,Good,Good,1
NSW1481,EUROBODALLA,106002,Eurobodalla,0.9994742,Good,Good,0
NSW1482,EUROKA,104009,Kempsey,1,Good,Good,0
NSW1483,EUROLEY,105012,Griffith - Leeton,0.4026732,Good,Good,0
NSW1483,EUROLEY,105017,Narrandera,0.5973268,Good,Good,0
NSW1484,EURONGILLY,105013,Gundagai - Junee - Harden,1,Good,Good,0
NSW1485,EURUNDEREE,105016,Mudgee,1,Good,Good,0
NSW1486,EUSTON,105002,Balranald - Wentworth,1,Good,Good,0
NSW1487,EVANS HEAD,104017,Richmond Valley,1,Good,Good,0
NSW1488,EVANS PLAINS,105003,Bathurst,1,Good,Good,0
NSW1489,EVELEIGH,107026,Sydney - City,1,Good,Good,0
NSW149,BALFOURS PEAK,102005,Inverell - Gwydir,1,Good,Good,0
NSW1490,EVIRON,104020,Tweed,1,Good,Good,0
NSW1491,EWINGAR,104004,Clarence Valley,1,Good,Good,0
NSW1492,EWINGSDALE,104002,Byron,1,Good,Good,0
NSW1493,EXETER,106005,Southern Tablelands,1,Good,Good,0
NSW1494,FAILFORD,104008,Great Lakes,1,Good,Good,0
NSW1495,FAIRFIELD,107009,Fairfield,1,Good,Good,0
NSW1496,FAIRFIELD EAST,107009,Fairfield,1,Good,Good,0
NSW1497,FAIRFIELD HEIGHTS,107009,Fairfield,1,Good,Good,0
NSW1498,FAIRFIELD WEST,107009,Fairfield,1,Good,Good,0
NSW1499,FAIRHOLME,105014,Lachlan,1,Good,Good,0
NSW15,ADAMINABY,106004,Snowy - Monaro,1,Good,Good,0
NSW150,BALGOWLAH,107020,Northern Beaches,1,Good,Good,0
NSW1500,FAIRLIGHT,107020,Northern Beaches,1,Good,Good,0
NSW1501,FAIRY HILL,104017,Richmond Valley,1,Good,Good,0
NSW1502,FAIRY MEADOW,107030,Wollongong,1,Good,Good,0
NSW1503,FALBROOK,104018,Singleton,1,Good,Good,0
NSW1504,FALCONER,102004,Guyra - Tingha,1,Good,Good,0
NSW1505,FALLS CREEK,106003,Shoalhaven,1,Good,Good,0
NSW1506,FAR MEADOW,106003,Shoalhaven,1,Good,Good,0
NSW1507,FARGUNYAH,105020,Upper Murray,1,Good,Good,0
NSW1508,FARLEY,104013,Maitland,1,Good,Good,0
NSW1509,FARMBOROUGH HEIGHTS,107030,Wollongong,1,Good,Good,0
NSW151,BALGOWLAH HEIGHTS,107020,Northern Beaches,1,Good,Good,0
NSW1510,FARNHAM,101008,Wellington,1,Good,Good,0
NSW1511,FARRANTS HILL,104020,Tweed,1,Good,Good,0
NSW1512,FARRINGDON,106004,Snowy - Monaro,1,Good,Good,0
NSW1513,FASSIFERN,104022,Lake Macquarie,1,Good,Good,0
NSW1514,FAULCONBRIDGE,107004,Blue Mountains,1,Good,Good,0
NSW1515,FAULKLAND,104006,Gloucester - Dungog,1,Good,Good,0
NSW1516,FAWCETTS PLAIN,104010,Kyogle,1,Good,Good,0
NSW1517,FEDERAL,104002,Byron,1,Good,Good,0
NSW1518,FENNELL BAY,104022,Lake Macquarie,1,Good,Good,0
NSW1519,FERN BAY,104016,Port Stephens,1,Good,Good,0
NSW152,BALGOWNIE,107030,Wollongong,1,Good,Good,0
NSW1520,FERN GULLY,104018,Singleton,1,Good,Good,0
NSW1521,FERNANCES,107010,Hawkesbury,1,Good,Good,0
NSW1522,FERNBANK CREEK,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW1523,FERNBROOK,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1524,FERNHILL,107030,Wollongong,1,Good,Good,0
NSW1525,FERNLEIGH,104001,Ballina - Bagotville,1,Good,Good,0
NSW1526,FERNMOUNT,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW1527,FERNSIDE,104012,Lismore,1,Good,Good,0
NSW1528,FERNVALE,104020,Tweed,1,Good,Good,0
NSW1529,FERODALE,104016,Port Stephens,1,Good,Good,0
NSW153,BALICKERA,104016,Port Stephens,1,Good,Good,0
NSW1530,FIDDLETOWN,107012,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW1531,FIFIELD,105014,Lachlan,1,Good,Good,0
NSW1532,FIGTREE,107030,Wollongong,1,Good,Good,0
NSW1533,FINDON CREEK,104010,Kyogle,1,Good,Good,0
NSW1534,FINE FLOWER,104004,Clarence Valley,1,Good,Good,0
NSW1535,FINGAL BAY,104016,Port Stephens,1,Good,Good,0
NSW1536,FINGAL HEAD,104020,Tweed,1,Good,Good,0
NSW1537,FINLEY,105006,Central Murray,1,Good,Good,0
NSW1538,FIREFLY,104019,Taree,1,Good,Good,0
NSW154,BALLADORAN,101003,Gilgandra,1,Good,Good,0
NSW1540,FISHERMANS BAY,104016,Port Stephens,1,Good,Good,0
NSW1541,FISHERMANS PARADISE,106003,Shoalhaven,1,Good,Good,0
NSW1542,FISHERMANS REACH,104009,Kempsey,1,Good,Good,0
NSW1543,FISHERS HILL,104006,Gloucester - Dungog,1,Good,Good,0
NSW1544,FISHING POINT,104022,Lake Macquarie,1,Good,Good,0
NSW1545,FITZGERALDS MOUNT,105003,Bathurst,1,Good,Good,0
NSW1546,FITZGERALDS VALLEY,105003,Bathurst,1,Good,Good,0
NSW1547,FITZROY FALLS,106005,Southern Tablelands,1,Good,Good,0
NSW1548,FIVE DOCK,107027,Sydney - Inner West,1,Good,Good,0
